id,uid,date,attendance,timeValid,neutralSite,conferenceCompetition,recent,notes,startDate,type.id,type.abbreviation,venue.id,venue.fullName,venue.address.city,venue.address.state,venue.capacity,venue.indoor,status.clock,status.displayClock,status.period,status.type.id,status.type.name,status.type.state,status.type.completed,status.type.description,status.type.detail,status.type.shortDetail,format.regulation.periods,home.id,home.uid,home.location,home.name,home.abbreviation,home.displayName,home.shortDisplayName,home.color,home.alternateColor,home.isActive,home.venue.id,home.logo,home.conferenceId,away.id,away.uid,away.location,away.name,away.abbreviation,away.displayName,away.shortDisplayName,away.color,away.alternateColor,away.isActive,away.venue.id,away.logo,away.conferenceId,game_id,season,season_type,status.type.altDetail,groups.id,groups.name,groups.shortName,groups.isConference,tournamentId
253140259,s:40~l:41~e:253140259~c:253140259,2005-11-11T00:00Z,9847,True,False,False,False,"[{'type': 'event', 'headline': 'NABC CLASSIC'}]",2005-11-11T00:00Z,0,N/A,2119,Cassell Coliseum,Blacksburg,VA,8925.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,259,s:40~l:41~t:259,Virginia Tech,Hokies,VT,Virginia Tech Hokies,Virginia Tech,74232D,c2c1ba,True,2119,https://a.espncdn.com/i/teamlogos/ncaa/500/259.png,2,2515,s:40~l:41~t:2515,Radford,Highlanders,RAD,Radford Highlanders,Radford,BC1515,c2c3c0,True,1901,https://a.espncdn.com/i/teamlogos/ncaa/500/2515.png,6,253140259,2006,2,,,,,,
253142641,s:40~l:41~e:253142641~c:253142641,2005-11-11T01:00Z,7943,True,False,False,False,"[{'type': 'event', 'headline': '2005 2K SPORTS COACHES VS CANCER CLASSIC'}]",2005-11-11T01:00Z,0,N/A,2047,United Supermarkets Arena,Lubbock,TX,15098.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2641,s:40~l:41~t:2641,Texas Tech,Red Raiders,TTU,Texas Tech Red Raiders,Texas Tech,C80025,231f20,True,2047,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,8,23,s:40~l:41~t:23,San José State,Spartans,SJSU,San José State Spartans,San José State,005893,fdba31,True,2192,https://a.espncdn.com/i/teamlogos/ncaa/500/23.png,30,253142641,2006,2,,,,,,
253140057,s:40~l:41~e:253140057~c:253140057,2005-11-11T01:00Z,8528,True,False,False,False,"[{'type': 'event', 'headline': '2005 2K SPORTS COACHES VS CANCER CLASSIC'}]",2005-11-11T01:00Z,0,N/A,360,Exactech Arena at Stephen C. O'Connell Center,Gainesville,FL,10151.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,57,s:40~l:41~t:57,Florida,Gators,FLA,Florida Gators,Florida,0021A5,0021a5,True,360,https://a.espncdn.com/i/teamlogos/ncaa/500/57.png,23,399,s:40~l:41~t:399,Albany,Great Danes,ALB,Albany Great Danes,Albany,3D2777,ffffff,True,1976,https://a.espncdn.com/i/teamlogos/ncaa/500/399.png,1,253140057,2006,2,,,,,,
253142717,s:40~l:41~e:253142717~c:253142717,2005-11-11T02:00Z,9847,True,False,False,False,"[{'type': 'event', 'headline': 'NABC CLASSIC AT BLACKSBURG VA'}]",2005-11-11T02:00Z,0,N/A,2119,Cassell Coliseum,Blacksburg,VA,8925.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2717,s:40~l:41~t:2717,Western Carolina,Catamounts,WCU,Western Carolina Catamounts,W Carolina,492F91,bf9e70,True,245,https://a.espncdn.com/i/teamlogos/ncaa/500/2717.png,24,189,s:40~l:41~t:189,Bowling Green,Falcons,BGSU,Bowling Green Falcons,Bowling Green,2b1000,492000,True,2220,https://a.espncdn.com/i/teamlogos/ncaa/500/189.png,14,253142717,2006,2,,,,,,
253150154,s:40~l:41~e:253150154~c:253150154,2005-11-12T00:30Z,14665,True,False,False,False,"[{'type': 'event', 'headline': '2005 2K SPORTS COACHES VS CANCER CLASSIC'}]",2005-11-12T00:30Z,0,N/A,2120,Lawrence Joel Veterans Memorial Coliseum,Winston-Salem,NC,14665.0,True,0.0,0:00,3,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,2,154,s:40~l:41~t:154,Wake Forest,Demon Deacons,WAKE,Wake Forest Demon Deacons,Wake Forest,9E7E38,000000,True,2120,https://a.espncdn.com/i/teamlogos/ncaa/500/154.png,2,2244,s:40~l:41~t:2244,George Mason,Patriots,GMU,George Mason Patriots,George Mason,016600,ecb010,True,2167,https://a.espncdn.com/i/teamlogos/ncaa/500/2244.png,10,253150154,2006,2,OT,,,,,
253150300,s:40~l:41~e:253150300~c:253150300,2005-11-11T22:00Z,14665,True,False,False,False,"[{'type': 'event', 'headline': '2005 2K SPORTS COACHES VS CANCER CLASSIC AT WINSTON-SALEM NC'}]",2005-11-11T22:00Z,0,N/A,2120,Lawrence Joel Veterans Memorial Coliseum,Winston-Salem,NC,14665.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,300,s:40~l:41~t:300,UC Irvine,Anteaters,UCI,UC Irvine Anteaters,UC Irvine,002B5C,fec52e,True,469,https://a.espncdn.com/i/teamlogos/ncaa/500/300.png,9,2400,s:40~l:41~t:2400,Mississippi Valley State,Delta Devils,MVSU,Mississippi Valley State Delta Devils,Miss Valley St,005328,cf2d34,True,1988,https://a.espncdn.com/i/teamlogos/ncaa/500/2400.png,26,253150300,2006,2,,,,,,
253152501,s:40~l:41~e:253152501~c:253152501,2005-11-11T23:30Z,0,True,False,False,False,"[{'type': 'event', 'headline': '2005 2K SPORTS COACHES VS CANCER CLASSIC AT LUBBOCK TX'}]",2005-11-11T23:30Z,0,N/A,2047,United Supermarkets Arena,Lubbock,TX,15098.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2501,s:40~l:41~t:2501,Portland,Pilots,PORT,Portland Pilots,Portland,0e034e,f0f0f0,True,2136,https://a.espncdn.com/i/teamlogos/ncaa/500/2501.png,29,23,s:40~l:41~t:23,San José State,Spartans,SJSU,San José State Spartans,San José State,005893,fdba31,True,2192,https://a.espncdn.com/i/teamlogos/ncaa/500/23.png,30,253152501,2006,2,,,,,,
253152641,s:40~l:41~e:253152641~c:253152641,2005-11-12T01:30Z,7477,True,False,False,False,"[{'type': 'event', 'headline': '2005 2K SPORTS COACHES VS CANCER CLASSIC'}]",2005-11-12T01:30Z,0,N/A,2047,United Supermarkets Arena,Lubbock,TX,15098.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2641,s:40~l:41~t:2641,Texas Tech,Red Raiders,TTU,Texas Tech Red Raiders,Texas Tech,C80025,231f20,True,2047,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,8,290,s:40~l:41~t:290,Georgia Southern,Eagles,GASO,Georgia Southern Eagles,Georgia So,003775,f0f0f0,True,2089,https://a.espncdn.com/i/teamlogos/ncaa/500/290.png,24,253152641,2006,2,,,,,,
253160277,s:40~l:41~e:253160277~c:253160277,2005-11-12T20:00Z,7621,True,False,False,False,"[{'type': 'event', 'headline': 'GUARDIANS CLASSIC'}]",2005-11-12T20:00Z,0,N/A,2199,WVU Coliseum,Morgantown,WV,14000.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,277,s:40~l:41~t:277,West Virginia,Mountaineers,WVU,West Virginia Mountaineers,West Virginia,FFC600,eaaa00,True,2199,https://a.espncdn.com/i/teamlogos/ncaa/500/277.png,4,2433,s:40~l:41~t:2433,UL Monroe,Warhawks,ULM,UL Monroe Warhawks,UL Monroe,231F20,b18445,True,2061,https://a.espncdn.com/i/teamlogos/ncaa/500/2433.png,27,253160277,2006,2,,,,,,
253162747,s:40~l:41~e:253162747~c:253162747,2005-11-12T17:30Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'GUARDIANS CLASSIC AT MORGANTOWN WV'}]",2005-11-12T17:30Z,0,N/A,2199,WVU Coliseum,Morgantown,WV,14000.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2747,s:40~l:41~t:2747,Wofford,Terriers,WOF,Wofford Terriers,Wofford,533B22,f0f0f0,True,5426,https://a.espncdn.com/i/teamlogos/ncaa/500/2747.png,24,161,s:40~l:41~t:161,Fairleigh Dickinson,Knights,FDU,Fairleigh Dickinson Knights,Fair Dickinson,28334a,ffffff,True,2076,https://a.espncdn.com/i/teamlogos/ncaa/500/161.png,19,253162747,2006,2,,,,,,
253160259,s:40~l:41~e:253160259~c:253160259,2005-11-12T18:00Z,9847,True,False,False,False,"[{'type': 'event', 'headline': 'NABC CLASSIC'}]",2005-11-12T18:00Z,0,N/A,2119,Cassell Coliseum,Blacksburg,VA,8925.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,259,s:40~l:41~t:259,Virginia Tech,Hokies,VT,Virginia Tech Hokies,Virginia Tech,74232D,c2c1ba,True,2119,https://a.espncdn.com/i/teamlogos/ncaa/500/259.png,2,189,s:40~l:41~t:189,Bowling Green,Falcons,BGSU,Bowling Green Falcons,Bowling Green,2b1000,492000,True,2220,https://a.espncdn.com/i/teamlogos/ncaa/500/189.png,14,253160259,2006,2,,,,,,
253162717,s:40~l:41~e:253162717~c:253162717,2005-11-12T20:00Z,9847,True,False,False,False,"[{'type': 'event', 'headline': 'NABC CLASSIC AT BLACKSBURG VA'}]",2005-11-12T20:00Z,0,N/A,2119,Cassell Coliseum,Blacksburg,VA,8925.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2717,s:40~l:41~t:2717,Western Carolina,Catamounts,WCU,Western Carolina Catamounts,W Carolina,492F91,bf9e70,True,245,https://a.espncdn.com/i/teamlogos/ncaa/500/2717.png,24,2515,s:40~l:41~t:2515,Radford,Highlanders,RAD,Radford Highlanders,Radford,BC1515,c2c3c0,True,1901,https://a.espncdn.com/i/teamlogos/ncaa/500/2515.png,6,253162717,2006,2,,,,,,
253170096,s:40~l:41~e:253170096~c:253170096,2005-11-14T01:30Z,20144,True,False,False,False,"[{'type': 'event', 'headline': 'GUARDIANS CLASSIC'}]",2005-11-14T01:30Z,0,N/A,251,Rupp Arena,Lexington,KY,20500.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,96,s:40~l:41~t:96,Kentucky,Wildcats,UK,Kentucky Wildcats,Kentucky,005DAA,ffffff,True,251,https://a.espncdn.com/i/teamlogos/ncaa/500/96.png,23,2571,s:40~l:41~t:2571,South Dakota State,Jackrabbits,SDST,South Dakota State Jackrabbits,S Dakota St,005DAB,c33139,True,1996,https://a.espncdn.com/i/teamlogos/ncaa/500/2571.png,43,253170096,2006,2,,,,,,
253170277,s:40~l:41~e:253170277~c:253170277,2005-11-13T20:00Z,5779,True,False,False,False,"[{'type': 'event', 'headline': 'GUARDIANS CLASSIC'}]",2005-11-13T20:00Z,0,N/A,2199,WVU Coliseum,Morgantown,WV,14000.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,277,s:40~l:41~t:277,West Virginia,Mountaineers,WVU,West Virginia Mountaineers,West Virginia,FFC600,eaaa00,True,2199,https://a.espncdn.com/i/teamlogos/ncaa/500/277.png,4,2747,s:40~l:41~t:2747,Wofford,Terriers,WOF,Wofford Terriers,Wofford,533B22,f0f0f0,True,5426,https://a.espncdn.com/i/teamlogos/ncaa/500/2747.png,24,253170277,2006,2,,,,,,
253170161,s:40~l:41~e:253170161~c:253170161,2005-11-13T17:30Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'GUARDIANS CLASSIC AT MORGANTOWN WV'}]",2005-11-13T17:30Z,0,N/A,2199,WVU Coliseum,Morgantown,WV,14000.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,161,s:40~l:41~t:161,Fairleigh Dickinson,Knights,FDU,Fairleigh Dickinson Knights,Fair Dickinson,28334a,ffffff,True,2076,https://a.espncdn.com/i/teamlogos/ncaa/500/161.png,19,2433,s:40~l:41~t:2433,UL Monroe,Warhawks,ULM,UL Monroe Warhawks,UL Monroe,231F20,b18445,True,2061,https://a.espncdn.com/i/teamlogos/ncaa/500/2433.png,27,253170161,2006,2,,,,,,
253170189,s:40~l:41~e:253170189~c:253170189,2005-11-13T18:00Z,9847,True,False,False,False,"[{'type': 'event', 'headline': 'NABC CLASSIC AT BLACKSBURG VA'}]",2005-11-13T18:00Z,0,N/A,2119,Cassell Coliseum,Blacksburg,VA,8925.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,189,s:40~l:41~t:189,Bowling Green,Falcons,BGSU,Bowling Green Falcons,Bowling Green,2b1000,492000,True,2220,https://a.espncdn.com/i/teamlogos/ncaa/500/189.png,14,2515,s:40~l:41~t:2515,Radford,Highlanders,RAD,Radford Highlanders,Radford,BC1515,c2c3c0,True,1901,https://a.espncdn.com/i/teamlogos/ncaa/500/2515.png,6,253170189,2006,2,,,,,,
253172086,s:40~l:41~e:253172086~c:253172086,2005-11-13T19:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'BCA INVITATIONAL AT LARAMIE WY'}]",2005-11-13T19:00Z,0,N/A,2053,Arena Auditorium,Laramie,WY,11612.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2086,s:40~l:41~t:2086,Butler,Bulldogs,BUT,Butler Bulldogs,Butler,0d1361,00a3e0,True,2032,https://a.espncdn.com/i/teamlogos/ncaa/500/2086.png,45,350,s:40~l:41~t:350,UNC Wilmington,Seahawks,UNCW,UNC Wilmington Seahawks,UNC Wilmington,1d2f68,00665e,True,2157,https://a.espncdn.com/i/teamlogos/ncaa/500/350.png,10,253172086,2006,2,,,,,,
253172464,s:40~l:41~e:253172464~c:253172464,2005-11-13T20:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'BCA CLASSIC AT SEATTLE WA'}]",2005-11-13T20:00Z,0,N/A,782,Alaska Airlines Arena,Seattle,WA,10000.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2464,s:40~l:41~t:2464,Northern Arizona,Lumberjacks,NAU,Northern Arizona Lumberjacks,N Arizona,003976,1b3069,True,2023,https://a.espncdn.com/i/teamlogos/ncaa/500/2464.png,5,2005,s:40~l:41~t:2005,Air Force,Falcons,AFA,Air Force Falcons,Air Force,004a7b,ffffff,True,2014,https://a.espncdn.com/i/teamlogos/ncaa/500/2005.png,44,253172464,2006,2,,,,,,
253170259,s:40~l:41~e:253170259~c:253170259,2005-11-13T20:00Z,9847,True,False,False,False,"[{'type': 'event', 'headline': 'NABC CLASSIC'}]",2005-11-13T20:00Z,0,N/A,2119,Cassell Coliseum,Blacksburg,VA,8925.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,259,s:40~l:41~t:259,Virginia Tech,Hokies,VT,Virginia Tech Hokies,Virginia Tech,74232D,c2c1ba,True,2119,https://a.espncdn.com/i/teamlogos/ncaa/500/259.png,2,2717,s:40~l:41~t:2717,Western Carolina,Catamounts,WCU,Western Carolina Catamounts,W Carolina,492F91,bf9e70,True,245,https://a.espncdn.com/i/teamlogos/ncaa/500/2717.png,24,253170259,2006,2,,,,,,
253172751,s:40~l:41~e:253172751~c:253172751,2005-11-13T21:00Z,5744,True,False,False,False,"[{'type': 'event', 'headline': 'BCA INVITATIONAL'}]",2005-11-13T21:00Z,1,STD,2053,Arena Auditorium,Laramie,WY,11612.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2751,s:40~l:41~t:2751,Wyoming,Cowboys,WYO,Wyoming Cowboys,Wyoming,533B22,ffffff,True,2053,https://a.espncdn.com/i/teamlogos/ncaa/500/2751.png,44,2011,s:40~l:41~t:2011,Alabama State,Hornets,ALST,Alabama State Hornets,Alabama St,e9a900,0a0a0a,True,2204,https://a.espncdn.com/i/teamlogos/ncaa/500/2011.png,26,253172751,2006,2,,,,,,
253170250,s:40~l:41~e:253170250~c:253170250,2005-11-13T22:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'BCA CLASSIC AT SEATTLE WA'}]",2005-11-13T22:00Z,0,N/A,782,Alaska Airlines Arena,Seattle,WA,10000.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,250,s:40~l:41~t:250,UT Arlington,Mavericks,UTA,UT Arlington Mavericks,UT Arlington,004b7c,f58024,True,3416,https://a.espncdn.com/i/teamlogos/ncaa/500/250.png,27,2390,s:40~l:41~t:2390,Miami,Hurricanes,MIA,Miami Hurricanes,Miami,004325,f0f0f0,True,1985,https://a.espncdn.com/i/teamlogos/ncaa/500/2390.png,2,253170250,2006,2,,,,,,
253172458,s:40~l:41~e:253172458~c:253172458,2005-11-13T23:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'GUARDIANS CLASSIC AT LEXINGTON KY'}]",2005-11-13T23:00Z,0,N/A,251,Rupp Arena,Lexington,KY,20500.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2458,s:40~l:41~t:2458,Northern Colorado,Bears,UNCO,Northern Colorado Bears,N Colorado,13558D,ffc533,True,2168,https://a.espncdn.com/i/teamlogos/ncaa/500/2458.png,43,288,s:40~l:41~t:288,Lipscomb,Bisons,LIP,Lipscomb Bisons,Lipscomb,20366C,f6b734,True,2038,https://a.espncdn.com/i/teamlogos/ncaa/500/288.png,46,253172458,2006,2,,,,,,
253172154,s:40~l:41~e:253172154~c:253172154,2005-11-14T01:00Z,4682,True,False,False,False,"[{'type': 'event', 'headline': 'BCA INVITATIONAL AT LARAMIE WY'}]",2005-11-14T01:00Z,0,N/A,2053,Arena Auditorium,Laramie,WY,11612.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2154,s:40~l:41~t:2154,Coppin State,Eagles,COPP,Coppin State Eagles,Coppin State,2e3192,ffd204,True,2164,https://a.espncdn.com/i/teamlogos/ncaa/500/2154.png,16,2429,s:40~l:41~t:2429,Charlotte,49ers,CLT,Charlotte 49ers,Charlotte,ffffff,cfab7a,True,239,https://a.espncdn.com/i/teamlogos/ncaa/500/2429.png,3,253172154,2006,2,,,,,,
253170264,s:40~l:41~e:253170264~c:253170264,2005-11-14T02:00Z,3976,True,False,False,False,"[{'type': 'event', 'headline': 'BCA CLASSIC'}]",2005-11-14T02:00Z,0,N/A,782,Alaska Airlines Arena,Seattle,WA,10000.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,264,s:40~l:41~t:264,Washington,Huskies,WASH,Washington Huskies,Washington,2B2F64,e8e3d3,True,782,https://a.espncdn.com/i/teamlogos/ncaa/500/264.png,21,2415,s:40~l:41~t:2415,Morgan State,Bears,MORG,Morgan State Bears,Morgan State,014786,f47937,True,2021,https://a.espncdn.com/i/teamlogos/ncaa/500/2415.png,16,253170264,2006,2,,,,,,
