id,uid,date,attendance,timeValid,neutralSite,conferenceCompetition,recent,startDate,notes_type,notes_headline,type.id,type.abbreviation,venue.id,venue.fullName,venue.address.city,venue.address.state,venue.capacity,venue.indoor,status.clock,status.displayClock,status.period,status.type.id,status.type.name,status.type.state,status.type.completed,status.type.description,status.type.detail,status.type.shortDetail,format.regulation.periods,home.id,home.uid,home.location,home.name,home.abbreviation,home.displayName,home.shortDisplayName,home.color,home.alternateColor,home.isActive,home.venue.id,home.logo,home.conferenceId,home.score,home.winner,away.id,away.uid,away.location,away.name,away.abbreviation,away.displayName,away.shortDisplayName,away.color,away.alternateColor,away.isActive,away.venue.id,away.logo,away.conferenceId,away.score,away.winner,game_id,season,season_type,status.type.altDetail,groups.id,groups.name,groups.shortName,groups.isConference,tournamentId
323140239,s:40~l:41~e:323140239~c:323140239,2012-11-09T22:00Z,6568,True,False,False,False,2012-11-09T22:00Z,,,0,N/A,1049,Ferrell Center,Waco,TX,10284.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,239,s:40~l:41~t:239,Baylor,Bears,BAY,Baylor Bears,Baylor,004834,ffb81c,True,1049,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,8,99,True,2329,s:40~l:41~t:2329,Lehigh,Mountain Hawks,LEH,Lehigh Mountain Hawks,Lehigh,6c2b2a,b69e70,True,2141,https://a.espncdn.com/i/teamlogos/ncaa/500/2329.png,22,77,False,323140239,2013,2,,,,,,
323142250,s:40~l:41~e:323142250~c:323142250,2012-11-10T02:00Z,6000,True,False,False,False,2012-11-10T02:00Z,,,0,N/A,1979,McCarthey Athletic Center,Spokane,WA,6000.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2250,s:40~l:41~t:2250,Gonzaga,Bulldogs,GONZ,Gonzaga Bulldogs,Gonzaga,002967,cfd4d8,True,1979,https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png,29,103,True,253,s:40~l:41~t:253,Southern Utah,Thunderbirds,SUU,Southern Utah Thunderbirds,Southern Utah,d10000,c2c3c0,True,1960,https://a.espncdn.com/i/teamlogos/ncaa/500/253.png,5,65,False,323142250,2013,2,,,,,,
323140052,s:40~l:41~e:323140052~c:323140052,2012-11-10T00:00Z,9070,True,False,False,False,2012-11-10T00:00Z,event,COACHES vs CANCER CLASSIC,0,N/A,1952,Donald L. Tucker Center,Tallahassee,FL,11500.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,52,s:40~l:41~t:52,Florida State,Seminoles,FSU,Florida State Seminoles,Florida State,782F40,ceb888,True,1952,https://a.espncdn.com/i/teamlogos/ncaa/500/52.png,2,71,False,6,s:40~l:41~t:6,South Alabama,Jaguars,USA,South Alabama Jaguars,South Alabama,003E7E,,True,2193,https://a.espncdn.com/i/teamlogos/ncaa/500/6.png,27,76,True,323140052,2013,2,,,,,,
323142199,s:40~l:41~e:323142199~c:323142199,2012-11-09T17:00Z,2359,True,False,False,False,2012-11-09T17:00Z,event,EMU ICEMAN CLASSIC,0,N/A,2109,Convocation Center (MI),Ypsilanti,MI,8754.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2199,s:40~l:41~t:2199,Eastern Michigan,Eagles,EMU,Eastern Michigan Eagles,E Michigan,00331b,f0f0f0,True,2109,https://a.espncdn.com/i/teamlogos/ncaa/500/2199.png,14,66,True,2947,s:40~l:41~t:2947,Rochester University (MI),Warriors,RCU,Rochester University (MI) Warriors,Rochester Univ.,000000,,False,,,,52,False,323142199,2013,2,,,,,,
323140248,s:40~l:41~e:323140248~c:323140248,2012-11-09T18:00Z,6108,True,False,False,False,2012-11-09T18:00Z,,,0,N/A,2126,Fertitta Center,Houston,TX,7100.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,248,s:40~l:41~t:248,Houston,Cougars,HOU,Houston Cougars,Houston,C90822,231f20,True,2126,https://a.espncdn.com/i/teamlogos/ncaa/500/248.png,11,81,True,50,s:40~l:41~t:50,Florida A&M,Rattlers,FAMU,Florida A&M Rattlers,FAMU,F89728,00843d,True,2205,https://a.espncdn.com/i/teamlogos/ncaa/500/50.png,16,76,False,323140248,2013,2,,,,,,
323140085,s:40~l:41~e:323140085~c:323140085,2012-11-09T19:00Z,507,True,False,False,False,2012-11-09T19:00Z,,,0,N/A,2129,IUPUI Gymnasium,Indianapolis,IN,1215.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,85,s:40~l:41~t:85,IUPUI,Jaguars,IUPU,IUPUI Jaguars,IUPUI,A81F30,d59f0f,True,4947,https://a.espncdn.com/i/teamlogos/ncaa/500/85.png,49,67,True,3084,s:40~l:41~t:3084,Utah Valley,Wolverines,UVU,Utah Valley Wolverines,Utah Valley,004812,e1c736,True,2091,https://a.espncdn.com/i/teamlogos/ncaa/500/3084.png,30,54,False,323140085,2013,2,,,,,,
323142415,s:40~l:41~e:323142415~c:323142415,2012-11-09T22:00Z,0,True,True,False,False,2012-11-09T22:00Z,event,LIBERTY TAX CLASSIC AT NORFOLK VA,0,N/A,1940,Chartway Arena,Norfolk,VA,8472.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2636,s:40~l:41~t:2636,UTSA,Roadrunners,UTSA,UTSA Roadrunners,UTSA,002A5C,f47321,True,2115,https://a.espncdn.com/i/teamlogos/ncaa/500/2636.png,30,59,False,2415,s:40~l:41~t:2415,Morgan State,Bears,MORG,Morgan State Bears,Morgan State,014786,f47937,True,2021,https://a.espncdn.com/i/teamlogos/ncaa/500/2415.png,16,71,True,323142415,2013,2,,,,,,
323142390,s:40~l:41~e:323142390~c:323142390,2012-11-09T22:30Z,0,True,False,False,False,2012-11-09T22:30Z,,,0,N/A,1985,Watsco Center,Coral Gables,FL,7972.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2390,s:40~l:41~t:2390,Miami,Hurricanes,MIA,Miami Hurricanes,Miami,004325,f0f0f0,True,1985,https://a.espncdn.com/i/teamlogos/ncaa/500/2390.png,2,87,True,56,s:40~l:41~t:56,Stetson,Hatters,STET,Stetson Hatters,Stetson,0a5640,56854e,True,2080,https://a.espncdn.com/i/teamlogos/ncaa/500/56.png,46,79,False,323142390,2013,2,,,,,,
323142341,s:40~l:41~e:323142341~c:323142341,2012-11-09T22:45Z,0,True,False,False,False,2012-11-09T22:45Z,event,BARCLAYS CENTER CLASSIC AT BROOKLYN NY,0,N/A,,,,,,,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,112358,s:40~l:41~t:112358,Long Island University,Sharks,LIU,Long Island University Sharks,Long Island,50c9f7,ffbf00,True,2140,https://a.espncdn.com/i/teamlogos/ncaa/500/112358.png,19,74,False,2413,s:40~l:41~t:2413,Morehead State,Eagles,MORE,Morehead State Eagles,Morehead State,094FA3,fed91a,True,2174,https://a.espncdn.com/i/teamlogos/ncaa/500/2413.png,20,77,True,323142341,2013,2,,,,,,
323142429,s:40~l:41~e:323142429~c:323142429,2012-11-09T23:00Z,4429,True,False,False,False,2012-11-09T23:00Z,,,0,N/A,239,Dale F. Halton Arena,Charlotte,NC,9105.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2429,s:40~l:41~t:2429,Charlotte,49ers,CLT,Charlotte 49ers,Charlotte,ffffff,cfab7a,True,239,https://a.espncdn.com/i/teamlogos/ncaa/500/2429.png,3,68,True,2127,s:40~l:41~t:2127,Charleston Southern,Buccaneers,CHSO,Charleston Southern Buccaneers,Charleston So,2e3192,ded090,True,2187,https://a.espncdn.com/i/teamlogos/ncaa/500/2127.png,6,58,False,323142429,2013,2,,,,,,
323140221,s:40~l:41~e:323140221~c:323140221,2012-11-09T23:00Z,8928,True,False,False,False,2012-11-09T23:00Z,,,0,N/A,2025,Petersen Events Center,Pittsburgh,PA,12508.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,221,s:40~l:41~t:221,Pittsburgh,Panthers,PITT,Pittsburgh Panthers,Pittsburgh,003263,231f20,True,2025,https://a.espncdn.com/i/teamlogos/ncaa/500/221.png,4,80,True,116,s:40~l:41~t:116,Mount St. Mary's,Mountaineers,MSM,Mount St. Mary's Mountaineers,Mount St Mary,005596,ebebeb,True,2175,https://a.espncdn.com/i/teamlogos/ncaa/500/116.png,19,48,False,323140221,2013,2,,,,,,
323140399,s:40~l:41~e:323140399~c:323140399,2012-11-09T23:30Z,0,True,False,False,False,2012-11-09T23:30Z,,,0,N/A,1976,SEFCU Arena,Albany,NY,4280.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,399,s:40~l:41~t:399,Albany,Great Danes,ALB,Albany Great Danes,Albany,3D2777,ffffff,True,1976,https://a.espncdn.com/i/teamlogos/ncaa/500/399.png,1,69,True,2184,s:40~l:41~t:2184,Duquesne,Dukes,DUQ,Duquesne Dukes,Duquesne,002D62,b90b2e,True,1958,https://a.espncdn.com/i/teamlogos/ncaa/500/2184.png,3,66,False,323140399,2013,2,,,,,,
323142752,s:40~l:41~e:323142752~c:323142752,2012-11-10T00:00Z,9711,True,False,False,False,2012-11-10T00:00Z,,,0,N/A,1973,Cintas Center,Cincinnati,OH,10224.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2752,s:40~l:41~t:2752,Xavier,Musketeers,XAV,Xavier Musketeers,Xavier,002144,9ea2a2,True,1973,https://a.espncdn.com/i/teamlogos/ncaa/500/2752.png,3,117,True,161,s:40~l:41~t:161,Fairleigh Dickinson,Knights,FDU,Fairleigh Dickinson Knights,Fair Dickinson,28334a,ffffff,True,2076,https://a.espncdn.com/i/teamlogos/ncaa/500/161.png,19,75,False,323142752,2013,2,,,,,,
323142633,s:40~l:41~e:323142633~c:323142633,2012-11-10T00:00Z,18044,True,False,False,False,2012-11-10T00:00Z,,,1,STD,2044,Thompson-Boling Arena,Knoxville,TN,21678.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2633,s:40~l:41~t:2633,Tennessee,Volunteers,TENN,Tennessee Volunteers,Tennessee,EE9627,ffffff,True,2044,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,23,76,True,338,s:40~l:41~t:338,Kennesaw State,Owls,KENN,Kennesaw State Owls,Kennesaw State,000000,fdbb30,True,2015,https://a.espncdn.com/i/teamlogos/ncaa/500/338.png,46,67,False,323142633,2013,2,,,,,,
323142628,s:40~l:41~e:323142628~c:323142628,2012-11-10T00:00Z,4494,True,False,False,False,2012-11-10T00:00Z,,,0,N/A,2194,Ed and Rae Schollmaier Arena,Fort Worth,TX,6700.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2628,s:40~l:41~t:2628,TCU,Horned Frogs,TCU,TCU Horned Frogs,TCU,3C377D,f1f2f3,True,2194,https://a.espncdn.com/i/teamlogos/ncaa/500/2628.png,8,53,True,13,s:40~l:41~t:13,Cal Poly,Mustangs,CP,Cal Poly Mustangs,Cal Poly,1E4D2B,eed897,True,812,https://a.espncdn.com/i/teamlogos/ncaa/500/13.png,9,46,False,323142628,2013,2,,,,,,
323142561,s:40~l:41~e:323142561~c:323142561,2012-11-10T00:00Z,6779,True,False,False,False,2012-11-10T00:00Z,,,0,N/A,,,,,,,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2561,s:40~l:41~t:2561,Siena,Saints,SIE,Siena Saints,Siena,037961,eea60f,True,20,https://a.espncdn.com/i/teamlogos/ncaa/500/2561.png,13,53,False,261,s:40~l:41~t:261,Vermont,Catamounts,UVM,Vermont Catamounts,Vermont,013C24,ffc72c,True,2118,https://a.espncdn.com/i/teamlogos/ncaa/500/261.png,1,54,True,323142561,2013,2,,,,,,
323142520,s:40~l:41~e:323142520~c:323142520,2012-11-10T00:00Z,1650,True,False,False,False,2012-11-10T00:00Z,,,0,N/A,1944,Alumni Gymnasium (Rider),Lawrenceville,NJ,1650.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2520,s:40~l:41~t:2520,Rider,Broncs,RID,Rider Broncs,Rider,a80532,ebebeb,True,1944,https://a.espncdn.com/i/teamlogos/ncaa/500/2520.png,13,79,True,2523,s:40~l:41~t:2523,Robert Morris,Colonials,RMU,Robert Morris Colonials,Robert Morris,00214D,a21d2b,True,5470,https://a.espncdn.com/i/teamlogos/ncaa/500/2523.png,19,54,False,323142520,2013,2,,,,,,
323142509,s:40~l:41~e:323142509~c:323142509,2012-11-10T00:00Z,13090,True,False,False,False,2012-11-10T00:00Z,event,2K SPORTS CLASSIC,0,N/A,399,Mackey Arena,West Lafayette,IN,14804.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2509,s:40~l:41~t:2509,Purdue,Boilermakers,PUR,Purdue Boilermakers,Purdue,B89D29,a4a9ad,True,399,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,7,65,False,2083,s:40~l:41~t:2083,Bucknell,Bison,BUCK,Bucknell Bison,Bucknell,000060,00316e,True,2208,https://a.espncdn.com/i/teamlogos/ncaa/500/2083.png,22,70,True,323142509,2013,2,,,,,,
323142427,s:40~l:41~e:323142427~c:323142427,2012-11-10T00:00Z,2759,True,False,False,False,2012-11-10T00:00Z,,,0,N/A,2609,Kimmel Arena,Asheville,NC,3200.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2427,s:40~l:41~t:2427,UNC Asheville,Bulldogs,UNCA,UNC Asheville Bulldogs,UNC Asheville,156199,c2c3c0,True,2609,https://a.espncdn.com/i/teamlogos/ncaa/500/2427.png,6,71,True,2717,s:40~l:41~t:2717,Western Carolina,Catamounts,WCU,Western Carolina Catamounts,W Carolina,492F91,bf9e70,True,245,https://a.espncdn.com/i/teamlogos/ncaa/500/2717.png,24,61,False,323142427,2013,2,,,,,,
323142426,s:40~l:41~e:323142426~c:323142426,2012-11-10T00:00Z,1682,True,False,False,False,2012-11-10T00:00Z,,,1,STD,2176,Alumni Hall (Navy),Annapolis,MD,5710.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2426,s:40~l:41~t:2426,Navy,Midshipmen,NAVY,Navy Midshipmen,Navy,131630,b6a77c,True,2176,https://a.espncdn.com/i/teamlogos/ncaa/500/2426.png,22,75,True,2372,s:40~l:41~t:2372,Marymount VA,Saints,MARY,Marymount VA Saints,Marymoun,,,False,,,,48,False,323142426,2013,2,,,,,,
323142405,s:40~l:41~e:323142405~c:323142405,2012-11-10T00:00Z,2307,True,False,False,False,2012-11-10T00:00Z,,,0,N/A,2163,OceanFirst Bank Center,West Long Branch,NJ,4100.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2405,s:40~l:41~t:2405,Monmouth,Hawks,MONM,Monmouth Hawks,Monmouth,051844,,True,2163,https://a.espncdn.com/i/teamlogos/ncaa/500/2405.png,19,91,True,2275,s:40~l:41~t:2275,Hofstra,Pride,HOF,Hofstra Pride,Hofstra,00337c,f6c934,True,2058,https://a.espncdn.com/i/teamlogos/ncaa/500/2275.png,10,62,False,323142405,2013,2,,,,,,
323142309,s:40~l:41~e:323142309~c:323142309,2012-11-10T00:00Z,2650,True,False,False,False,2012-11-10T00:00Z,,,0,N/A,2020,M.A.C. Center,Kent,OH,6327.0,True,0.0,0:00,3,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,2,2309,s:40~l:41~t:2309,Kent State,Golden Flashes,KENT,Kent State Golden Flashes,Kent State,002445,f0b510,True,2020,https://a.espncdn.com/i/teamlogos/ncaa/500/2309.png,14,66,True,2182,s:40~l:41~t:2182,Drexel,Dragons,DREX,Drexel Dragons,Drexel,020260,ffd65a,True,1903,https://a.espncdn.com/i/teamlogos/ncaa/500/2182.png,10,62,False,323142309,2013,2,OT,,,,,
323142272,s:40~l:41~e:323142272~c:323142272,2012-11-10T00:00Z,1706,True,False,False,False,2012-11-10T00:00Z,,,0,N/A,2059,Millis Athletic and Convocation Center,High Point,NC,1750.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2272,s:40~l:41~t:2272,High Point,Panthers,HP,High Point Panthers,High Point,b0b7bc,ebebeb,True,7116,https://a.espncdn.com/i/teamlogos/ncaa/500/2272.png,6,81,True,2430,s:40~l:41~t:2430,UNC Greensboro,Spartans,UNCG,UNC Greensboro Spartans,UNC Greensboro,003559,ffd90a,True,349,https://a.espncdn.com/i/teamlogos/ncaa/500/2430.png,24,73,False,323142272,2013,2,,,,,,
323142244,s:40~l:41~e:323142244~c:323142244,2012-11-10T00:00Z,9840,True,False,False,False,2012-11-10T00:00Z,,,0,N/A,2167,EagleBank Arena,Fairfax,VA,7860.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2244,s:40~l:41~t:2244,George Mason,Patriots,GMU,George Mason Patriots,George Mason,016600,ecb010,True,2167,https://a.espncdn.com/i/teamlogos/ncaa/500/2244.png,10,63,True,258,s:40~l:41~t:258,Virginia,Cavaliers,UVA,Virginia Cavaliers,Virginia,f84c1e,ffffff,True,1927,https://a.espncdn.com/i/teamlogos/ncaa/500/258.png,2,59,False,323142244,2013,2,,,,,,
323142174,s:40~l:41~e:323142174~c:323142174,2012-11-10T00:00Z,0,True,False,False,False,2012-11-10T00:00Z,,,0,N/A,2005,Calihan Hall,Detroit,MI,8295.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2174,s:40~l:41~t:2174,Detroit Mercy,Titans,DET,Detroit Mercy Titans,Detroit Mercy,165b9e,d31733,True,2005,https://a.espncdn.com/i/teamlogos/ncaa/500/2174.png,45,88,True,128,s:40~l:41~t:128,Northern Michigan,Wildcats,NMI,Northern Michigan Wildcats,N Michigan,000000,,False,,https://a.espncdn.com/i/teamlogos/ncaa/500/128.png,,53,False,323142174,2013,2,,,,,,
323142166,s:40~l:41~e:323142166~c:323142166,2012-11-10T00:00Z,3721,True,False,False,False,2012-11-10T00:00Z,,,0,N/A,194,John M. Belk Arena,Davidson,NC,4300.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2166,s:40~l:41~t:2166,Davidson,Wildcats,DAV,Davidson Wildcats,Davidson,000000,e51837,True,194,https://a.espncdn.com/i/teamlogos/ncaa/500/2166.png,24,93,True,2212,s:40~l:41~t:2212,Emory,Eagles,EMORY,Emory Eagles,Emory,000000,,False,,,,67,False,323142166,2013,2,,,,,,
323142097,s:40~l:41~e:323142097~c:323142097,2012-11-10T00:00Z,1746,True,False,False,False,2012-11-10T00:00Z,,,0,N/A,1906,John W. Pope Jr. Convocation Center,Buies Creek,NC,3095.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2097,s:40~l:41~t:2097,Campbell,Fighting Camels,CAMP,Campbell Fighting Camels,Campbell,000000,,True,1906,https://a.espncdn.com/i/teamlogos/ncaa/500/2097.png,6,74,True,2047,s:40~l:41~t:2047,Averett,Cougars,AVE,Averett Cougars,Averett,000000,,False,,,,55,False,323142097,2013,2,,,,,,
323140257,s:40~l:41~e:323140257~c:323140257,2012-11-10T00:00Z,6798,True,False,False,False,2012-11-10T00:00Z,,,0,N/A,2068,Robins Stadium,Richmond,VA,9171.0,False,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,257,s:40~l:41~t:257,Richmond,Spiders,RICH,Richmond Spiders,Richmond,9e0712,b90b2e,True,4486,https://a.espncdn.com/i/teamlogos/ncaa/500/257.png,3,84,True,2335,s:40~l:41~t:2335,Liberty,Flames,LIB,Liberty Flames,Liberty,071740,a61f21,True,7117,https://a.espncdn.com/i/teamlogos/ncaa/500/2335.png,6,42,False,323140257,2013,2,,,,,,
