Role,Number,Player,Ht,Wt,Yr,G,S,Min.Pct,ORtg,Poss.Pct,Shots.Pct,eFG.Pct,TS.Pct,OR.Pct,DR.Pct,ARate,TORate,Blk.Pct,Stl.Pct,FCper40,FDper40,FTRate,FTM,FTA,FT.Pct,FGM_2,FGA_2,FG_2.Pct,FGM_3,FGA_3,FG_3.Pct,Min.Pct.Rk,ORtg.Rk,Poss.Pct.Rk,Shots.Pct.Rk,eFG.Pct.Rk,TS.Pct.Rk,OR.Pct.Rk,DR.Pct.Rk,ARate.Rk,TORate.Rk,Blk.Pct.Rk,Stl.Pct.Rk,FCper40.Rk,FDper40.Rk,FTRate.Rk,FT.Pct.Rk,FG_2.Pct.Rk,FG_3.Pct.Rk,NationalRank,Team,Year,PlayerId
Benchwarmer,13,Payton Brooks,6-2,193,Fr,12,NA,2.6,26.3,8.9,10.4,0,0,0,11,11.6,0,0,0,1.5,2.8,50,0,2,0,0,3,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abilene Christian,2021,48991
Major Contributor,22,Nikc Jackson,6-8,195,So,25,25,58.4,90.3,24.1,23,55.1,55.3,3.8,19.5,19.5,24.4,4.4,2,6.6,4.2,36.9,31,58,0.534,64,109,0.587,15,48,0.312,NA,NA,42,NA,NA,NA,NA,NA,411,NA,195,NA,NA,NA,NA,NA,227,NA,National Rank,Air Force,2021,46726
Significant Contributor,10,AJ Walker,6-2,191,Jr,25,25,91.1,104.2,23.8,27.8,55.1,57.8,1.5,19.2,19.2,14.4,0.6,2.7,2.2,3.8,25.3,57,75,0.76,85,163,0.521,52,133,0.391,2,NA,454,187,294,312,NA,NA,427,476,NA,296,309,NA,NA,496,NA,292,National Rank,Air Force,2021,43668
Significant Contributor,5,Chris Joyce,6-5,193,Sr,25,25,80,93.3,20.9,23.1,50.7,53.9,2.3,12,12.6,18.7,0.5,2,1.8,3.3,25.5,42,55,0.764,60,116,0.517,33,100,0.33,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,471,NA,NA,National Rank,Air Force,2021,40339
Significant Contributor,11,Ameka Akaya,6-6,215,Sr,25,12,53.3,87.5,20.4,21.2,50,52.5,1.8,15,15,23,2.2,2.5,4.2,3.1,25,23,33,0.697,42,79,0.532,16,53,0.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419,NA,NA,NA,NA,NA,NA,National Rank,Air Force,2021,40107
Significant Contributor,0,Joseph Octave,6-4,200,Fr,16,NA,15.9,91,22.5,20.4,54,55.9,5.3,14.1,14.1,24.5,0.8,1.6,3.5,4.4,47.4,11,18,0.611,16,24,0.667,3,14,0.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air Force,2021,50650
Role Player,15,Abe Kinrade,6-7,200,Jr,18,NA,23.8,90.4,19.5,18.7,47.1,51.6,4.7,12.5,12.5,21.5,1.1,1.8,5.2,3.7,40.4,15,21,0.714,11,22,0.5,9,30,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air Force,2021,43667
Role Player,24,Mason Taylor,6-4,185,So,19,NA,13.6,78.8,16,17,51.9,50.2,2,8.3,8.3,25.8,0,0.5,1.8,2.2,14.8,1,4,0.25,5,10,0.5,6,17,0.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air Force,2021,46733
Limited Role,44,Keaton Van Soelen,6-7,190,Sr,25,15,69.1,95.3,14.8,12.7,54.4,58.2,2,13.8,13.8,25.7,3.5,2.5,2.6,3.1,49.5,36,51,0.706,35,58,0.603,14,45,0.311,NA,NA,NA,NA,344,279,NA,NA,NA,NA,286,374,NA,NA,112,NA,159,NA,National Rank,Air Force,2021,41034
Limited Role,2,Glen McClintock,6-2,185,Fr,20,17,59.6,89.7,13.8,12.5,50,53.6,2.6,13,13,26.6,0,1.9,2.5,2.4,31,20,27,0.741,18,39,0.462,17,48,0.354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Air Force,2021,50649
Limited Role,4,Carter Murphy,6-4,190,So,8,5,17.2,87.6,14.5,13.9,44.6,51.9,1.6,11.3,11.3,25.1,1.5,2.2,4.9,2.4,28.6,8,8,0.999,5,9,0.556,5,19,0.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air Force,2021,46728
Limited Role,30,Camden Vander Zwaag,6-4,200,So,9,1,15.2,79.5,14.7,15.2,37,40,1.8,12,12.6,16.8,1.7,2.9,5,2.7,33.3,5,9,0.556,4,8,0.5,4,19,0.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air Force,2021,46736
Benchwarmer,31,CJ Haut,6-8,200,So,8,NA,2.6,91.1,17.9,16.4,60,58.8,5.4,9.5,9.5,26.9,0,2.4,4.6,3.3,40,1,2,0.5,3,5,0.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air Force,2021,46721
Go-to Guys,1,Loren Cristian Jackson,5-8,150,Sr,21,21,88,109.6,33.2,33.4,46.5,52.8,2.2,35,35.6,15.2,0.1,1.6,2.1,6,33.6,110,126,0.873,95,213,0.446,53,162,0.327,5,NA,7,16,NA,NA,NA,NA,23,NA,NA,NA,243,52,471,47,NA,NA,National Rank,Akron,2021,39209
Major Contributor,11,Garvin Clarke,6-0,180,Fr,20,NA,14.5,91.6,24.4,27.1,31,38.7,3.6,15,15,7.6,0,2.8,3.6,5.4,40,15,20,0.75,11,35,0.314,3,15,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Akron,2021,50150
Role Player,12,Bryan Trimble,6-2,185,Jr,21,20,71.7,115.4,17.3,23.3,57.5,58.9,1.1,2.6,2.6,10.3,0.6,1.6,3,2.2,9.4,17,20,0.85,16,42,0.381,71,171,0.415,NA,219,NA,NA,161,232,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,148,National Rank,Akron,2021,40240
Role Player,2,Greg Tribble,6-1,192,So,20,5,42.4,90.5,16,13.5,41.8,46.1,4.3,10,10.7,21.8,0.5,1.3,3.6,3.6,49.3,22,36,0.611,29,58,0.5,1,15,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Akron,2021,46652
Role Player,5,Camron Reece,6-7,228,Sr,21,1,40.8,111.7,19.2,15.8,67.1,69.6,8.3,5.8,5.8,26.6,4.2,1,6.1,4,47.6,30,39,0.769,55,82,0.671,0,0,0,NA,39,NA,NA,NA,NA,342,22,NA,NA,212,NA,NA,NA,NA,NA,31,NA,National Rank,Akron,2021,46651
Role Player,20,Michael Wynn,6-6,210,Jr,17,NA,24.8,109.2,19.9,19.9,57.1,56.7,6.8,13.9,13.9,17.8,2.8,1.9,6.3,3.3,25.4,8,16,0.5,21,31,0.677,10,32,0.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Akron,2021,43634
Role Player,4,Jermaine Marshall,6-6,220,So,15,NA,12.2,99.7,18.3,14.7,30.4,45.3,8.5,8,8,15,0.9,2.2,10,5.5,82.6,15,19,0.789,4,8,0.5,2,15,0.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Akron,2021,50147
Limited Role,24,Ali Ali,6-8,206,So,21,21,60.7,106,15.8,15.2,53,55.9,4.3,10.5,10.5,20.3,1.1,0.7,2.9,2.8,28.8,25,34,0.735,31,57,0.544,21,61,0.344,NA,NA,NA,NA,432,478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498,NA,National Rank,Akron,2021,46648
Limited Role,25,Enrique Freeman,6-7,205,So,21,20,55.2,122,15.1,12.2,73.3,72.6,12.9,2.5,2.5,23.5,8.6,1.2,4.5,3.1,44.2,25,38,0.658,63,86,0.733,0,0,0,NA,72,NA,NA,NA,NA,5,1,NA,NA,43,NA,NA,NA,NA,NA,3,NA,National Rank,Akron,2021,47032
Limited Role,3,Maishe Dailey,6-7,195,Sr,19,17,53.3,92.4,15.1,16.5,42,43.9,1.7,10.8,10.8,15.9,0.2,0.9,2.6,2.5,20.5,14,23,0.609,20,49,0.408,18,63,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Akron,2021,39237
Limited Role,22,Mikal Dawson,6-5,220,So,21,NA,31.9,118.8,14.7,17,52.9,54.6,6.9,8.7,8.7,10.1,0,1.5,3.2,2.2,15.9,8,11,0.727,11,16,0.688,17,53,0.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Akron,2021,47229
Major Contributor,1,Herbert Jones,6-8,210,Sr,33,33,68,103.2,24.2,20,48.1,52.8,9.4,21.6,21.6,22.9,4,3.4,4.2,5,44.6,92,129,0.713,109,232,0.47,20,57,0.351,NA,NA,417,NA,NA,NA,241,NA,329,NA,231,83,NA,236,181,NA,NA,NA,National Rank,Alabama,2021,40666
Major Contributor,13,Jahvon Quinerly,6-1,175,So,30,7,56.8,109.9,24.4,24.6,56.6,58.3,2,25,25.1,20.2,0.1,1.4,3.1,4,24.9,51,74,0.689,90,177,0.508,52,120,0.433,NA,497,391,472,NA,NA,NA,NA,182,NA,NA,NA,NA,NA,NA,NA,NA,79,National Rank,Alabama,2021,43450
Significant Contributor,5,Jaden Shackelford,6-3,200,So,33,32,73.1,109.6,21.8,24.2,49.3,53.3,2.8,12.5,12.5,12.7,0.2,1.6,2.1,4.4,31.6,90,119,0.756,91,192,0.474,63,184,0.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,NA,NA,231,441,NA,NA,NA,NA,National Rank,Alabama,2021,45563
Role Player,23,John Petty,6-5,184,Sr,32,31,75.6,107.5,18.6,20.6,53.6,55.6,3.1,10.9,10.9,17.9,1.8,2.2,2.8,2.9,19.3,47,64,0.734,62,123,0.504,77,208,0.37,447,NA,NA,NA,387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468,National Rank,Alabama,2021,40913
Role Player,11,Joshua Primo,6-6,190,Fr,30,19,50.6,106.4,17,18.1,54.1,56.5,4.8,6.5,6.5,19.4,1.3,1.4,3,2.9,22.6,33,44,0.75,41,82,0.5,43,113,0.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375,National Rank,Alabama,2021,49004
Role Player,3,Alex Reese,6-9,230,Sr,33,9,37.3,103.5,17.7,22.6,46.6,47.8,5,7.2,7.2,11.1,3.2,1.7,3.6,2.2,9.5,12,17,0.706,31,55,0.564,35,124,0.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama,2021,40090
Role Player,33,James Rojas,6-8,220,Jr,30,1,25.1,81.5,17.8,15,38.8,44.3,6.2,5.4,5.4,27.2,1.8,2.6,7.2,3.9,45,24,36,0.667,22,54,0.407,6,26,0.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama,2021,45566
Role Player,4,Juwan Gary,6-6,218,Fr,30,2,21.5,112.1,19.3,19.5,54.5,54.7,14.4,3.3,3.3,12.7,4.1,2.6,5.6,4.2,38.2,18,34,0.529,47,80,0.588,1,9,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama,2021,45562
Limited Role,14,Keon Ellis,6-6,170,Jr,32,7,42.6,113.2,14.8,13.2,59.2,61.9,5.3,10.2,10.2,21.9,2.4,3.3,4.6,3.2,39.5,34,47,0.723,39,65,0.6,21,54,0.389,NA,311,NA,NA,NA,NA,NA,393,NA,NA,493,97,NA,NA,NA,NA,NA,NA,National Rank,Alabama,2021,49000
Limited Role,2,Jordan Bruner,6-10,225,Sr,24,23,32.8,116.5,15.8,15.2,53.3,55.9,9.5,11.7,11.7,16.5,5,3.6,3.5,2.9,29.2,22,31,0.71,25,42,0.595,21,64,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama,2021,38958
Benchwarmer,22,Keon Ambrose-Hylton,6-8,210,Fr,18,NA,5.7,110.5,12,12.5,66.7,62.1,4.1,4.7,4.7,18,1.3,0.7,4.8,2.4,26.7,1,4,0.25,10,15,0.667,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama,2021,48995
Benchwarmer,12,Darius Miles,6-6,185,Fr,17,NA,5.4,84.7,30.3,25.1,53.5,57.9,4.3,10.5,10.5,36.9,5.5,2.2,4.4,4.5,27.6,7,8,0.875,5,9,0.556,7,20,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama,2021,48997
Major Contributor,5,Jalen Johnson,6-7,230,So,15,15,73.4,106.1,27.2,29,56.2,57.7,11.7,8,8,16.4,2.1,2,3.9,4.7,34,40,63,0.635,104,183,0.568,0,2,0,NA,NA,145,116,22,315,9,NA,NA,NA,NA,NA,NA,324,452,NA,313,NA,National Rank,Alabama A&M,2021,46035
Significant Contributor,10,Garrett Hicks,6-0,160,So,15,15,84.3,93.5,21.3,23.6,47.1,49.6,2.5,13,13,18.2,0.4,2.2,1.6,3.2,24.9,29,43,0.674,44,92,0.478,25,81,0.309,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,National Rank,Alabama A&M,2021,46032
Significant Contributor,0,Jevon Tatum,6-1,180,Fr,14,7,61.8,81,23.5,23.1,38.7,43.7,3.1,18,18,24.5,0.3,2,3.6,3.5,28.2,27,35,0.771,30,76,0.395,12,48,0.25,NA,NA,487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442,NA,NA,National Rank,Alabama A&M,2021,49952
Significant Contributor,15,Dailin Smith,6-6,185,Fr,15,13,56.2,67.2,21.2,21.7,35.4,37.3,3.1,6.7,6.7,25.1,2.4,1.3,4.2,3.1,26.4,14,28,0.5,18,57,0.316,13,49,0.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,National Rank,Alabama A&M,2021,49954
Role Player,3,Cameron Tucker,6-1,170,So,9,8,44.6,90.8,17.6,12.4,36.5,49.1,0.4,30,30.1,28.6,0.8,1.7,2.9,4,70.8,28,34,0.824,10,31,0.323,5,17,0.294,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,194,NA,NA,National Rank,Alabama A&M,2021,46037
Role Player,30,Brandon Houston,6-7,235,Sr,13,1,15.4,97.2,18.2,20.9,51.8,51.8,3.4,16.9,16.9,20.1,0,1.2,5.5,1.7,7.1,1,2,0.5,7,19,0.368,5,9,0.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2021,40202
Role Player,1,Myles Parker,6-7,210,Jr,5,1,11,84.3,17.2,16.8,40.6,44.7,3.2,15.1,15.1,24.8,1.5,1.7,7.2,2.5,25,3,4,0.75,2,6,0.333,3,10,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2021,43738
Limited Role,20,EJ Williams,6-10,275,So,15,12,48,80.5,14.6,12.5,36.5,40.4,8,7.5,7.5,22.7,6,0.2,4,3,50,14,26,0.538,19,51,0.373,0,1,0,NA,NA,NA,NA,NA,NA,367,421,NA,NA,101,NA,NA,NA,NA,NA,NA,NA,National Rank,Alabama A&M,2021,46027
Limited Role,22,London Riley,6-3,175,Fr,14,1,39.7,93.7,14.7,19.2,48.5,48.1,4.4,4.4,4.4,16.1,0,0.7,2.3,1.2,1.5,0,1,0,5,13,0.385,18,53,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2021,49955
Limited Role,23,Anjay Cortez,6-8,185,Fr,9,NA,24.4,92.2,15.8,15.1,54.7,48.3,5.8,4.4,4.4,12.1,1.4,0.4,3.2,4.4,68.8,6,22,0.273,16,21,0.762,1,11,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2021,49956
Limited Role,12,Brandon Powell,6-3,205,Jr,14,1,20.3,48.2,13.5,10.8,15.8,24.1,4.3,5.9,5.9,34.1,1.7,2.8,4.8,2.5,42.1,5,8,0.625,3,14,0.214,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2021,43510
Nearly Invisible,11,Abba Lawal,7-0,210,Fr,15,1,16.9,102.9,10.9,10.9,37.5,43.4,8.3,3.8,3.8,5.1,8,1.1,8.5,3.1,62.5,6,10,0.6,6,16,0.375,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2021,49949
Benchwarmer,2,Brandon Miller,6-0,170,Sr,1,NA,3.3,93.8,11.9,7,75,75,0,28.9,28.9,48.2,5.1,0,2,1,0,0,0,0,0,0,0,1,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2021,40210
Major Contributor,1,Brandon Battle,6-8,215,Sr,18,17,67.6,88.1,26.2,24,47.6,49.6,11.1,6.6,6.6,22.5,1,1.7,4.3,6.4,59.8,53,98,0.541,78,164,0.476,0,0,0,NA,NA,217,NA,NA,NA,121,226,NA,NA,NA,NA,NA,27,33,NA,NA,NA,National Rank,Alabama St.,2021,46940
Significant Contributor,20,Kenny Strawbridge,6-4,195,So,18,17,75,91.2,21.2,22.5,39.1,45.6,6.2,10.6,10.6,16.9,1.1,1.4,3.3,4.9,45.9,56,78,0.718,50,123,0.407,11,47,0.234,48,NA,NA,NA,NA,NA,NA,214,NA,NA,NA,NA,NA,248,163,NA,NA,NA,National Rank,Alabama St.,2021,43335
Significant Contributor,3,DJ Heath,6-0,185,Sr,18,17,74,80.2,21,21.1,43.7,46,1.4,20,20.2,28.2,0.2,2.4,2.9,3.3,24.1,24,38,0.632,45,99,0.455,16,59,0.271,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,465,NA,NA,NA,NA,NA,NA,National Rank,Alabama St.,2021,40514
Significant Contributor,15,Kevion Stewart,6-3,190,Sr,18,11,51.1,96.2,20.8,22.1,47.4,53,2.8,7,7,20.3,0.6,2.2,5.1,4.8,45.6,39,52,0.75,9,37,0.243,30,77,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,NA,NA,NA,304,National Rank,Alabama St.,2021,47170
Significant Contributor,11,LaTrell Tate,6-0,165,So,16,2,50.4,98,20.5,25.8,47,49.6,1.4,10,10.4,13.3,0,1.1,1.5,4,29,25,38,0.658,24,61,0.393,25,70,0.357,NA,NA,NA,353,NA,NA,NA,NA,NA,346,NA,NA,45,NA,NA,NA,NA,NA,National Rank,Alabama St.,2021,49020
Role Player,2,Jordan O'Neal,6-6,195,So,13,10,45.3,84.7,16.2,12.5,42.1,47.3,8,6,6,25.1,7.2,1.2,4.3,4.8,86,28,49,0.571,24,55,0.436,0,2,0,NA,NA,NA,NA,NA,NA,378,NA,NA,NA,65,NA,NA,282,NA,NA,NA,NA,National Rank,Alabama St.,2021,49009
Role Player,4,EJ Clark,5-11,160,Jr,12,1,34,92.5,17.5,18.6,37.5,45.5,3,16,16.5,18.1,0,2.3,3.6,3.8,39.1,21,25,0.84,15,40,0.375,6,24,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2021,49011
Role Player,5,Jordan Cousin,6-7,215,Jr,17,3,32.1,95.1,17.7,19.1,50.8,53.2,5.8,8.2,8.2,23,0,0.7,3.1,3.1,25.8,11,16,0.688,12,26,0.462,13,36,0.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2021,49024
Limited Role,10,DJ Jackson,6-2,165,Fr,17,11,53.6,78.6,14.8,12.6,41.2,45,2.7,15.4,15.4,31,0.5,1.7,4.9,3.1,44.1,18,30,0.6,13,37,0.351,10,31,0.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Alabama St.,2021,49017
Benchwarmer,21,Mike Stone,6-9,260,Sr,12,1,9.4,67.6,12.6,13.6,15.4,25.2,6.1,8.8,8.8,13,4.5,0,8.2,3.3,46.1,4,6,0.667,2,13,0.154,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2021,46942
Benchwarmer,30,Christopher Dumas,6-0,175,Fr,15,NA,7.1,11.1,9.1,11.2,0,0,0,7.4,7.4,23.9,2,4.3,8.6,1.6,12.5,0,1,0,0,4,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2021,46945
