Role,Number,Player,Ht,Wt,Yr,G,Min.Pct,ORtg,Poss.Pct,Shots.Pct,eFG.Pct,TS.Pct,OR.Pct,DR.Pct,ARate,TORate,Blk.Pct,Stl.Pct,FCper40,FDper40,FTRate,FTM,FTA,FT.Pct,FGM_2,FGA_2,FG_2.Pct,FGM_3,FGA_3,FG_3.Pct,Min.Pct.Rk,ORtg.Rk,Poss.Pct.Rk,Shots.Pct.Rk,eFG.Pct.Rk,TS.Pct.Rk,OR.Pct.Rk,DR.Pct.Rk,ARate.Rk,TORate.Rk,Blk.Pct.Rk,Stl.Pct.Rk,FCper40.Rk,FDper40.Rk,FTRate.Rk,FT.Pct.Rk,FG_2.Pct.Rk,FG_3.Pct.Rk,NationalRank,Team,Year,PlayerId
Major Contributor,12,Alonzo Gee,6-6,215,Jr,33,74.2,104.2,25.6,27,46.4,50.3,10.1,8.6,8.6,14.3,1.5,3,3.1,5,38.7,106,156,0.679,133,287,0.463,36,116,0.31,NA,NA,273,257,NA,NA,268,NA,NA,196,NA,281,NA,33,49,NA,NA,NA,National Rank,Alabama,2008,3639
Major Contributor,35,Richard Hendrix,6-8,265,Jr,32,73.1,117.1,26.4,26.1,60.1,59.4,12.9,11.5,11.5,12.2,7.2,2.4,3.8,6.1,52.5,108,201,0.537,227,376,0.604,2,7,0.286,NA,144,216,338,68,213,59,5,NA,72,82,NA,NA,82,193,NA,106,NA,National Rank,Alabama,2008,3508
Significant Contributor,1,Mykal Riley,6-6,185,Sr,33,77.5,117.1,20.4,24.1,58.5,60.2,4.7,10.7,10.7,15.7,2,3,2.6,2.9,19.2,54,72,0.75,65,137,0.474,103,238,0.433,393,142,NA,NA,111,168,NA,NA,NA,357,NA,262,464,NA,NA,48,NA,1,National Rank,Alabama,2008,4922
Significant Contributor,11,Rico Pickett,6-4,175,Fr,29,45.8,86.7,21.2,18,41.6,44.1,0.7,26,26.9,27.8,1.8,2.1,2.4,3.4,33.7,32,56,0.571,39,109,0.358,20,57,0.351,NA,NA,NA,NA,NA,NA,NA,NA,151,NA,NA,NA,28,NA,NA,NA,NA,NA,National Rank,Alabama,2008,6697
Role Player,21,Senario Hillman,6-2,175,Fr,32,33.5,95.5,18.5,19.6,45.5,46.2,3.1,15,15.2,17.4,1.5,2.7,4.9,3,25.8,17,34,0.5,51,91,0.56,6,41,0.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama,2008,6924
Role Player,2,Mikhail Torrance,6-4,185,So,30,27.3,102.6,18.9,14.8,48.1,52.8,0.9,34,34.2,27.4,0,1.9,2.5,2.9,33.3,21,27,0.778,33,58,0.569,4,23,0.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama,2008,5895
Role Player,40,Justin Knox,6-9,220,Fr,19,10.3,91.1,16.3,14.5,33.3,43.1,10.9,2.4,2.4,20.5,5.7,1.2,7,3.6,50,12,15,0.8,10,30,0.333,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama,2008,7572
Limited Role,4,Brandon Hollinger,5-11,170,Jr,32,60.9,106.2,14.6,12.6,58.1,58.8,2,20,20.9,28.1,0.3,1.1,1.9,2,22.1,21,34,0.618,19,45,0.422,47,109,0.431,NA,NA,NA,NA,13,253,NA,NA,386,NA,NA,NA,1,NA,NA,NA,NA,102,National Rank,Alabama,2008,4069
Limited Role,23,Demetrius Jemison,6-7,225,So,33,56.6,101.8,15.1,14.6,46.4,49.6,9.5,8.1,8.1,20.1,2.9,1.1,4,2.3,24.7,30,41,0.732,77,164,0.47,0,2,0,NA,NA,NA,NA,NA,NA,362,NA,NA,NA,407,NA,NA,NA,NA,NA,NA,NA,National Rank,Alabama,2008,5581
Limited Role,34,Yamene Coleman,6-9,230,So,28,22.8,90.2,13.2,12.6,44.8,43.9,6.3,3.3,3.3,15.7,2.9,1.5,4.6,3.2,50,11,29,0.379,26,58,0.448,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama,2008,6012
Limited Role,3,Justin Tubbs,6-2,175,So,18,16.6,97.6,14,16.8,44.6,46.8,4.3,4.5,4.5,16.7,0,0.8,4.5,1.9,14.3,6,8,0.75,4,11,0.364,14,45,0.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama,2008,5845
Go-to Guys,10,Trant Simpson,6-4,160,Jr,28,76.7,93.9,28.6,29.2,43.2,50.2,2.8,28,28,23.1,0,2.5,2.2,5,36.7,116,135,0.859,93,260,0.358,44,108,0.407,438,NA,9,126,NA,NA,NA,NA,13,NA,NA,NA,217,345,NA,6,NA,214,National Rank,Alabama A&M,2008,4894
Major Contributor,55,John Smith,6-6,250,Jr,21,12.6,69.3,25.2,19.3,40,44.9,12.1,4.7,4.7,37.5,5.6,3,8.4,4.4,47.5,12,19,0.632,16,40,0.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2008,7489
Major Contributor,12,Jabari Deshields,5-10,160,Fr,15,10.1,56.5,27.6,18,40,44.4,0.9,17,17,47.8,0.9,1.9,4.1,4.4,50,9,15,0.6,9,21,0.429,2,9,0.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2008,7577
Significant Contributor,33,Evan Hilton,6-3,200,Jr,29,74.3,93,23.7,25.1,42.5,46.4,6.7,13.5,13.5,16.8,0,1.7,3.5,5.1,46.6,87,143,0.608,78,190,0.411,35,117,0.299,NA,NA,463,435,NA,NA,NA,NA,NA,NA,NA,NA,NA,291,3,NA,NA,NA,National Rank,Alabama A&M,2008,3933
Significant Contributor,0,Jonathan Belt,6-6,235,So,29,44.7,95,20.9,19.7,47.6,52.7,7.8,8.4,8.4,22.5,0.8,1.6,5.1,4.6,52.4,53,76,0.697,69,144,0.479,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496,NA,NA,NA,NA,National Rank,Alabama A&M,2008,5535
Significant Contributor,44,Jonathan Inman,6-5,215,So,8,11.9,111.9,23.2,20.9,48.8,57.2,12,5.4,5.4,13.8,0.7,2.4,4.9,7.3,90.2,27,37,0.73,20,41,0.488,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2008,5464
Significant Contributor,35,Reggie Porter,5-9,145,Fr,20,11.9,73.5,20.6,14.8,55.2,57.6,0.8,14,14.4,44.7,0,1.2,5.5,3.3,41.4,8,12,0.667,7,13,0.538,6,16,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2008,7518
Role Player,40,Mickell Gladness,6-11,205,Sr,29,76.2,97.5,18.8,17.5,45.2,52,7.4,6.3,6.3,19.6,15.1,1.5,3.2,4.9,65.8,101,144,0.701,99,217,0.456,0,2,0,458,NA,NA,NA,NA,NA,NA,44,NA,NA,6,NA,NA,377,61,NA,NA,NA,National Rank,Alabama A&M,2008,3797
Role Player,30,LaNorris Smith,6-4,215,So,27,34.5,79.8,17.4,19.6,40.1,42.5,2.6,6.5,6.5,22.3,0.5,2.1,3.6,2.9,27.9,18,31,0.581,13,42,0.31,21,69,0.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2008,5289
Limited Role,22,Desmond Jackson,6-1,185,So,29,52.3,87.6,14.1,16.9,40.7,42.6,3.3,11,11.8,20.1,0.5,1.8,3.1,1.9,14.5,14,21,0.667,5,30,0.167,36,115,0.313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Alabama A&M,2008,6577
Limited Role,34,Andrew Williams,6-4,215,Jr,28,33,102.2,15.4,16.6,53.9,52.8,9.5,5.9,5.9,17.8,1.3,2.8,3.3,2.9,33.3,13,30,0.433,17,41,0.415,21,49,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2008,6937
Nearly Invisible,20,Kudus Ogbara,6-5,175,Sr,28,36.6,74.2,11.5,11.8,37.3,38.4,5.1,5.3,5.3,26.2,2.4,2.6,6,1.8,21.1,7,15,0.467,22,57,0.386,3,14,0.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2008,2857
Nearly Invisible,41,Isiah Cross,6-3,200,Fr,14,11.3,69.3,10.6,13.4,28,30.8,2.4,7.6,7.6,19.8,0,2.5,2.4,1.3,8,2,2,0.999,4,12,0.333,2,13,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2008,7534
Major Contributor,42,Chief Kickingstallionsims,7-0,245,Jr,31,39.6,97.3,24.4,24.9,60.8,59.8,7.3,4.6,4.6,24.8,6.6,0.4,7.2,4.1,28.4,25,50,0.5,107,176,0.608,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2008,4162
Significant Contributor,2,Andrew Hayles,6-5,195,Jr,31,78.8,115.4,21.3,24.6,54.5,57.6,3.9,11,11.1,13.1,0.4,2.1,2.2,4,29.6,77,102,0.755,89,172,0.517,66,173,0.382,332,188,NA,NA,309,35,NA,NA,NA,117,NA,NA,232,NA,NA,466,NA,422,National Rank,Alabama St.,2008,3560
Significant Contributor,11,Brandon Brooks,6-2,NA,Jr,31,75.4,108.5,21.5,18.4,46.8,51.4,3.8,37.5,37.5,21.6,1,2.4,2.2,3.5,31.5,61,78,0.782,92,193,0.477,16,55,0.291,499,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,207,NA,NA,318,NA,NA,National Rank,Alabama St.,2008,6253
Significant Contributor,40,Richard Lott,6-7,225,Sr,25,38.2,100.2,20.3,20.2,44.9,47.9,11.6,5.2,5.2,14.2,2.6,1.2,4,4.5,45.7,37,63,0.587,59,134,0.44,2,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2008,2123
Significant Contributor,1,Rashad Provitt,6-7,NA,Jr,28,35.5,85,20,17.7,44.2,46.5,5.4,7.2,7.2,24.9,3.9,1.2,4.4,4.4,50,30,56,0.536,24,54,0.444,17,58,0.293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2008,6878
Significant Contributor,34,Roland Fitch,6-6,NA,Fr,27,29.6,105.7,22.7,23.1,59,58.9,8.8,7.7,7.7,19.2,1.4,2.3,7.6,4.4,36.9,25,45,0.556,72,122,0.59,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2008,7016
Role Player,24,Brandon Gordon,6-7,200,Sr,31,62,104.7,19.7,20.6,52.2,53.4,6.8,7.5,7.5,15.7,2.2,1.7,4,4.1,38.6,50,88,0.568,83,167,0.497,24,61,0.393,NA,NA,NA,NA,497,NA,NA,406,NA,349,NA,NA,NA,NA,496,NA,NA,322,National Rank,Alabama St.,2008,1845
Role Player,21,Jamar Sanders,6-4,NA,Fr,31,43.9,99.5,19.1,20,48.4,49.7,5.7,16.7,16.7,21.2,1.5,1.6,1.8,2.6,16,16,25,0.64,41,88,0.466,23,68,0.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,National Rank,Alabama St.,2008,6732
Role Player,22,Deshean Porchea,6-1,175,So,24,16.6,106.7,17.4,14.8,46.6,49.4,5.2,26.6,26.6,21.5,0,1.1,4.2,3.2,36.4,10,16,0.625,4,13,0.308,11,31,0.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2008,5907
Limited Role,30,Joel Bosh,6-6,200,Sr,29,56,106.1,15.6,16,46.9,51,8.8,5.6,5.6,15.9,3.1,1.1,3.6,3.2,35.6,41,57,0.719,39,85,0.459,24,75,0.32,NA,NA,NA,NA,NA,NA,466,NA,NA,381,392,NA,NA,NA,NA,NA,NA,NA,National Rank,Alabama St.,2008,1997
Limited Role,5,Wendell Mardis,5-10,NA,Jr,20,15.7,99.4,14.9,12.2,54.4,54.3,4.9,20,20.2,30.7,0,3.4,6,2,17.6,3,6,0.5,5,13,0.385,9,21,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2008,7404
Go-to Guys,21,Brian Lillis,6-5,225,Sr,30,79,101.2,30.3,28.8,48.3,52.7,5.7,26.9,26.9,20.4,2.8,3,3.9,6.1,46,120,173,0.694,168,342,0.491,9,34,0.265,319,NA,43,15,NA,NA,NA,428,15,NA,426,242,NA,88,307,NA,NA,NA,National Rank,Albany,2008,2344
Go-to Guys,23,Tim Ambrose,6-0,220,Fr,29,32.4,102.6,29.7,32.4,49.1,53.5,10.7,14.2,14.2,19.2,0.9,2.6,6.2,4.8,28.3,40,49,0.816,67,137,0.489,12,36,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albany,2008,6945
Significant Contributor,14,Jon Iati,5-9,175,Sr,30,59.5,110,20.2,21.9,49.8,55.2,2.5,17,17.1,17.9,0,1.1,1.9,3.8,33.5,61,72,0.847,23,62,0.371,56,153,0.366,NA,433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,87,NA,NA,National Rank,Albany,2008,3076
Role Player,34,Brent Wilson,6-8,240,Sr,30,74.1,111.2,16.6,20.5,52.6,54.1,5.6,11.1,11.1,15.4,1.2,1.3,3.5,2.2,12.7,24,32,0.75,39,76,0.513,62,175,0.354,NA,355,NA,NA,456,NA,NA,358,NA,316,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Albany,2008,1338
Role Player,33,Brian Connelly,6-8,225,Jr,30,72.5,101.4,19.5,20.9,48.4,52.4,6.8,7.2,7.2,18.4,0.6,1.1,3.6,3.6,32.8,61,82,0.744,115,231,0.498,4,19,0.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Albany,2008,5221
Role Player,3,Josh Martin,6-2,200,Fr,25,43.1,89.4,19.2,16.7,44.1,48.9,3,19.7,19.7,29.6,0,1.5,3.1,3.3,35.3,31,42,0.738,21,62,0.339,21,57,0.368,NA,NA,NA,NA,NA,NA,NA,NA,464,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Albany,2008,6744
Role Player,55,Al Turley,6-7,285,Fr,30,28.8,84.6,18.1,13.9,48.5,50.3,9.9,3.4,3.4,29.8,5.2,1,6.2,4.1,62.1,22,41,0.537,32,66,0.485,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albany,2008,7027
Limited Role,5,Jerel Hastings,6-5,215,Jr,30,51.1,102.8,15,14.5,43.9,49.9,7.9,9.4,9.4,18.8,0.2,1.5,3.2,3.1,41.8,39,51,0.765,43,102,0.422,7,20,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Albany,2008,4433
Nearly Invisible,42,Jimmie Covington,6-7,245,Jr,29,27.7,89.8,11.5,7.4,50,55.6,8.5,3.8,3.8,34.6,1.8,0.9,5.9,2.7,67.6,16,23,0.696,17,34,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albany,2008,4474
Nearly Invisible,54,Brett Gifford,6-11,260,So,29,27.1,98.9,11.5,8,63.9,65.7,7.6,3.5,3.5,33.6,5.2,1.5,8.2,2.6,61.1,15,22,0.682,23,36,0.639,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albany,2008,5684
Major Contributor,3,Alex Owumi,6-5,210,Sr,29,74.9,98.1,25,25.8,47.2,51.6,7.2,13.6,13.6,19.6,0.5,1.5,3.7,4.5,37.1,93,128,0.727,115,245,0.469,32,100,0.32,NA,NA,324,364,NA,NA,NA,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Alcorn St.,2008,5288
Major Contributor,15,Troy Jackson,6-3,185,So,23,62.5,98,24,24.9,49.3,53.6,2.7,11,11.4,20,0.9,2.9,2.4,4.8,42.4,84,118,0.712,83,168,0.494,36,110,0.327,NA,NA,412,452,NA,NA,NA,NA,NA,NA,NA,308,342,401,386,NA,NA,NA,National Rank,Alcorn St.,2008,3454
Significant Contributor,21,Anthony Ford,6-3,183,Jr,30,73.9,97.8,20.4,24.2,47.8,50,5,11.7,11.7,17.9,0.6,1.3,3,2.6,17,40,54,0.741,92,224,0.411,40,94,0.426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,National Rank,Alcorn St.,2008,4828
Significant Contributor,32,Derrick Blackwell,5-8,190,So,28,17.7,72.4,20.5,13.6,52.3,54.3,4.6,11,11.6,44.1,0,3.8,7.3,3.4,46.5,12,20,0.6,9,22,0.409,9,21,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcorn St.,2008,7331
Role Player,35,James Kendrick,6-8,200,Sr,29,49.9,100.6,19,19.8,51.4,54.5,9.5,4.3,4.3,20.1,1.7,1.3,6.1,3.3,31.8,40,56,0.714,89,173,0.514,1,3,0.333,NA,NA,NA,NA,NA,NA,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Alcorn St.,2008,2612
Role Player,24,Jarvis Williams,6-7,210,Jr,25,46.8,88,18.7,19.4,43.5,49,3.1,7.8,7.8,24.3,0.8,1.8,5.2,3.1,29.6,40,48,0.833,42,116,0.362,19,46,0.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Alcorn St.,2008,4561
Role Player,10,Jumane Reed,6-4,170,Jr,22,44.4,78.5,16.7,11.5,45.6,48.8,2.4,20,20,36.9,0.3,1.8,3.5,3.2,54.9,29,50,0.58,28,63,0.444,9,28,0.321,NA,NA,NA,NA,NA,NA,NA,NA,439,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Alcorn St.,2008,5369
Role Player,4,Richard Griffin,6-2,170,Sr,11,25.5,107.7,18,21.8,51.5,55,2.5,7.4,7.4,14.5,0,2.4,4,3.1,27.3,21,27,0.778,15,36,0.417,24,63,0.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcorn St.,2008,5962
Role Player,2,Jamal Thompson,6-2,165,Fr,21,20.4,74.9,19.1,22.8,30.1,33.7,4,12.4,12.4,17,0.8,2.4,4.7,2.7,19.3,11,16,0.688,13,35,0.371,8,48,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcorn St.,2008,7244
Role Player,32,Adrian Oliver,6-6,210,Sr,23,20.3,104.6,18.9,17.1,50,53.7,11.5,8.4,8.4,17.3,0.4,0.9,4.1,4.6,61.3,24,38,0.632,31,62,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcorn St.,2008,7252
