Role,Number,Player,Ht,Wt,Yr,G,Min.Pct,ORtg,Poss.Pct,Shots.Pct,eFG.Pct,TS.Pct,OR.Pct,DR.Pct,ARate,TORate,Blk.Pct,Stl.Pct,FCper40,FDper40,FTRate,FTM,FTA,FT.Pct,FGM_2,FGA_2,FG_2.Pct,FGM_3,FGA_3,FG_3.Pct,Min.Pct.Rk,ORtg.Rk,Poss.Pct.Rk,Shots.Pct.Rk,eFG.Pct.Rk,TS.Pct.Rk,OR.Pct.Rk,DR.Pct.Rk,ARate.Rk,TORate.Rk,Blk.Pct.Rk,Stl.Pct.Rk,FCper40.Rk,FDper40.Rk,FTRate.Rk,FT.Pct.Rk,FG_2.Pct.Rk,FG_3.Pct.Rk,NationalRank,Team,Year,PlayerId
Significant Contributor,5,Brett McClanahan,6-4,185,Fr,21,18.8,96.6,20.2,24.9,44,46,3.5,15,15.9,16.6,0,2.7,2.9,2.4,10.9,8,10,0.8,6,23,0.261,23,69,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Akron,2009,8682
Role Player,33,Nate Linhart,6-8,205,Sr,36,74,104,19.5,19.8,51.2,55.7,6.8,11,11,21.2,2,3.5,3.4,3.4,31.5,74,91,0.813,88,167,0.527,40,122,0.328,NA,NA,NA,NA,NA,457,NA,324,NA,NA,NA,12,NA,NA,NA,179,487,NA,National Rank,Akron,2009,3884
Role Player,12,Darryl Roberts,5-11,165,Jr,36,64.1,111.3,16.5,17,51.9,58.8,1.8,13,13.2,19.4,0.4,1.6,2.4,3.3,37.7,75,81,0.926,38,92,0.413,49,123,0.398,NA,338,NA,NA,476,222,NA,NA,NA,NA,NA,NA,32,NA,NA,2,NA,206,National Rank,Akron,2009,7176
Role Player,4,Steve McNees,6-2,170,So,36,53.2,99.7,17.1,17.2,48.3,50.6,2.6,18,18.2,20.8,0.6,1.5,3.4,3,31.1,35,56,0.625,18,47,0.383,46,133,0.346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Akron,2009,6722
Role Player,32,Jimmy Conyers,6-5,220,Sr,36,35.2,93.2,16.8,14.7,44.6,48.9,10,11.4,11.4,26.2,2.1,2.7,5.2,2.8,32.4,24,33,0.727,38,76,0.5,5,26,0.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Akron,2009,5868
Nearly Invisible,54,Mike Bardo,6-10,240,So,36,36.8,93.5,9,6.8,46.9,46.3,7.4,5.7,5.7,22.9,4.6,1.2,6.4,2.3,63.3,13,31,0.419,23,49,0.469,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Akron,2009,7207
Major Contributor,12,Alonzo Gee,6-6,219,Sr,32,79.3,102.3,25.1,26.2,47.6,50.6,10,8.3,8.3,16,2.1,1.6,2.4,4.9,40.5,101,161,0.627,149,324,0.46,27,74,0.365,34,NA,326,329,NA,NA,301,NA,NA,473,NA,NA,339,356,462,NA,NA,467,National Rank,Alabama,2009,3639
Major Contributor,21,Senario Hillman,6-1,188,So,32,70.2,93.2,25.9,28.2,46.4,49.4,2.1,15,15.5,22.3,1.2,3.5,4.1,3.5,22.2,62,84,0.738,132,277,0.477,29,101,0.287,NA,NA,252,193,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA,NA,National Rank,Alabama,2009,6924
Significant Contributor,32,JaMychal Green,6-9,225,Fr,32,61.4,107.1,22.4,19.9,53.8,57.6,15.6,6.1,6.1,21.6,6.5,2.1,5,4.3,45.7,76,107,0.71,126,233,0.541,0,1,0,NA,NA,NA,NA,333,301,11,442,NA,NA,97,NA,NA,NA,332,NA,362,NA,National Rank,Alabama,2009,7819
Significant Contributor,2,Mikhail Torrance,6-5,196,Jr,28,46.5,114.1,22.4,22.9,49.8,57,1.5,21,21.1,16.7,0.7,1.2,2.2,4.5,42.2,76,86,0.884,67,132,0.508,23,72,0.319,NA,204,NA,NA,NA,NA,NA,NA,388,NA,NA,NA,221,NA,NA,18,NA,NA,National Rank,Alabama,2009,5895
Significant Contributor,22,Ronald Steele,6-1,191,Sr,15,37.8,108.9,20.7,21.1,48.7,54.5,1.8,21,21.2,20,0.4,1.6,1.8,3.6,33.3,44,51,0.863,19,56,0.339,37,97,0.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama,2009,144
Role Player,1,Anthony Brock,5-9,165,Fr,20,25,97,19.5,18.8,52.2,54.7,1,16,16.5,27.7,0.3,5.6,3,2.9,26.7,17,24,0.708,14,41,0.341,22,49,0.449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama,2009,8512
Limited Role,40,Justin Knox,6-9,236,So,32,50.5,104.2,15.6,14.8,48.3,52.6,9.5,4.2,4.2,18.3,3.4,0.8,4.6,3.3,45.5,45,65,0.692,69,142,0.486,0,1,0,NA,NA,NA,NA,NA,NA,371,451,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,National Rank,Alabama,2009,7572
Limited Role,34,Yamene Coleman,6-9,236,Jr,32,42.4,91.7,13,13.1,49.1,48.5,6.8,2,2,21.3,3.7,1.6,3.7,2.4,31.1,14,33,0.424,52,106,0.491,0,0,0,NA,NA,NA,NA,NA,NA,NA,465,NA,NA,283,NA,NA,NA,NA,NA,NA,NA,National Rank,Alabama,2009,6012
Limited Role,25,Andrew Steele,6-3,190,Fr,29,33.5,105.4,12.5,11.9,44.7,50.8,3.9,10,10.3,17.7,0.7,1.9,3.5,2.9,48.7,27,37,0.73,22,51,0.431,8,25,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama,2009,8302
Limited Role,23,Demetrius Jemison,6-7,234,Jr,28,30.3,102.7,12.6,9.1,52.8,56.7,6.9,4.8,4.8,22.9,2.3,1.7,3.2,3.7,90.6,30,48,0.625,28,52,0.538,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama,2009,5581
Limited Role,4,Brandon Hollinger,5-11,167,Sr,26,21.9,73.8,15.8,17.9,32,34.9,1.2,10,10.8,23.9,0,1.6,2.1,2,14.7,8,11,0.727,9,18,0.5,10,57,0.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama,2009,4069
Major Contributor,10,Trant Simpson,5-10,160,Jr,26,79.7,95.4,27.9,26.4,40.7,50.6,2.2,29,29.8,21.7,0.2,3.5,2,6.2,53.5,150,176,0.852,89,238,0.374,30,91,0.33,319,NA,112,313,NA,NA,NA,NA,91,NA,NA,129,132,67,192,58,NA,NA,National Rank,Alabama A&M,2009,4894
Significant Contributor,11,Cornelius Hester,6-3,170,Jr,27,75.6,89.9,22.1,29.5,41.3,43.6,3.3,11,11.5,13.3,0.1,1.5,2.5,2.7,12.9,35,45,0.778,75,180,0.417,46,169,0.272,481,NA,NA,12,NA,NA,NA,NA,NA,174,NA,NA,407,NA,NA,NA,NA,NA,National Rank,Alabama A&M,2009,5042
Significant Contributor,4,Casey Cantey,6-5,190,Fr,27,63.1,79.8,21.8,20.9,39.1,44.4,4.7,7.8,7.8,23.8,0.8,2.3,4.3,4.8,49.3,65,102,0.637,63,159,0.396,12,48,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393,259,NA,NA,NA,National Rank,Alabama A&M,2009,7793
Significant Contributor,22,Desmond Jackson,6-1,190,So,27,52.5,75.3,20.1,23.1,36.1,37.3,3.5,14,14.7,20.6,0.2,4.2,4,2.8,19.5,18,37,0.486,28,76,0.368,27,114,0.237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,National Rank,Alabama A&M,2009,6577
Role Player,55,John Smith,6-6,260,Sr,27,52.2,93.7,17.3,14.3,54.7,51.8,13.3,6.7,6.7,22.4,7,1.4,5.7,4.1,62.4,29,73,0.397,64,117,0.547,0,0,0,NA,NA,NA,NA,NA,NA,61,47,NA,NA,85,NA,NA,NA,NA,NA,313,NA,National Rank,Alabama A&M,2009,7489
Role Player,44,Jonathan Inman,6-5,215,So,27,43.4,106.1,17,16.2,57.3,59.3,8.7,7.5,7.5,19.9,3.2,1.2,5,3.9,50.9,36,56,0.643,63,109,0.578,0,1,0,NA,NA,NA,NA,NA,NA,479,486,NA,NA,354,NA,NA,NA,NA,NA,164,NA,National Rank,Alabama A&M,2009,5464
Role Player,35,Reggie Porter,5-9,145,So,25,15.3,70.6,16.2,14.2,41.2,47.6,1.8,8.6,8.6,38.5,0,1.3,3.6,2.3,23.5,8,8,0.999,8,23,0.348,4,11,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2009,7518
Limited Role,0,Jonathan Belt,6-6,235,Jr,27,52.4,95.4,15,13.6,49.1,51.6,6.9,6.4,6.4,19.9,0.7,0.9,5.3,3.8,60.7,39,68,0.574,55,109,0.505,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Alabama A&M,2009,5535
Limited Role,20,Kudus Ogbara,6-5,175,Sr,19,29.8,74.3,12.5,8.8,41.5,47.5,4.4,6.1,6.1,35.1,4.4,1,6.4,3.1,70.7,18,29,0.621,17,38,0.447,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2009,2857
Limited Role,34,Royce Hamilton,6-5,185,Fr,23,18.9,71.1,14.8,14.5,32.6,35.6,4.9,6.9,6.9,21.7,0.9,2.7,3.5,3.2,44.2,9,19,0.474,11,30,0.367,2,13,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2009,8681
Major Contributor,34,Roland Fitch,6-7,240,So,32,48,105.7,25.2,29.2,55.3,56.4,8.8,6.5,6.5,15.6,1.6,1.3,4.8,3.8,24.8,38,61,0.623,127,223,0.57,6,23,0.261,NA,NA,321,132,NA,NA,473,NA,NA,416,NA,NA,NA,NA,NA,NA,204,NA,National Rank,Alabama St.,2009,7016
Significant Contributor,11,Brandon Brooks,6-2,180,Sr,32,88.8,112.1,23.8,18.3,54.4,60.2,2.6,36.4,36.4,23.5,0.8,2.3,2.2,4.8,58.2,128,166,0.771,119,220,0.541,24,65,0.369,56,298,496,NA,297,148,NA,NA,16,NA,NA,NA,234,372,121,358,36,418,National Rank,Alabama St.,2009,6253
Significant Contributor,2,Andrew Hayles,6-5,195,Sr,32,84,103.1,21.4,24.5,52.6,54.8,4.1,8.5,8.5,17.9,0.9,1.6,2.1,3.1,22.2,57,80,0.713,85,172,0.494,70,189,0.37,157,NA,NA,NA,413,NA,NA,NA,NA,NA,NA,NA,169,NA,NA,NA,NA,41,National Rank,Alabama St.,2009,3560
Significant Contributor,42,Chief Kickingstallionsims,7-1,265,Sr,32,51.2,108.6,20.1,20.8,59.4,59.7,7.5,2.9,2.9,16.1,12.8,0.6,4.8,4.3,46,50,86,0.581,111,187,0.594,0,0,0,NA,495,NA,NA,NA,NA,NA,NA,NA,486,4,NA,NA,NA,NA,NA,114,NA,National Rank,Alabama St.,2009,4162
Role Player,1,Rashad Provitt,6-7,205,Sr,22,44.2,84.3,17.5,14.4,42.9,45.3,5.4,9.4,9.4,25.1,1.4,1,4.2,3.8,57.1,33,64,0.516,30,67,0.448,12,45,0.267,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Alabama St.,2009,6878
Role Player,21,Tramaine Butler,6-3,183,Fr,32,38.3,102.8,18.9,18.2,51.6,49.8,7.5,15.5,15.5,15,0.8,4.1,4.5,3.9,45.9,22,56,0.393,39,71,0.549,16,51,0.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2009,8200
Role Player,3,Wesley Jones,6-7,210,Jr,18,37.4,104.3,19.2,21.8,50,52.6,7.2,7.9,7.9,15.8,0.4,1.8,3.5,2.9,23.1,24,33,0.727,49,101,0.485,15,42,0.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2009,8218
Role Player,23,Menji Mundadi,6-3,195,Jr,31,27.7,89.9,19.5,24.5,39.5,41.3,5.9,5.2,5.2,12.3,0.3,1.2,2.4,2.8,18.5,13,22,0.591,11,35,0.314,24,84,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2009,8453
Limited Role,12,Ivory White,6-4,175,Fr,30,51.6,107.3,12.4,13.5,50,51.2,7.4,7.6,7.6,15.5,2.2,2,3.6,1.9,18.9,14,23,0.609,43,82,0.524,12,40,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,392,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Alabama St.,2009,7966
Limited Role,45,Byron Walker,6-8,240,Jr,10,10.9,96.3,14.3,12.6,58.3,54.8,8,6.7,6.7,24.3,3.4,0,4.3,2.6,37.5,3,9,0.333,14,24,0.583,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2009,8906
Go-to Guys,23,Tim Ambrose,6-0,220,So,31,60.5,100,33.9,35.1,49.6,53.5,7.4,30.1,30.1,22.8,0.5,2.8,4.8,5.3,28.8,82,105,0.781,140,284,0.493,27,80,0.338,NA,NA,7,13,NA,NA,NA,37,88,NA,NA,343,NA,204,NA,307,NA,NA,National Rank,Albany,2009,6945
Major Contributor,3,Will Harris,6-6,240,Jr,31,72.8,98.8,24.7,27.7,48.4,50.9,6.6,10.8,10.8,19,0.4,0.9,3.5,4.2,28.7,65,99,0.657,113,233,0.485,36,112,0.321,NA,NA,374,223,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Albany,2009,5537
Major Contributor,11,Anthony Raffa,6-0,175,Fr,28,55.5,91.9,25.1,25.5,43.4,48.2,5.7,16,16.1,23.7,0,1.7,2.7,4.5,33.9,61,82,0.744,66,161,0.41,26,81,0.321,NA,NA,328,417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498,NA,NA,National Rank,Albany,2009,7907
Significant Contributor,12,Scotty McRae,6-8,210,Jr,21,25.4,81.9,22.8,19.3,35.1,45.5,9.5,3.3,3.3,28.6,5.1,2.5,4.4,5.2,59.5,39,50,0.78,25,68,0.368,3,16,0.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albany,2009,8502
Significant Contributor,32,Louis Barraza,6-5,200,Fr,22,18.5,94.6,23,27.5,44.8,47.8,4,13,13.5,21.7,1.1,1.6,6.4,3,14.9,11,13,0.846,6,18,0.333,22,69,0.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albany,2009,8696
Role Player,21,Mike Johnson,6-1,195,Fr,30,46.5,85,17.3,12.4,36.4,40.7,6.6,27.8,27.8,29.7,0.6,2.3,4.2,3.5,53.5,29,53,0.547,30,79,0.38,4,20,0.2,NA,NA,NA,NA,NA,NA,NA,NA,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Albany,2009,8055
Role Player,5,Jerel Hastings,6-5,215,Sr,31,41.3,109.9,16.2,14.6,47.6,54.4,9.7,11,11,17.5,1,2,3,4.1,60.2,46,62,0.742,49,95,0.516,0,8,0,NA,4,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Albany,2009,4433
Limited Role,33,Brian Connelly,6-8,225,Sr,31,75.7,98.6,15.3,17,45,48.9,3.9,7.5,7.5,16.8,0.7,0.8,3.6,3,32.1,50,71,0.704,98,216,0.454,1,5,0.2,471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Albany,2009,5221
Limited Role,1,Billy Allen,6-6,210,Fr,29,29.9,87,12.4,13.9,33.1,36.5,5,12,12.8,19.7,1.3,1.6,3.9,1.9,16.9,9,12,0.75,7,20,0.35,11,51,0.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albany,2009,8389
Nearly Invisible,54,Brett Gifford,6-11,260,Jr,31,45.7,92,9.4,8.3,53.8,55.9,7.7,2.4,2.4,33,5.2,0.8,5.4,1.4,15.4,8,10,0.8,35,65,0.538,0,0,0,NA,NA,NA,NA,NA,NA,NA,367,NA,NA,162,NA,NA,NA,NA,NA,381,NA,National Rank,Albany,2009,5684
Nearly Invisible,42,Jimmie Covington,6-7,245,Sr,30,28.1,99.1,10.9,6.6,50,58.7,10.6,2.2,2.2,30.1,0.7,0.9,4.5,3.2,103.1,24,33,0.727,16,32,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albany,2009,4474
Major Contributor,15,Troy Jackson,6-3,185,Jr,30,88.4,105.3,26.9,27.1,46.4,53.2,3.3,20.5,20.5,12.7,1.1,3.6,2.1,6,50.5,178,230,0.774,157,317,0.495,36,138,0.261,6,NA,18,265,NA,NA,NA,NA,419,132,NA,97,206,93,242,342,NA,NA,National Rank,Alcorn St.,2009,3454
Significant Contributor,24,Jarvis Williams,6-7,210,Sr,31,65.8,89.8,21.3,22.5,42,46.7,5.9,7.4,7.4,17,0.9,1.3,5.5,3.4,29.4,63,83,0.759,90,225,0.4,19,57,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425,NA,NA,National Rank,Alcorn St.,2009,4561
Significant Contributor,21,Anthony Ford,6-3,183,Sr,27,59.4,92.8,21.8,25.7,41.6,45.2,5.2,10.3,10.3,12.5,1,1.9,4,3,20,46,58,0.793,59,171,0.345,41,119,0.345,NA,NA,NA,381,NA,NA,NA,NA,NA,118,NA,NA,NA,NA,NA,253,NA,NA,National Rank,Alcorn St.,2009,4828
Significant Contributor,22,JaMarkus Holt,6-8,255,So,31,46.3,80.9,22.3,20.7,41.2,43.9,8.8,1.9,1.9,20.2,1.3,1,4.9,4.5,47.8,46,87,0.529,75,170,0.441,0,12,0,NA,NA,NA,NA,NA,NA,462,444,NA,NA,NA,NA,NA,477,NA,NA,NA,NA,National Rank,Alcorn St.,2009,8057
Role Player,0,Jonathan Boyd,6-3,175,Jr,31,58.8,103.6,18.2,21.6,53.3,55.9,3.2,6.2,6.2,16,0.2,2.5,3,2.2,14.5,31,35,0.886,39,93,0.419,60,149,0.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,469,NA,NA,NA,NA,NA,NA,NA,184,National Rank,Alcorn St.,2009,7858
Role Player,23,Brandon Rogers,6-1,195,Jr,25,27.4,80.2,16.7,15,39.7,44.8,2.1,9.1,9.1,23.3,0,1.7,4.6,3.5,48.7,24,38,0.632,19,58,0.328,8,20,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcorn St.,2009,8458
Role Player,20,Antonio Jones,6-2,170,Jr,23,14.3,86.5,17.8,15.1,50,54,3.4,10,10,30.2,0,3.3,5.3,3,36.6,11,15,0.733,7,21,0.333,9,20,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcorn St.,2009,8817
Limited Role,10,Jumane Reed,6-4,170,Sr,31,56.7,78.2,15.9,11.3,39.8,43.9,3.2,18.8,18.8,30.3,0.1,3.2,2.5,3.3,59,40,72,0.556,35,91,0.385,9,31,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,392,NA,NA,NA,NA,NA,National Rank,Alcorn St.,2009,5369
Limited Role,40,Gifford Blakely,6-7,210,Jr,28,32.3,90.3,14.5,15.1,44.1,45.2,6.9,3,3,14.6,2.5,0.9,6.5,2.6,32.3,15,30,0.5,41,93,0.441,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcorn St.,2009,7245
Limited Role,3,Alex Savannah,5-10,160,Fr,26,22.1,63.7,15.5,12.6,30.2,34.2,3.7,7.4,7.4,26.2,0,2.1,3.2,3.4,56.6,14,30,0.467,16,50,0.32,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcorn St.,2009,8578
Major Contributor,5,Garrison Carr,5-11,165,Sr,32,89.4,101.9,27.3,32.7,52.2,55,1.8,11,11,17.2,0.2,1.7,2.3,4.1,22.3,81,105,0.771,75,178,0.421,114,293,0.389,49,NA,15,36,456,NA,NA,NA,NA,NA,NA,NA,276,NA,NA,356,NA,265,National Rank,American,2009,4401
