Role,Number,Player,Ht,Wt,Yr,G,S,Min.Pct,ORtg,Poss.Pct,Shots.Pct,eFG.Pct,TS.Pct,OR.Pct,DR.Pct,ARate,TORate,Blk.Pct,Stl.Pct,FCper40,FDper40,FTRate,FTM,FTA,FT.Pct,FGM_2,FGA_2,FG_2.Pct,FGM_3,FGA_3,FG_3.Pct,Min.Pct.Rk,ORtg.Rk,Poss.Pct.Rk,Shots.Pct.Rk,eFG.Pct.Rk,TS.Pct.Rk,OR.Pct.Rk,DR.Pct.Rk,ARate.Rk,TORate.Rk,Blk.Pct.Rk,Stl.Pct.Rk,FCper40.Rk,FDper40.Rk,FTRate.Rk,FT.Pct.Rk,FG_2.Pct.Rk,FG_3.Pct.Rk,NationalRank,Team,Year,PlayerId
Benchwarmer,0,Chris Blakeley,6-0,160,Fr,16,NA,8,26,14.2,3.6,0,0,1.9,20,20.6,69,0,1.8,3.5,1.8,66.7,0,2,0,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abilene Christian,2014,18630
Benchwarmer,14,Alexsander Milosavljevic,6-9,245,Jr,9,NA,8,93.1,19.2,20.3,52.9,50.4,14.9,0,0,18.5,0,0,6.5,3.3,35.3,2,6,0.333,9,16,0.562,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abilene Christian,2014,18639
Major Contributor,1,Tre' Coggins,6-2,185,So,25,23,79.7,101.8,24.5,27.7,53.3,56.6,0.9,18,18.5,18.6,1.1,2.2,2.8,3.9,26.8,68,86,0.791,69,148,0.466,68,173,0.393,333,NA,417,206,386,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,303,NA,259,National Rank,Air Force,2014,14216
Significant Contributor,22,Max Yon,6-4,198,Jr,28,28,87.4,100.4,21.9,21.5,48.9,55,2.9,15,15.8,19.6,0.4,1.1,2.3,4.6,47.6,101,130,0.777,81,161,0.503,35,112,0.312,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,421,383,NA,NA,National Rank,Air Force,2014,11570
Significant Contributor,4,Kamryn Williams,6-4,193,Jr,23,22,63.6,95.7,22,22.7,47.8,49.5,8.2,18.8,18.8,19.8,3.7,1.7,3.2,3.3,25.4,32,53,0.604,70,146,0.479,20,63,0.317,NA,NA,NA,NA,NA,NA,NA,402,483,NA,341,NA,NA,NA,NA,NA,NA,NA,National Rank,Air Force,2014,11569
Role Player,0,Marek Olesinski,6-9,220,Jr,28,26,75.3,105,18.9,21.3,52.4,56.1,4.3,11.2,11.2,16.4,1.2,1.3,3.2,3.2,27.9,52,65,0.8,56,102,0.549,44,131,0.336,NA,NA,NA,NA,463,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,252,346,NA,National Rank,Air Force,2014,14225
Role Player,3,Justin Hammonds,6-6,193,Jr,26,20,58.4,95.4,16.7,16,51.5,52.6,4.3,11.2,11.2,20.1,3.5,1.6,5.9,3.6,47.1,35,64,0.547,61,118,0.517,6,18,0.333,NA,NA,NA,NA,NA,NA,NA,281,NA,NA,372,NA,NA,NA,NA,NA,NA,NA,National Rank,Air Force,2014,21386
Role Player,21,DeLovell Earls,6-6,235,Jr,20,7,34.6,83.3,19.8,16.5,39.8,44,5.3,18.6,18.6,25.3,1.3,2,5.5,4,51.8,25,43,0.581,27,57,0.474,4,26,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air Force,2014,11561
Role Player,5,Zach Kocur,6-3,195,Fr,25,1,20.7,97.2,16.3,15.3,46.7,54,2.1,12.6,12.6,22.5,0,1.3,3.8,3.5,47.8,18,22,0.818,8,17,0.471,9,29,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air Force,2014,18643
Limited Role,44,Chase Kammerer,6-7,245,Sr,26,8,20.6,96.3,14.5,9.7,43.1,46,10.5,19.1,19.1,25.5,2.7,2.1,6,3.1,65.5,10,19,0.526,11,24,0.458,1,5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air Force,2014,18654
Limited Role,45,Darrius Parker,6-7,215,Fr,16,2,18.6,105.2,15.2,11.5,56.5,57.5,6.4,11.2,11.2,19.3,3.6,0.9,5,4.5,96.8,17,30,0.567,16,25,0.64,1,6,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air Force,2014,18655
Limited Role,35,Hayden Graham,6-5,190,Fr,15,NA,14.7,97,14.5,15.9,48.5,49.6,3.7,12.9,12.9,17.9,3.8,4.1,4.6,2.2,20.6,4,7,0.571,6,16,0.375,7,18,0.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air Force,2014,18650
Nearly Invisible,10,Nick Jorgensen,6-6,208,Fr,9,1,10.3,96.2,10.1,10.1,40,39.2,7.4,8.6,8.6,10.5,1.1,1.1,3.8,2.2,40,2,6,0.333,3,8,0.375,2,7,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air Force,2014,18644
Benchwarmer,30,Callum Long,6-5,190,Fr,5,NA,4.3,35.5,18.1,9.5,41.7,38.6,0,8.1,8.1,62.4,0,1.2,5.7,1.9,16.7,0,1,0,1,2,0.5,1,4,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air Force,2014,18648
Benchwarmer,11,Joe Tuss,6-8,200,Fr,10,NA,3.6,49.9,20.9,22.8,29.2,28.1,3,5.1,5.1,28.7,0,0,1,2.1,8.3,0,1,0,2,3,0.667,1,9,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air Force,2014,18645
Benchwarmer,41,Zach Moer,6-11,218,So,10,NA,3.6,85.9,26.2,20.9,45.5,54,3,11,11.5,28.6,9.3,0,5.8,6.2,72.7,6,8,0.75,5,9,0.556,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air Force,2014,18652
Benchwarmer,42,Ethan Michael,6-8,232,Jr,6,2,3.2,89.9,25.9,23.8,31.8,33.5,13.6,47.9,47.9,19.7,3.5,0,4.4,3.1,18.2,1,2,0.5,2,7,0.286,1,4,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air Force,2014,18653
Go-to Guys,1,Demetrius Treadwell,6-7,235,Sr,34,34,82.3,101.5,28,25.9,45.9,50.1,11.7,12.9,12.9,16.4,2.6,1.8,2.1,6.6,64.1,153,253,0.605,180,385,0.468,1,10,0.1,227,NA,123,352,NA,NA,135,246,NA,NA,NA,NA,145,66,13,NA,NA,NA,National Rank,Akron,2014,11578
Major Contributor,13,Quincy Diggs,6-6,209,Sr,34,20,73,99.9,25.9,25.6,49.7,52.8,3.3,20.1,20.1,21.9,0.5,3.6,2.2,4.6,40.2,91,139,0.655,94,194,0.485,52,152,0.342,NA,NA,285,398,NA,NA,NA,NA,411,NA,NA,71,181,NA,NA,NA,NA,NA,National Rank,Akron,2014,9696
Significant Contributor,10,Nick Harney,6-8,210,Sr,30,11,45.8,98.6,23.3,23.8,50,52.4,7.1,8,8,19.5,2.4,1.7,5.4,4.4,42.1,52,85,0.612,92,174,0.529,6,28,0.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Akron,2014,11573
Role Player,34,Pat Forsythe,6-11,235,So,34,17,43.3,97.9,17.5,15.3,56.9,57.8,9.3,6,6,27.6,5.6,1.4,6.1,3,38.2,28,47,0.596,70,123,0.569,0,0,0,NA,NA,NA,NA,NA,NA,381,NA,NA,NA,17,NA,NA,NA,NA,NA,233,NA,National Rank,Akron,2014,14231
Role Player,4,Deji Ibitayo,6-4,205,Jr,29,20,31.9,111.2,17.3,19.6,57.8,56.3,6.4,6.8,6.8,14.5,2.6,1.9,3.7,3.2,32.8,17,38,0.447,28,50,0.56,26,66,0.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Akron,2014,14233
Role Player,23,Isaiah Johnson,6-10,285,Fr,31,11,30.1,106.7,17.2,16.6,49.5,51.8,12.8,6,6,16.3,6.6,1.2,5.1,3.5,45.2,25,42,0.595,46,93,0.495,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Akron,2014,18570
Role Player,2,Kwan Cheatham,6-9,233,Fr,21,2,13.5,82.4,18.7,18.4,39.1,45.7,3.2,5.2,5.2,28.3,2.8,1,3.7,3.2,34.8,13,16,0.812,3,15,0.2,10,31,0.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Akron,2014,18566
Limited Role,3,Nyles Evans,5-11,170,Jr,34,17,51.3,98.3,15.9,17.3,44.8,47.8,1.3,13,13.5,19.1,0.7,2,3.6,2.7,29.7,32,49,0.653,17,45,0.378,38,120,0.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Akron,2014,18567
Limited Role,15,Jake Kretzer,6-7,215,So,28,7,49.7,114.2,15.6,19,52.6,54.5,4.5,9.2,9.2,13.8,0.6,1.6,2.6,2.4,21.1,26,37,0.703,17,33,0.515,50,142,0.352,NA,354,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,418,NA,NA,NA,NA,NA,National Rank,Akron,2014,14235
Limited Role,21,Reggie McAdams,6-7,210,So,29,14,39.8,140.1,12.4,17.5,65.1,66.1,4.1,4.6,4.6,6.3,1.3,1.2,2.9,1.9,15.5,15,20,0.75,12,16,0.75,48,113,0.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Akron,2014,14236
Limited Role,12,Carmelo Betancourt,5-11,182,So,32,17,39.3,80.8,13.7,8.8,39.8,43.8,1.3,24,24.2,39.5,0.2,2.7,4,2.1,37.5,15,24,0.625,15,37,0.405,7,27,0.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Akron,2014,14229
Major Contributor,12,Trevor Releford,6-0,190,Sr,30,29,83.9,117.2,26.5,27.5,58.9,63.7,2.2,23,23.8,18.1,0.2,3.9,3.1,4.6,39.9,125,148,0.845,112,191,0.586,71,180,0.394,177,227,243,224,81,38,NA,NA,266,NA,NA,34,NA,NA,NA,89,16,252,National Rank,Alabama,2014,10297
Significant Contributor,32,Retin Obasohan,6-1,205,So,29,19,66.7,91.3,21.4,19.8,40.8,47.8,1.9,11.6,11.6,18.5,3.8,4,4,5.2,68.9,96,146,0.658,67,157,0.427,13,55,0.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328,33,NA,322,83,NA,NA,NA,National Rank,Alabama,2014,14241
Significant Contributor,11,Shannon Hale,6-8,220,Fr,30,20,54.4,98.6,23.6,22.7,51.3,54.6,4.8,10.4,10.4,20.6,1.6,1.5,3.6,4.8,52.5,67,104,0.644,55,111,0.495,31,87,0.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485,NA,NA,NA,NA,National Rank,Alabama,2014,18658
Significant Contributor,15,Nick Jacobs,6-8,245,Jr,24,10,38.9,100.4,22.1,27.2,51.8,52.5,6.5,3.8,3.8,13.9,3.2,0.5,3.9,3,21.8,21,37,0.568,88,169,0.521,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama,2014,11585
Role Player,20,Levi Randolph,6-5,205,Jr,31,18,74.2,100.5,19.1,19.7,47.4,51.7,5,10.1,10.1,17.6,0.6,1.8,2.6,3.5,40,66,94,0.702,65,143,0.455,31,92,0.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371,NA,NA,NA,NA,NA,National Rank,Alabama,2014,11588
Role Player,21,Rodney Cooper,6-6,215,Jr,31,22,72.9,97.3,17.6,19.6,41.7,45.4,5.8,13.2,13.2,15.5,1.8,1.1,3.7,2.6,25.3,42,58,0.724,52,120,0.433,29,109,0.266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Alabama,2014,11581
Role Player,0,Algie Kay,6-4,195,Jr,31,9,37.2,95.6,17.5,15.4,38.6,45,6,17.6,17.6,18.4,0.9,2.1,4.5,3.6,56.5,34,52,0.654,34,85,0.4,1,7,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama,2014,18656
Nearly Invisible,10,Jimmie Taylor,6-10,240,Fr,31,17,42.1,107.4,11,8.7,61,55.6,9.1,1.9,1.9,15.1,8,0.6,5.3,3.1,88.1,21,52,0.404,36,59,0.61,0,0,0,NA,NA,NA,NA,NA,NA,402,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,National Rank,Alabama,2014,18657
Nearly Invisible,4,Carl Engstrom,7-1,265,Jr,30,10,27.9,87.7,10,6.9,48.4,51.8,8.1,3.9,3.9,33.9,4.1,0.7,6.1,1.8,45.2,9,14,0.643,15,31,0.484,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama,2014,11582
Major Contributor,35,Nicholas West,6-10,190,So,23,22,33.8,85.7,25.6,23.3,46.2,50,6.8,11.4,11.4,25.2,5.3,1.1,5.7,5,50.4,37,59,0.627,30,65,0.462,16,52,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2014,14252
Significant Contributor,10,Jeremy Crutcher,5-8,160,Sr,27,27,77.1,97.9,23.6,24,47.6,51.1,1.2,30,30.5,19,0.1,2.2,2.9,4.2,37.5,69,103,0.67,59,140,0.421,48,135,0.356,444,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Alabama A&M,2014,10420
Significant Contributor,40,Brandon Ellis,6-3,200,Sr,28,28,57.5,92.7,22,24.4,47.6,50.6,3.1,13,13.6,19.3,0.8,1.8,2.8,3.5,28.2,41,59,0.695,50,109,0.459,33,100,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Alabama A&M,2014,11592
Significant Contributor,30,Demarquelle Tabb,6-5,210,Sr,26,NA,50.7,94.3,21.4,22.2,46.1,49.7,6.9,10.1,10.1,17.1,6.2,1.9,5.8,4.2,43.1,46,72,0.639,77,167,0.461,0,0,0,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,137,NA,NA,NA,NA,NA,NA,NA,National Rank,Alabama A&M,2014,10590
Significant Contributor,11,Arther Capers,6-5,185,Sr,28,13,49.1,95,21.9,25.4,50.8,52.3,4.5,14,14,19.3,1.7,2.5,4.4,2.9,18.9,23,35,0.657,55,109,0.505,26,76,0.342,NA,NA,NA,417,NA,NA,NA,NA,NA,NA,NA,404,NA,NA,NA,NA,NA,NA,National Rank,Alabama A&M,2014,14246
Significant Contributor,12,Green Hill,5-10,175,Sr,28,2,46.9,100.5,20.4,16.1,40.2,51.9,3.9,25,25.2,20.6,0,1.5,4.1,5.3,83,72,93,0.774,33,80,0.412,8,32,0.25,NA,NA,NA,NA,NA,NA,NA,NA,211,NA,NA,NA,NA,282,NA,402,NA,NA,National Rank,Alabama A&M,2014,11594
Significant Contributor,4,Justin Colvin,6-3,190,So,28,NA,24.8,89.3,21.5,24.4,45.6,48.1,2.8,10,10.2,18,0,1.5,2.8,3.6,30,17,27,0.63,14,35,0.4,18,55,0.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2014,14247
Limited Role,20,Jose Long,6-5,210,Jr,28,5,42.9,93.6,13.2,11.9,43.4,44.3,7.2,7.5,7.5,13.2,1.3,1.2,5.1,3.6,71.1,24,54,0.444,27,59,0.458,4,17,0.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Alabama A&M,2014,11597
Limited Role,0,Justan Banks,7-1,215,Sr,26,15,34.2,110.9,15,14.8,56,61.9,7.9,3,3,18.7,7.8,1.1,5.4,3.3,48,30,36,0.833,42,74,0.568,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2014,11590
Limited Role,55,Jerome Hunter,6-8,230,Jr,27,14,30.9,80.1,15.2,13.9,39.1,44.7,4.2,9.9,9.9,27.1,3.1,2.9,7,2.7,35.9,17,23,0.739,25,64,0.391,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2014,10752
Nearly Invisible,22,Tyler Davis,6-2,180,So,27,14,33.8,98.1,11.8,13.5,49.3,51.3,1.5,6.8,6.8,14.7,0,1.7,2.8,2.4,33.8,14,23,0.609,14,29,0.483,13,39,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2014,14248
Benchwarmer,41,Rakiya Battle,5-10,180,Fr,16,NA,9.2,85.9,23,19.8,37,43.5,1.1,21,21.2,17.6,1,1.7,4.6,6.4,85.2,13,23,0.565,4,12,0.333,4,15,0.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2014,21305
Benchwarmer,45,Xavier Williams,6-8,205,Fr,10,NA,4.8,66.8,16,12.5,22.2,33.8,8.3,3.7,3.7,27.5,1.9,0,8.7,3.7,66.7,4,6,0.667,2,9,0.222,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2014,21307
Benchwarmer,33,Baryn Houston,6-7,190,So,10,NA,2.6,66.4,24.4,30.5,12.5,20.9,19,0,0,0,3.6,2,5.3,5.3,41.7,3,5,0.6,0,6,0,1,6,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2014,18574
Major Contributor,12,Jamel Waters,5-9,160,So,29,28,87.1,104.8,25.2,24.1,42.7,49.4,2.3,35,35.4,16,0.1,3.1,2.5,5.2,46.2,125,164,0.762,111,264,0.42,27,91,0.297,9,NA,344,NA,NA,NA,NA,NA,18,NA,NA,171,291,33,454,474,NA,NA,National Rank,Alabama St.,2014,14267
Significant Contributor,3,DeMarcus Robinson,5-10,165,Jr,29,23,69.4,98.2,21.6,25.4,40.2,45.7,2.2,12,12.9,11.8,0.4,1.5,1.7,4,31.6,73,94,0.777,58,142,0.408,41,155,0.265,NA,NA,NA,416,NA,NA,NA,NA,NA,174,NA,NA,44,NA,NA,386,NA,NA,National Rank,Alabama St.,2014,18662
Role Player,22,Maurice Strong,6-5,210,Jr,29,29,67.9,95.5,19.6,16.7,47.6,51,10.3,5.3,5.3,21.1,4,1.6,4.9,4.6,59.7,68,114,0.596,91,188,0.484,0,3,0,NA,NA,NA,NA,NA,NA,262,NA,NA,NA,312,NA,NA,NA,185,NA,NA,NA,National Rank,Alabama St.,2014,18669
Role Player,4,Brandon Graham,6-7,195,Jr,29,27,67.2,102.9,17.2,17.9,50.7,54.1,5.3,5.6,5.6,17.9,3.1,1.6,4.1,3.4,36,51,73,0.699,67,119,0.563,24,84,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436,NA,NA,NA,NA,NA,26,NA,National Rank,Alabama St.,2014,18663
Role Player,2,Luther Page,6-6,190,So,29,23,63.6,95.6,16.8,13.1,46.8,52,9.2,5.9,5.9,23.5,2.2,2.4,4.6,4.1,68.1,62,96,0.646,66,139,0.475,0,2,0,NA,NA,NA,NA,NA,NA,388,NA,NA,NA,NA,5,NA,NA,89,NA,NA,NA,National Rank,Alabama St.,2014,11606
Role Player,5,Bobby Brown,6-6,185,So,25,2,49.4,110,19.3,22.8,49.7,53.1,4.9,8.4,8.4,11.1,2.2,1.3,2.1,3.6,30.5,42,58,0.724,45,92,0.489,33,98,0.337,NA,NA,NA,NA,NA,NA,NA,291,NA,122,NA,NA,149,NA,NA,NA,NA,NA,National Rank,Alabama St.,2014,14255
Role Player,30,Terrance LeFlore,6-1,170,Fr,29,6,41.1,85.1,18.4,19.2,41.4,43.8,3.9,11,11.3,22.6,0.4,2.6,4.3,2.7,22.6,19,30,0.633,28,64,0.438,18,69,0.261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355,NA,NA,NA,NA,NA,NA,National Rank,Alabama St.,2014,18672
Role Player,14,Tony Armstrong,6-6,185,Fr,22,7,27.7,102.1,19.6,19,55.1,55.3,7.8,7.7,7.7,18.5,2.9,1.1,5.5,4,43.8,21,39,0.538,49,89,0.551,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2014,18665
Role Player,20,Billy Ingram,6-6,185,Fr,22,NA,17.4,83.4,17.6,18.8,40,41.4,5.2,7.9,7.9,19.7,1,1.4,4.7,2.8,25.5,7,14,0.5,13,25,0.52,6,30,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2014,18667
Benchwarmer,21,DeAngelo Stewart,6-4,185,Fr,8,NA,5.3,107.9,17.7,23.3,42.9,44.6,6.7,13.4,13.4,5.3,1.7,2.8,3.8,2.4,14.3,2,3,0.667,3,7,0.429,4,14,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2014,18668
Major Contributor,14,Sam Rowley,6-6,230,Jr,34,33,72.2,97.2,25.4,23.3,51.4,54.8,9.9,15.2,15.2,24.9,2.4,2.4,4.5,4.2,39,79,114,0.693,150,291,0.515,0,1,0,NA,NA,329,NA,NA,NA,302,293,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,National Rank,Albany,2014,11612
Significant Contributor,12,Peter Hooley,6-4,200,So,33,32,84.1,112.4,23.4,24.6,49.7,57.5,1.1,17,17.4,15.7,0,1.5,1.8,5,50.7,155,182,0.852,72,176,0.409,71,183,0.388,168,457,NA,491,NA,352,NA,NA,NA,NA,NA,NA,54,37,344,8,NA,288,National Rank,Albany,2014,14270
