Role,Number,Player,Ht,Wt,Yr,G,Min.Pct,ORtg,Poss.Pct,Shots.Pct,eFG.Pct,TS.Pct,OR.Pct,DR.Pct,ARate,TORate,Blk.Pct,Stl.Pct,FCper40,FDper40,FTRate,FTM,FTA,FT.Pct,FGM_2,FGA_2,FG_2.Pct,FGM_3,FGA_3,FG_3.Pct,Min.Pct.Rk,ORtg.Rk,Poss.Pct.Rk,Shots.Pct.Rk,eFG.Pct.Rk,TS.Pct.Rk,OR.Pct.Rk,DR.Pct.Rk,ARate.Rk,TORate.Rk,Blk.Pct.Rk,Stl.Pct.Rk,FCper40.Rk,FDper40.Rk,FTRate.Rk,FT.Pct.Rk,FG_2.Pct.Rk,FG_3.Pct.Rk,NationalRank,Team,Year,PlayerId
Role Player,NA,Aquawasi St. Hillaire,,NA,,28,79.7,105.5,17.5,18.2,50.9,55.3,8.4,9.8,9.8,17.6,3.5,2.7,3.2,3.1,30,53,65,0.815,109,211,0.517,1,6,0.167,286,NA,NA,NA,NA,484,NA,453,NA,NA,273,5,NA,NA,NA,144,NA,NA,National Rank,Albany,2004,1801
Role Player,NA,Courtney Johnson,,NA,,28,76.1,77.1,17,12.8,35.9,43.5,4.5,16,16.8,31.9,0.3,2.6,3.6,3.4,51.7,53,75,0.707,43,109,0.394,6,36,0.167,447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,NA,NA,NA,National Rank,Albany,2004,17034
Role Player,NA,Jerrad Knotts,,NA,,28,42.7,80.4,16.7,17.4,37.4,41.3,4.7,7.8,7.8,20.6,1.1,1.5,3.6,3,30.6,22,34,0.647,28,78,0.359,9,33,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Albany,2004,17539
Limited Role,NA,Chris Wyatt,,NA,Jr,28,65.2,90.8,15.8,12.8,56.8,59.2,8.3,5.6,5.6,32.1,2.2,2.2,5.2,2.9,40,34,50,0.68,71,125,0.568,0,0,0,NA,NA,NA,NA,162,205,NA,NA,NA,NA,NA,NA,NA,NA,468,NA,198,NA,National Rank,Albany,2004,2774
Limited Role,NA,Todd Martin,,NA,,27,29.6,78.9,15.6,15,42.4,43.7,8.3,8.5,8.5,29.6,0.3,0.6,4.4,2,12.1,5,8,0.625,13,37,0.351,10,29,0.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albany,2004,4101
Limited Role,NA,Janis Pipikis,6-8,230,Sr,7,11.1,120.1,15.8,15.2,60,63.5,10.6,9.8,9.8,15.6,1.8,1.5,3.5,3.5,48,9,12,0.75,15,25,0.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albany,2004,18046
Major Contributor,NA,Brian Jackson,6-6,205,Sr,26,56.7,109.3,25.1,29.9,57.2,60.3,7.7,8.7,8.7,18.6,0.3,2.1,2.5,4.6,34.5,67,89,0.753,77,141,0.546,47,117,0.402,NA,431,294,98,NA,NA,NA,NA,NA,NA,NA,NA,362,491,NA,475,331,195,National Rank,Alcorn St.,2004,36578
Significant Contributor,NA,Trey Johnson,,NA,,29,71.9,100.4,21.5,22.3,48.4,54.1,2.2,21,21.5,22.5,0.2,1,2.2,4.3,43,82,105,0.781,67,162,0.414,34,82,0.415,NA,NA,NA,NA,NA,NA,NA,NA,374,NA,NA,NA,175,NA,384,315,NA,131,National Rank,Alcorn St.,2004,3283
Significant Contributor,NA,Dion Callans,6-8,195,Sr,29,65.6,91.4,22.5,23,46.1,49.4,10.7,13.4,13.4,23.9,0.5,1.3,3.1,4,37.1,55,85,0.647,101,212,0.476,3,17,0.176,NA,NA,NA,NA,NA,NA,194,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Alcorn St.,2004,17210
Significant Contributor,NA,DeAndre Jones,,NA,So,25,52.2,85.2,21.9,20.8,54.2,53.8,1.6,24.9,24.9,34.3,0.9,1.7,3.9,2.9,23,18,38,0.474,37,76,0.487,35,89,0.393,NA,NA,NA,NA,NA,NA,NA,NA,211,NA,NA,NA,NA,NA,NA,NA,NA,258,National Rank,Alcorn St.,2004,1237
Significant Contributor,NA,John Chandler,,NA,,28,39.7,82.8,22.1,23.5,44.7,49,3.2,12,12.7,30.1,0.6,1.9,5.5,3.1,23.9,28,34,0.824,29,70,0.414,23,72,0.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcorn St.,2004,3238
Role Player,NA,Myles Howard,6-6,205,Jr,29,54.1,90.7,17.6,15.7,45.3,51,7.1,7.5,7.5,24.7,3.4,2.2,2.7,4.5,69.8,58,90,0.644,54,116,0.466,3,13,0.231,NA,NA,NA,NA,NA,NA,NA,217,NA,NA,29,NA,484,NA,NA,NA,NA,NA,National Rank,Alcorn St.,2004,17387
Role Player,NA,Almaad Jackson,,NA,,28,33.4,87.9,16.1,13.6,48.6,55.2,6.4,7.5,7.5,33,3.2,1.9,4.3,3.3,52.2,28,36,0.778,23,43,0.535,7,26,0.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcorn St.,2004,1518
Role Player,NA,Juan Wyatt,,NA,Fr,27,29.1,78.5,16.4,14.9,43.9,46.5,9.9,5,5,31.9,0.8,0.8,8.8,2.8,36.4,14,24,0.583,29,66,0.439,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcorn St.,2004,1777
Role Player,NA,Fred Cole,,NA,So,25,20.2,69.3,19.8,20.2,28.2,35,5.8,5.3,5.3,22.1,0,1,2.7,4.7,56.5,20,35,0.571,16,44,0.364,1,18,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcorn St.,2004,2374
Limited Role,NA,Corey Jackson,,NA,Jr,18,24.4,57.6,13.9,7.6,41.1,43.3,2.2,15,15.7,52.2,0.7,3.8,3.1,2.3,50,7,14,0.5,10,23,0.435,1,5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcorn St.,2004,36582
Limited Role,NA,James Kendrick,,NA,,21,20.1,72.2,12.6,12.1,40.5,42.1,6.4,2.6,2.6,31.1,1.6,1,7,2.2,32.4,6,12,0.5,15,37,0.405,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcorn St.,2004,2612
Limited Role,NA,Ray Dotson,,NA,,18,12.4,81.4,15.2,17,43.8,46.9,5.2,1.5,1.5,26,0.7,1.6,7.8,2.6,28.1,6,9,0.667,11,28,0.393,2,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcorn St.,2004,18012
Limited Role,NA,Jerist Roberts,,NA,,22,10.3,71.6,15.7,11.4,36.1,38.2,5.2,21,21.4,36.2,0,6.2,4.3,2.9,50,4,9,0.444,5,16,0.312,1,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcorn St.,2004,2296
Major Contributor,NA,Jernavis Draughn,6-5,210,Sr,31,69.9,95.2,25.5,23,54.5,54,10.5,13.8,13.8,23.4,2.5,1.7,3.5,5,51.5,67,136,0.493,144,264,0.545,0,0,0,NA,NA,256,NA,274,NA,222,264,NA,NA,436,NA,NA,353,214,NA,335,NA,National Rank,American,2004,17148
Significant Contributor,NA,Andres Rodriguez,5-11,160,Sr,31,92.2,101.8,20.9,16.4,47.8,51.4,1.5,39,39.7,25.2,0,4.3,1.9,3.8,52,81,129,0.628,72,142,0.507,31,106,0.292,24,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,42,66,NA,204,NA,NA,NA,National Rank,American,2004,16843
Significant Contributor,NA,Andre Ingram,,NA,Fr,31,76.5,101.9,22.9,29.4,49.9,52.6,3.6,8,8,15.2,0.2,1.4,1.9,3.1,19,55,70,0.786,67,172,0.39,78,197,0.396,422,NA,NA,117,NA,NA,NA,NA,NA,252,NA,NA,69,NA,NA,286,NA,241,National Rank,American,2004,119
Significant Contributor,NA,Raimondas Petrauskas,,NA,Jr,31,42.1,109.8,22.8,18.7,51.9,61.4,11.2,4.6,4.6,20.7,4.2,2.4,7,6.2,88.4,91,114,0.798,67,128,0.523,0,1,0,NA,401,NA,NA,NA,NA,15,394,NA,NA,202,NA,NA,81,NA,208,488,NA,National Rank,American,2004,1784
Significant Contributor,NA,Linas Lekavicius,,NA,Fr,31,39.9,93.3,21.4,23.2,43.8,48.1,5.6,13,13.3,21.1,1,3.5,4.3,3.1,25.7,31,39,0.795,35,95,0.368,21,57,0.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,American,2004,1141
Role Player,NA,Jamaal Caterina,,NA,,26,20.3,88.2,16.5,15.9,43.4,48,8.2,4,4,24.5,0.5,1.2,4.7,2.9,37.7,14,20,0.7,20,44,0.455,2,9,0.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,American,2004,3631
