Role,Number,Player,Ht,Wt,Yr,G,Min.Pct,ORtg,Poss.Pct,Shots.Pct,eFG.Pct,TS.Pct,OR.Pct,DR.Pct,ARate,TORate,Blk.Pct,Stl.Pct,FCper40,FDper40,FTRate,FTM,FTA,FT.Pct,FGM_2,FGA_2,FG_2.Pct,FGM_3,FGA_3,FG_3.Pct,Min.Pct.Rk,ORtg.Rk,Poss.Pct.Rk,Shots.Pct.Rk,eFG.Pct.Rk,TS.Pct.Rk,OR.Pct.Rk,DR.Pct.Rk,ARate.Rk,TORate.Rk,Blk.Pct.Rk,Stl.Pct.Rk,FCper40.Rk,FDper40.Rk,FTRate.Rk,FT.Pct.Rk,FG_2.Pct.Rk,FG_3.Pct.Rk,NationalRank,Team,Year,PlayerId
Significant Contributor,NA,Bubba Walther,,NA,So,8,10.9,126,22.1,25.1,60,61.6,4.2,25,25.2,11.3,0,3.3,3,4.1,32,11,16,0.688,9,15,0.6,14,35,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Akron,2006,4791
Role Player,NA,Dru Joyce,,NA,Jr,33,81.5,111,18.7,16.5,54.7,58.1,2.6,29,29.2,23.5,0,1.4,2.9,3.2,34.3,63,84,0.75,56,117,0.479,52,128,0.406,261,357,NA,NA,286,265,NA,NA,9,NA,NA,NA,NA,NA,NA,455,NA,213,National Rank,Akron,2006,464
Role Player,NA,Nick Dials,,NA,So,33,71.8,110.7,19,18.2,53.6,59.4,2.7,18,18,21.4,0.1,2.2,2.7,3.7,40.2,82,96,0.854,35,70,0.5,62,169,0.367,NA,372,NA,NA,358,192,NA,NA,NA,NA,NA,NA,NA,NA,432,66,NA,491,National Rank,Akron,2006,3433
Role Player,NA,Rob Preston,6-9,220,Sr,33,60.4,112.6,17.5,18.3,52.5,56.2,7.6,11.9,11.9,16.3,6,1.2,3.6,3.3,33.2,51,67,0.761,55,109,0.505,34,93,0.366,NA,266,NA,NA,451,413,NA,NA,NA,376,129,NA,NA,NA,NA,406,NA,NA,National Rank,Akron,2006,1966
Role Player,NA,Nate Linhart,,NA,Fr,32,45.9,104.9,16.9,16.1,48.9,54.2,8.8,9.3,9.3,21.1,1.3,2.9,5.2,3.1,35.6,39,48,0.812,39,84,0.464,18,51,0.353,NA,NA,NA,NA,NA,NA,472,47,NA,NA,NA,374,NA,NA,NA,NA,NA,NA,National Rank,Akron,2006,3884
Role Player,NA,Matt Futch,,NA,,31,37,93.6,19.2,18.8,52.4,50.7,11.5,5.4,5.4,21.7,2.9,1.4,6.3,3.4,33.1,16,42,0.381,56,109,0.514,7,18,0.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Akron,2006,2320
Role Player,NA,John Rybak,,NA,,23,11.7,103.5,19.2,25.8,43.6,45.4,10.3,5.1,5.1,8.1,0,1.2,6.7,2.5,12.7,5,7,0.714,6,15,0.4,12,40,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Akron,2006,4769
Limited Role,NA,Quade Milum,,NA,So,31,17.1,98.1,13.6,10.9,61.8,63.2,7,5,5,31.4,3.6,0.3,4.9,2.7,44.1,10,15,0.667,21,32,0.656,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Akron,2006,4579
Major Contributor,NA,Chuck Davis,6-8,230,Sr,13,32.1,122.3,24.9,26.6,58.8,62.4,8.3,17.8,17.8,14.8,6.6,1.5,3,4.8,43.7,47,62,0.758,73,120,0.608,7,22,0.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama,2006,269
Significant Contributor,NA,Ronald Steele,,NA,So,31,95.3,113.4,20.7,20.2,50,57.5,2.2,22,22.4,20.7,0.7,2.3,1.5,3.9,43.4,124,139,0.892,79,189,0.418,54,131,0.412,4,228,NA,NA,NA,301,NA,NA,321,NA,NA,NA,32,NA,35,19,NA,171,National Rank,Alabama,2006,144
Significant Contributor,NA,Jermareo Davidson,,NA,Jr,31,83.8,106.2,23.7,25.3,47.7,52.7,10.1,8.1,8.1,16.6,6.1,1.5,2.6,4.4,40.3,106,142,0.746,168,349,0.481,0,3,0,175,NA,468,408,NA,NA,302,116,NA,414,125,NA,45,NA,427,476,NA,NA,National Rank,Alabama,2006,1016
Significant Contributor,NA,Alonzo Gee,,NA,Fr,31,57.4,100.1,22,22.3,54,54,7.9,11,11.7,22.6,0.9,2.5,3.3,3.5,33.8,37,72,0.514,79,132,0.598,24,81,0.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,National Rank,Alabama,2006,3639
Role Player,NA,Richard Hendrix,,NA,Fr,31,67.1,109.8,19.8,17.4,55.7,58.4,13.8,6.2,6.2,20.4,6.3,1.8,3.8,4.3,59.8,75,116,0.647,108,193,0.56,0,1,0,NA,434,NA,NA,219,249,36,11,NA,NA,119,NA,NA,NA,9,NA,251,NA,National Rank,Alabama,2006,3508
Role Player,NA,Jean Felix,,NA,,30,60.4,102.3,19.6,23.1,47.8,49.9,5.4,7.7,7.7,16.6,0.3,2.7,2.6,3.3,29.7,42,69,0.609,27,55,0.491,56,177,0.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,415,NA,456,451,NA,NA,NA,NA,NA,National Rank,Alabama,2006,2435
Role Player,NA,Evan Brock,6-9,210,Sr,28,43.2,82.3,16.2,11.7,44,48.3,6.1,10,10,33.6,1.2,1.8,4.2,3.3,61.9,31,52,0.596,37,83,0.446,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Alabama,2006,2451
Limited Role,NA,Brandon Hollinger,,NA,Fr,30,36.6,88.2,12.2,10.4,43.7,47.9,1.9,14,14.1,33,0,0.7,1.8,1.9,30.2,14,19,0.737,8,20,0.4,13,43,0.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama,2006,4069
Limited Role,NA,Justin Jonus,,NA,So,14,23.4,117.8,14.4,16,56.5,58.1,2.5,14,14.5,17.5,0,1.5,3,2.5,29,12,18,0.667,5,16,0.312,20,46,0.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama,2006,2954
Major Contributor,NA,Obie Trotter,6-1,180,Sr,26,85.1,103.6,27.8,29.7,49.8,53.8,2.7,28,28.8,18.8,0.6,5.1,3.2,4.7,31,97,126,0.77,106,227,0.467,64,179,0.358,141,NA,106,98,NA,NA,NA,NA,99,NA,NA,1,NA,434,NA,361,NA,NA,National Rank,Alabama A&M,2006,11
Major Contributor,NA,Joe Martin,,NA,,26,80.1,97.5,24,24.7,46.4,47.9,11.9,12.1,12.1,15.9,1.2,1.6,2.8,4.8,40.4,68,128,0.531,123,245,0.502,16,72,0.222,323,NA,425,467,NA,NA,13,218,NA,324,NA,NA,NA,382,426,NA,NA,NA,National Rank,Alabama A&M,2006,463
Major Contributor,NA,Michael Ford,,NA,,22,59.3,103.4,26.3,27.1,55.6,57,8,16,16,20.2,2.3,2.9,2.9,4.8,35.7,57,92,0.62,97,172,0.564,31,86,0.36,NA,NA,198,245,NA,NA,NA,NA,NA,NA,NA,377,NA,39,NA,NA,22,NA,National Rank,Alabama A&M,2006,692
Major Contributor,NA,Galen Gardenhire,,NA,,17,12,98.4,27.1,36.3,45.7,47.5,2.3,5.3,5.3,7.7,0,0.4,2.2,5.2,30,12,21,0.571,8,21,0.381,16,49,0.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2006,3257
Role Player,NA,Marcus Jones,,NA,,26,49.3,91.6,18.6,13.9,33.6,48,2.3,17,17.9,23.5,0.2,2.6,2.6,5.8,96.4,80,106,0.755,28,85,0.329,6,25,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,479,NA,111,NA,432,NA,NA,National Rank,Alabama A&M,2006,1457
Role Player,NA,Evan Hilton,,NA,Fr,25,43.2,86.1,18,17,47.9,50.4,2.4,12,12.3,28.2,0.4,1.7,4.1,3.2,33.9,25,40,0.625,22,53,0.415,23,65,0.354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Alabama A&M,2006,3933
Role Player,NA,Chris Collins,6-8,220,Sr,24,35.3,83.6,16.7,15.4,42.5,46.8,5.6,0,0,22.1,5,0.4,5.2,4.4,60.9,31,53,0.585,37,87,0.425,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2006,1331
Limited Role,NA,Kevin Smith,6-4,185,Sr,23,30.7,80.3,12,12,44.9,47,4.9,3.3,3.3,29.9,1.9,2.3,4.9,1.6,13.6,6,8,0.75,22,42,0.524,3,17,0.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2006,2109
Nearly Invisible,NA,Mickell Gladness,,NA,So,26,49.4,86.3,10.8,10,44.3,48.6,4.9,1.7,1.7,25.4,13.2,1.3,5.3,2.4,41.8,22,33,0.667,35,79,0.443,0,0,0,NA,NA,NA,NA,NA,NA,NA,349,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,National Rank,Alabama A&M,2006,3797
Nearly Invisible,NA,Kudus Ogbara,,NA,,20,21.3,86.4,10,9.4,34.4,41.2,4,6.1,6.1,18.8,4.4,1.2,4.2,2.7,53.1,11,17,0.647,11,30,0.367,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2006,2857
Nearly Invisible,NA,Norris Arnold,,NA,Fr,19,13.7,74.2,9.4,6.8,40,39.9,6.9,3.5,3.5,31.2,2.5,0,6.8,2.2,53.3,3,8,0.375,6,15,0.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2006,4705
Major Contributor,NA,Akeim Claborn,6-7,210,Sr,30,70.6,110.4,25.5,24.5,55,57.3,10.6,10.1,10.1,15,2.7,1.6,5.3,6.9,67.5,121,197,0.614,129,224,0.576,21,68,0.309,NA,391,265,486,268,32,25,13,NA,245,429,NA,NA,22,49,NA,162,NA,National Rank,Alabama St.,2006,3450
Major Contributor,NA,Lamarquis Blake,5-10,165,Sr,30,48.2,85.3,24.7,23.6,44,47.9,1.9,20,20.6,27.9,0.2,2.6,3.4,4.4,35.4,46,68,0.676,41,104,0.394,29,88,0.33,NA,NA,356,NA,NA,NA,NA,NA,423,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Alabama St.,2006,2158
Significant Contributor,NA,Richard Lott,,NA,So,30,55.4,91.9,21.1,19.1,47.8,51.5,10.2,5.4,5.4,24.8,2.4,1,4.9,4.6,51.1,58,91,0.637,79,168,0.47,4,10,0.4,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,448,NA,NA,NA,NA,National Rank,Alabama St.,2006,2123
Significant Contributor,NA,Joel Bosh,,NA,So,30,38.6,78.2,20,19.2,40.4,42.2,10,3.7,3.7,25.8,1.8,0.6,6.1,3.8,36.8,23,46,0.5,46,116,0.397,3,9,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2006,1997
Significant Contributor,NA,Herbert Warren,,NA,,21,24.3,90.6,23.5,23.4,45.8,48.2,7.4,8.9,8.9,19.9,1.4,3.1,6.5,5.3,49,26,47,0.553,44,90,0.489,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2006,2794
Role Player,NA,Andrew Hayles,,NA,Fr,30,62.9,99.5,18.5,23.1,49.2,51.7,3.7,5.9,5.9,18.3,0.6,1.3,2.4,2.7,16.3,32,40,0.8,47,114,0.412,49,131,0.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,442,National Rank,Alabama St.,2006,3560
Role Player,NA,Alexander Oliver,6-1,181,Sr,30,54.2,82.9,17.6,15.4,36.2,43.1,3,14,14,24.9,0.6,1.8,4.4,4.3,59.6,54,84,0.643,33,99,0.333,12,42,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Alabama St.,2006,329
Role Player,NA,Dustin Richmond,,NA,Jr,30,50.1,88.6,18.1,16.9,40.2,45.6,2.2,22,22.7,26.6,0.2,2.1,3.7,3.3,35,37,50,0.74,23,58,0.397,23,85,0.271,NA,NA,NA,NA,NA,NA,NA,NA,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Alabama St.,2006,1445
Role Player,NA,Miguel Morton,,NA,So,28,32,80.4,16.3,13.9,44,44.8,9.6,2.1,2.1,26.4,3.8,0.9,4.5,3.8,56,19,42,0.452,33,74,0.446,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2006,4173
Limited Role,NA,Cedric Mitchell,6-3,185,Jr,30,59,99.2,15.6,19.2,45,46.6,4.3,13.4,13.4,16,1,2.3,2.6,2.1,13.1,17,25,0.68,38,74,0.514,32,117,0.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,NA,NA,44,NA,NA,NA,NA,NA,National Rank,Alabama St.,2006,2412
Go-to Guys,NA,Jamar Wilson,,NA,Jr,32,86.2,109,28.7,26.4,51.9,59.6,3.5,26.6,26.6,22.6,0.8,2.4,3.1,6,54.9,176,207,0.85,122,242,0.504,49,135,0.363,107,488,74,297,495,177,NA,NA,149,NA,NA,NA,NA,93,13,71,NA,NA,National Rank,Albany,2006,64
Significant Contributor,NA,Lucious Jordan,6-2,207,Sr,32,62.9,100,20.5,21.5,49.8,52.3,6.3,13,13.8,20.8,0.4,2.9,2.5,3.4,31.1,46,70,0.657,67,160,0.419,30,65,0.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364,423,NA,NA,NA,NA,33,National Rank,Albany,2006,45
Significant Contributor,NA,Levi Levine,6-6,220,Sr,32,57.4,97.8,20.6,20.3,49.7,52.5,7.6,15.6,15.6,24.3,1.3,1,4.5,3.2,29.5,39,57,0.684,66,143,0.462,20,50,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Albany,2006,601
Significant Contributor,NA,Jon Iati,,NA,So,32,40.9,113.1,20,23.4,50.9,56.7,2.4,11,11.1,14,0,1.3,1.9,4,38.4,51,61,0.836,21,48,0.438,40,111,0.36,NA,241,NA,NA,NA,NA,NA,NA,NA,149,NA,NA,99,NA,NA,NA,NA,NA,National Rank,Albany,2006,3076
Significant Contributor,NA,Jason Siggers,,NA,Jr,32,30.5,106.9,22.3,26.5,49.6,52.8,7.1,12.3,12.3,14.7,0.9,2.7,3.4,3.6,27.6,27,37,0.73,35,83,0.422,21,51,0.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albany,2006,4215
Role Player,NA,Brent Wilson,,NA,So,32,75.1,111,18.1,22.2,52.7,54.7,5.9,10.9,10.9,14.4,1.1,1.5,3.5,2.7,20.2,40,56,0.714,62,122,0.508,56,155,0.361,NA,361,NA,NA,428,NA,NA,NA,NA,193,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Albany,2006,1338
Role Player,NA,Kirsten Zoellner,7-1,280,Sr,32,61.8,95,18.8,16.2,56,54.6,9.4,3.3,3.3,22.7,5.9,0.9,4.7,4.6,69.3,55,115,0.478,93,166,0.56,0,0,0,NA,NA,NA,NA,205,NA,387,NA,NA,NA,134,NA,NA,459,35,NA,241,NA,National Rank,Albany,2006,1083
Limited Role,NA,Brian Lillis,,NA,So,29,50,101.9,14.3,9.9,53,58.6,4.1,18.4,18.4,30,1.5,4.3,4.1,3.2,72,42,59,0.712,33,63,0.524,7,19,0.368,NA,NA,NA,NA,NA,NA,NA,197,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,National Rank,Albany,2006,2344
Nearly Invisible,NA,Jimmie Covington,,NA,Fr,31,20.7,77.2,9.5,6.7,43.5,43.5,7.6,2.8,2.8,34.1,1.4,1.1,7.9,2,52.2,5,12,0.417,10,23,0.435,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albany,2006,4474
Go-to Guys,NA,Delvin Thompson,,NA,Jr,28,82.4,92.5,29.4,29.2,48.4,52.6,3.6,17.2,17.2,22.7,0.3,2.9,3.2,6,48.4,121,180,0.672,120,235,0.511,40,137,0.292,228,NA,58,111,NA,NA,NA,NA,NA,NA,NA,366,NA,81,231,NA,NA,NA,National Rank,Alcorn St.,2006,523
Major Contributor,NA,Carl Landry,,NA,Jr,14,17.9,104.1,25.6,27.4,44.7,51,9.1,16,16.7,12.9,0.5,1.1,4.8,6,52.6,29,40,0.725,31,71,0.437,2,5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcorn St.,2006,32748
Significant Contributor,NA,Juan Wyatt,,NA,Jr,28,56.3,100.8,22.4,22,58.1,59.2,13.6,8.6,8.6,24.3,1.6,1.4,6,3.9,36.1,43,69,0.623,111,190,0.584,0,1,0,NA,NA,NA,NA,NA,NA,38,148,NA,NA,NA,NA,NA,NA,NA,NA,133,NA,National Rank,Alcorn St.,2006,1777
Significant Contributor,NA,Almaad Jackson,,NA,,19,47.9,88,22.3,21.9,44.4,49,6.8,10.2,10.2,23.7,7.2,0.9,4.2,4.4,43.8,48,71,0.676,57,123,0.463,10,39,0.256,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,National Rank,Alcorn St.,2006,1518
Significant Contributor,NA,Anthony Ford,,NA,Fr,21,10.1,49.4,20.1,19.9,24.2,25.1,9.1,3.4,3.4,31.8,0.9,1.5,4.6,2.5,19.4,2,6,0.333,6,25,0.24,1,6,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcorn St.,2006,4828
Role Player,NA,Clifton Douglass,,NA,Jr,28,74,98.5,19.3,22.4,52.9,55,3.5,7.3,7.3,20.1,1.8,2.1,2.5,3.2,27.7,48,71,0.676,32,82,0.39,69,174,0.397,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,276,National Rank,Alcorn St.,2006,3404
Role Player,NA,James Kendrick,,NA,,27,34.3,88.1,18.3,19.3,48.5,51.6,5.1,5.2,5.2,24.5,2.1,1.3,8.4,3.1,31.4,22,32,0.688,48,97,0.495,1,5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcorn St.,2006,2612
Role Player,NA,Jarvis Williams,,NA,Fr,19,17.7,71.3,19.2,19.8,39.8,41,4.1,12.6,12.6,30.6,1,1.4,5.5,2.1,13,4,7,0.571,17,42,0.405,3,12,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcorn St.,2006,4561
Role Player,NA,O'Brian Calahan,,NA,,22,12.5,59.2,19.5,20.7,26.3,30.2,4.9,6.9,6.9,26.5,0.7,1.2,6.9,2.9,25,6,10,0.6,6,25,0.24,3,15,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcorn St.,2006,4741
Limited Role,NA,Alleo Frazier,5-6,165,Jr,28,71.3,91.1,13.3,10.2,49.6,52.3,1.1,26,26.3,34,0,3.3,4.3,2.1,32.1,24,36,0.667,18,45,0.4,25,67,0.373,NA,NA,NA,NA,NA,NA,NA,NA,158,NA,NA,189,NA,NA,NA,NA,NA,45,National Rank,Alcorn St.,2006,1268
Limited Role,NA,Patrick Horton,,NA,So,26,36,84.7,14.6,16,39.9,43.9,1.7,11,11.1,21.6,1.2,1.1,3.9,2.6,29.2,18,26,0.692,13,29,0.448,15,60,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcorn St.,2006,2478
Nearly Invisible,NA,Sirdonta Washington,,NA,,25,23.7,85.9,11.2,9.3,44.1,44.2,9.5,5,5,24.2,0,1.5,3.9,2.6,55.9,8,19,0.421,15,34,0.441,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcorn St.,2006,4391
Major Contributor,NA,Arvydas Eitutavicius,NA,NA,Jr,29,57.1,97.5,25.6,27.9,44.2,50.8,1.6,18,18,19.9,0.2,1.8,3.3,4.7,34.7,75,87,0.862,51,114,0.447,40,137,0.292,NA,NA,262,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,416,NA,51,NA,NA,National Rank,American,2006,3649
Major Contributor,NA,Linas Lekavicius,NA,NA,Jr,29,43.7,103.2,24.7,23.3,53.4,54.3,8.8,34.5,34.5,22.5,0.7,5,4.9,4.1,33.1,30,53,0.566,69,132,0.523,11,28,0.393,NA,NA,346,NA,NA,NA,468,NA,22,NA,NA,14,NA,NA,NA,NA,NA,NA,National Rank,American,2006,1141
Major Contributor,NA,Garrison Carr,NA,NA,Fr,28,23.2,103.2,24.7,30.9,53.5,55.5,3,14,14.9,18.9,0,1.3,3.2,3.2,15.9,14,18,0.778,14,39,0.359,31,74,0.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,American,2006,4401
Significant Contributor,NA,Andre Ingram,NA,NA,Jr,29,80.3,94.7,22.2,26.3,41.9,46.4,3.6,12.9,12.9,16.5,0.2,1.9,2.4,3.7,26.4,69,88,0.784,66,188,0.351,49,145,0.338,314,NA,NA,298,NA,NA,NA,NA,NA,397,NA,NA,316,NA,NA,294,NA,NA,National Rank,American,2006,119
Significant Contributor,NA,Brayden Billbe,NA,NA,Jr,29,58.2,92.3,21.2,21.4,51,52.9,8.5,8.9,8.9,25.2,4.2,1.8,5.6,3.4,28.1,35,55,0.636,100,193,0.518,0,3,0,NA,NA,NA,NA,NA,NA,NA,456,NA,NA,246,NA,NA,NA,NA,NA,NA,NA,National Rank,American,2006,2511
Role Player,NA,Jordan Nichols,NA,NA,Fr,29,42.5,97.7,17.1,14.5,44.3,50,14.9,2.6,2.6,20.7,8.2,1.7,4.6,4.2,64.9,41,63,0.651,43,97,0.443,0,0,0,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,National Rank,American,2006,3945
