Role,Number,Player,Ht,Wt,Yr,G,Min.Pct,ORtg,Poss.Pct,Shots.Pct,eFG.Pct,TS.Pct,OR.Pct,DR.Pct,ARate,TORate,Blk.Pct,Stl.Pct,FCper40,FDper40,FTRate,FTM,FTA,FT.Pct,FGM_2,FGA_2,FG_2.Pct,FGM_3,FGA_3,FG_3.Pct,Min.Pct.Rk,ORtg.Rk,Poss.Pct.Rk,Shots.Pct.Rk,eFG.Pct.Rk,TS.Pct.Rk,OR.Pct.Rk,DR.Pct.Rk,ARate.Rk,TORate.Rk,Blk.Pct.Rk,Stl.Pct.Rk,FCper40.Rk,FDper40.Rk,FTRate.Rk,FT.Pct.Rk,FG_2.Pct.Rk,FG_3.Pct.Rk,NationalRank,Team,Year,PlayerId
Role Player,NA,Lorenzo Burks,,NA,Jr,20,16.4,71.3,18.8,14.9,37.8,40.9,1.7,24,24.6,37.4,0,2.3,8.4,2.3,34.1,8,14,0.571,5,24,0.208,7,17,0.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2003,17474
Limited Role,NA,Jarvis Smith,,NA,Jr,27,24.5,72.4,14.5,14.1,32.8,35.3,10.9,4.8,4.8,28.3,3.6,2,4.7,1.6,20.7,7,12,0.583,19,58,0.328,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2003,17624
Limited Role,NA,Chris Collins,,NA,,17,19.9,110.1,15.5,15.2,49,53.6,6.5,3.7,3.7,9.3,3.1,0.2,5.1,4.9,82.4,26,42,0.619,25,50,0.5,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2003,1331
Limited Role,NA,Jay Regan,,NA,,14,17.5,70.5,15.6,10.6,40.3,43.4,1.1,29,29.3,45.7,0,2.2,1.5,1.2,16.1,4,5,0.8,8,26,0.308,3,5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2003,37194
Limited Role,NA,Rodney Kellum,6-8,225,Sr,20,16.9,61.9,13.8,11.3,34.4,34.5,4.4,5.9,5.9,30.9,1.6,1.4,4.7,2.8,56.2,6,18,0.333,11,32,0.344,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2003,36135
Benchwarmer,NA,Jermaine Shakespeare,,NA,,4,2.1,28.4,18.3,8.5,0,25.3,4.4,0,0,62.6,0,0,5.2,2.5,66.7,2,2,0.999,0,2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2003,3066
Major Contributor,NA,Malcolm Campbell,,NA,Jr,28,72.1,103.1,26.8,26.4,53.8,56.7,1.8,40,40.2,26.6,0.2,4.1,2.6,2.1,19.7,50,60,0.833,101,196,0.515,42,109,0.385,NA,NA,134,278,311,366,NA,NA,5,NA,NA,49,339,NA,NA,123,NA,284,National Rank,Alabama St.,2003,16942
Significant Contributor,NA,Lamar Clark,,NA,Jr,29,67.4,90.4,20.6,20.7,43.1,47.3,8.7,10.6,10.6,24.6,0.4,2.4,3.3,2.3,27.7,47,62,0.758,89,189,0.471,5,35,0.143,NA,NA,NA,NA,NA,NA,426,392,NA,NA,NA,NA,NA,NA,NA,397,NA,NA,National Rank,Alabama St.,2003,18234
Role Player,NA,Keith Gamble,6-4,185,Sr,29,78.5,106.7,19.4,24,53.3,55.1,3.7,7.7,7.7,17.7,1.5,2.3,2.7,1.8,17.8,39,54,0.722,49,126,0.389,75,177,0.424,348,NA,NA,478,346,NA,NA,NA,NA,NA,NA,NA,416,NA,NA,NA,NA,92,National Rank,Alabama St.,2003,18170
Role Player,NA,Xavier Oliver,,NA,Jr,29,63.2,87.8,16.4,15.6,42.4,46.1,8.5,8.5,8.5,26,2,2.6,3.5,2,31,33,49,0.673,67,153,0.438,0,5,0,NA,NA,NA,NA,NA,NA,454,325,NA,NA,NA,466,NA,NA,NA,NA,NA,NA,National Rank,Alabama St.,2003,17415
Role Player,NA,Cedric Mitchell,,NA,,29,56,99.1,18.3,20.7,50.3,52.8,3.4,9.2,9.2,22.4,0.6,2.4,3.8,1.9,22,30,41,0.732,20,40,0.5,49,146,0.336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Alabama St.,2003,2412
Role Player,NA,Michael Green,6-11,235,Sr,24,36.9,89.2,18.9,17.1,55.4,53.5,6.5,3,3,25.6,5.4,1.1,4.6,3.2,52.5,23,53,0.434,56,100,0.56,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2003,18396
Role Player,NA,Alvin Pettway,6-9,240,Sr,13,35,97.9,18.7,16.9,44.2,50,9.7,6.6,6.6,19.4,2.8,2.9,2.4,3.8,64.2,40,61,0.656,42,95,0.442,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2003,18411
Role Player,NA,Derrick Russell,,NA,So,29,32.5,79.8,19.8,16.3,47.1,44.1,13.9,5.5,5.5,27.7,5.8,1.4,7.7,3,50.6,13,43,0.302,40,85,0.471,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2003,17525
Role Player,NA,Alexander Oliver,,NA,,25,17.5,77.9,16.5,12.1,33.8,42.5,1.7,19,19.3,33.5,0,2,4.7,2.7,58.8,14,20,0.7,10,24,0.417,1,10,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2003,329
Role Player,NA,George West,6-6,200,Jr,17,16.8,91.7,19.1,20.8,40.2,44.4,10.1,6.5,6.5,19.2,1.6,0.9,4.7,2.2,26.8,11,15,0.733,21,50,0.42,1,6,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2003,18515
Role Player,NA,Tristan Smith,6-4,200,Fr,19,10.4,63.5,16.4,16.1,31.5,34.1,1.9,4.7,4.7,26.8,0,1.5,3.6,2.5,40.7,5,11,0.455,7,17,0.412,1,10,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2003,18564
Benchwarmer,NA,Sam Milledge,,NA,Jr,15,6.5,55.3,19.4,12.5,34.6,42.9,0,7.4,7.4,48.6,0,2.4,2.1,2.6,53.8,5,7,0.714,3,8,0.375,1,5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2003,18003
Benchwarmer,NA,Kevin Harris,5-10,165,,16,5.6,62.1,20.4,14.4,42.3,43,0,23,23.1,48.7,0,1.8,3.6,1.2,15.4,1,2,0.5,1,4,0.25,3,9,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2003,35586
Go-to Guys,NA,Jamar Wilson,,NA,,27,87.3,103.7,28.7,26.7,53.2,58,4.6,22,22,20.3,0.2,1.3,3.2,3.5,36,110,135,0.815,150,283,0.53,33,92,0.359,85,NA,68,256,348,261,NA,NA,291,NA,NA,NA,NA,498,NA,176,416,465,National Rank,Albany,2003,64
Significant Contributor,NA,Antione Johnson,6-1,180,Sr,28,90.1,100.5,20.2,23.1,51.3,53.4,2.1,10,10.7,14.9,0.8,2.1,2.2,1.5,14.3,38,48,0.792,79,168,0.47,62,167,0.371,29,NA,NA,NA,496,NA,NA,NA,NA,187,NA,NA,114,NA,NA,NA,NA,384,National Rank,Albany,2003,18084
Significant Contributor,NA,Levi Levine,,NA,,28,82.8,101.6,22.5,22.9,48,52.5,5.6,11.5,11.5,14.8,2,2.8,3.4,2.8,32.1,76,98,0.776,100,226,0.442,31,79,0.392,203,NA,NA,NA,NA,NA,NA,452,NA,182,NA,359,NA,NA,NA,335,NA,237,National Rank,Albany,2003,601
Significant Contributor,NA,Rhasheed Peterson,6-5,200,Sr,28,72.5,102.7,20.2,25.9,51.3,52,2.8,5.2,5.2,8.5,1.5,1.4,3.8,1.4,11.3,21,34,0.618,59,135,0.437,64,167,0.383,NA,NA,NA,33,497,NA,NA,331,NA,5,NA,NA,NA,NA,NA,NA,NA,297,National Rank,Albany,2003,18207
Limited Role,NA,Earv Opong,5-5,155,Sr,28,83.7,83.3,14,11.7,44.6,45,0.2,21,21.5,29.4,0.1,2.8,1.9,1,14.6,11,23,0.478,28,68,0.412,28,89,0.315,165,NA,NA,NA,NA,NA,NA,NA,314,NA,NA,346,51,NA,NA,NA,NA,NA,National Rank,Albany,2003,18121
Limited Role,NA,Chris Wyatt,,NA,So,24,35.5,60.4,13.4,10.2,29.3,30.4,7.1,4.1,4.1,30.7,2.2,1.6,5.2,1.6,34.5,7,20,0.35,17,58,0.293,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albany,2003,2774
Limited Role,NA,Jerrad Knotts,,NA,,24,21.5,76,14.4,14.8,35.3,37.7,5.6,3.1,3.1,18.5,0.4,1.5,2.1,1.4,19.6,6,10,0.6,12,26,0.462,4,25,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albany,2003,17539
Nearly Invisible,NA,Janis Pipikis,,NA,Jr,24,21.9,94.3,8.5,5.7,30,41.2,11.1,2.8,2.8,25.1,0,1.9,4.3,1.3,45,8,9,0.889,6,20,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albany,2003,18046
Benchwarmer,NA,Herman Banks,6-9,190,,9,3.6,36.5,13.1,7,0,10.1,11.3,0,0,44.6,9.7,0,9.8,1.6,50,1,2,0.5,0,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albany,2003,37108
Go-to Guys,NA,Lee Cook,6-10,230,Jr,17,34.8,92.4,33.6,32,52.3,54.2,13,14.3,14.3,26.2,4.6,1.1,5,5.4,44.9,58,97,0.598,110,209,0.526,2,7,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcorn St.,2003,18420
Major Contributor,NA,Tori Harris,6-4,180,Sr,29,43.2,109.1,24.1,25.3,47.6,56.2,8.6,10.6,10.6,18.1,0.5,1.9,3.6,4.8,49.1,92,104,0.885,71,140,0.507,20,72,0.278,NA,438,36,369,NA,NA,451,NA,NA,NA,NA,NA,NA,12,NA,25,NA,NA,National Rank,Alcorn St.,2003,18372
Significant Contributor,NA,Dion Callans,,NA,Jr,33,58.8,96.2,21.4,21.5,45.9,49,9.5,15.8,15.8,20.5,0.1,2.3,3.8,3.6,42,63,103,0.612,108,232,0.466,3,13,0.231,NA,NA,NA,NA,NA,NA,333,138,NA,NA,NA,NA,NA,434,NA,NA,NA,NA,National Rank,Alcorn St.,2003,17210
Significant Contributor,NA,Jason Cable,6-2,195,Sr,30,44.2,91.1,21,24.6,44.1,47,1.7,16.1,16.1,21.6,0.7,3.5,3.4,2.5,22.7,34,48,0.708,48,111,0.432,30,100,0.3,NA,NA,NA,422,NA,NA,NA,NA,NA,NA,NA,133,NA,NA,NA,NA,NA,NA,National Rank,Alcorn St.,2003,18369
Significant Contributor,NA,Myles Howard,,NA,So,31,37,91.1,22.8,23.2,49.1,49.9,10.5,14,14,25.2,2,2,3.8,2.9,29.5,26,49,0.531,65,141,0.461,11,25,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcorn St.,2003,17387
Role Player,NA,DeAndre Jones,,NA,Fr,33,47.6,78.9,19.1,20.4,40.4,42.4,3.1,14,14,27.8,2,2,4.7,2.1,21.8,24,41,0.585,37,98,0.378,26,90,0.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Alcorn St.,2003,1237
Limited Role,NA,Alleo Frazier,,NA,,33,50.6,99.2,12.5,9.9,49.5,54.6,1.8,20,20.1,28.3,0,1.6,3.6,2.6,59.8,40,58,0.69,21,49,0.429,18,48,0.375,NA,NA,NA,NA,NA,NA,NA,NA,373,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Alcorn St.,2003,1268
