Role,Number,Player,Ht,Wt,Yr,G,Min.Pct,ORtg,Poss.Pct,Shots.Pct,eFG.Pct,TS.Pct,OR.Pct,DR.Pct,ARate,TORate,Blk.Pct,Stl.Pct,FCper40,FDper40,FTRate,FTM,FTA,FT.Pct,FGM_2,FGA_2,FG_2.Pct,FGM_3,FGA_3,FG_3.Pct,Min.Pct.Rk,ORtg.Rk,Poss.Pct.Rk,Shots.Pct.Rk,eFG.Pct.Rk,TS.Pct.Rk,OR.Pct.Rk,DR.Pct.Rk,ARate.Rk,TORate.Rk,Blk.Pct.Rk,Stl.Pct.Rk,FCper40.Rk,FDper40.Rk,FTRate.Rk,FT.Pct.Rk,FG_2.Pct.Rk,FG_3.Pct.Rk,NationalRank,Team,Year,PlayerId
Limited Role,NA,Brent Wilson,,NA,Fr,28,56.2,106,15.5,19.9,53.9,55.3,4.5,5.8,5.8,16.7,1.3,1.5,3.5,2.1,14.5,17,24,0.708,29,57,0.509,40,108,0.37,NA,NA,NA,NA,NA,NA,NA,264,NA,458,NA,NA,NA,NA,NA,NA,NA,425,National Rank,Albany,2005,1338
Limited Role,NA,Aquawasi St. Hillaire,,NA,,28,45.1,102.6,15.6,15.1,53,56.8,9.2,7.2,7.2,23.6,0.9,3.3,3.2,2.8,36,27,36,0.75,53,100,0.53,0,0,0,NA,NA,NA,NA,NA,NA,403,NA,NA,NA,NA,195,NA,NA,NA,NA,434,NA,National Rank,Albany,2005,1801
Limited Role,NA,Brian Lillis,,NA,Fr,21,31.7,110.8,13.2,10.9,67.6,68.1,4.5,15.1,15.1,28.3,2,4.8,5.5,2.7,47.1,16,24,0.667,27,39,0.692,5,12,0.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albany,2005,2344
Nearly Invisible,NA,Chris Wyatt,6-6,220,Sr,27,21.7,100.2,11.9,8.5,63,63.8,8.6,4.9,4.9,31.2,4.8,3,5.4,2.8,70.4,12,19,0.632,17,27,0.63,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Albany,2005,2774
Major Contributor,NA,Delvin Thompson,,NA,So,29,74.6,94.7,25.9,30.3,49,52,3.7,13,13.9,18.1,0.3,2.6,3.4,5.3,40.2,90,140,0.643,103,203,0.507,45,145,0.31,NA,NA,221,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,218,423,NA,NA,NA,National Rank,Alcorn St.,2005,523
Major Contributor,NA,DeAndre Jones,6-4,205,Jr,28,58.6,75.4,26.8,29.5,40,42.7,4,17.3,17.3,25.3,1.6,2,4.8,4.4,30.5,47,81,0.58,69,178,0.388,25,88,0.284,NA,NA,147,86,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Alcorn St.,2005,1237
Significant Contributor,NA,Almaad Jackson,,NA,,26,52.2,85.2,21.8,20.2,42.6,49.6,7.9,11.6,11.6,26.9,6.7,1.3,3.9,4.9,56.8,66,92,0.717,48,122,0.393,14,40,0.35,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,89,NA,NA,33,NA,NA,NA,NA,National Rank,Alcorn St.,2005,1518
Significant Contributor,NA,Juan Wyatt,,NA,So,27,46,81.9,20.8,19.7,54.7,53.6,9.6,13.5,13.5,32.6,1.3,1.5,6.4,3.2,29.5,18,41,0.439,76,138,0.551,0,1,0,NA,NA,NA,NA,NA,NA,356,44,NA,NA,NA,NA,NA,NA,NA,NA,258,NA,National Rank,Alcorn St.,2005,1777
Significant Contributor,NA,Fred Cole,6-5,180,Jr,25,31.1,67.8,22.4,21.6,34,38,6.6,6,6,25.5,0.3,1.4,3.8,5.2,58.3,30,60,0.5,23,63,0.365,8,40,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcorn St.,2005,2374
Significant Contributor,NA,John Chandler,,NA,,8,10.7,68.9,21.2,24.9,41.5,41.5,0,14,14.1,29.4,0,1.3,2.2,2.4,12.2,2,5,0.4,5,18,0.278,8,23,0.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcorn St.,2005,3238
Role Player,NA,Rhau-Chavis Landfair,6-9,250,Sr,28,34.3,75.6,18.4,15.2,35,44,8,6.4,6.4,28.8,5.8,0.8,6.2,4.8,76.2,40,61,0.656,28,80,0.35,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcorn St.,2005,2229
Role Player,NA,Patrick Horton,,NA,Fr,27,28.7,64.4,16.3,22,27.3,28.9,3.4,11,11.5,17.4,0,1.5,5,2.1,11.3,6,11,0.545,7,33,0.212,13,64,0.203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcorn St.,2005,2478
Role Player,NA,James Kendrick,,NA,,27,25.5,81,16,16.3,43.8,45.8,7.3,6.6,6.6,24.6,3.8,2.6,6.7,3.2,40.6,14,26,0.538,28,64,0.438,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcorn St.,2005,2612
Limited Role,NA,Alleo Frazier,,NA,So,29,58,84.2,14.4,13,42.2,46.8,2.4,24,24.9,31,0.1,3.8,4.4,2.5,33.6,28,39,0.718,13,45,0.289,24,71,0.338,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,96,NA,NA,NA,NA,NA,NA,National Rank,Alcorn St.,2005,1268
Limited Role,NA,Corey Jackson,5-11,165,Sr,27,36.4,57.2,14,10,33.9,35.6,3,19,19.1,44.2,0.7,2.6,2.8,2.2,32.1,8,18,0.444,19,50,0.38,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcorn St.,2005,36582
Limited Role,NA,Jerist Roberts,,NA,,29,32.8,79.6,12.1,8.3,42.9,45.5,7.5,14.4,14.4,32.7,0,3.1,4,3,76.2,16,32,0.5,15,32,0.469,2,10,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alcorn St.,2005,2296
Major Contributor,NA,Linas Lekavicius,,NA,So,28,61.2,86.8,24,17.7,46.9,48.6,7,31.8,31.8,32.9,0.3,3.6,3.8,3.7,38,34,62,0.548,57,121,0.471,13,42,0.31,NA,NA,41,NA,NA,NA,NA,NA,55,NA,NA,137,NA,NA,NA,NA,NA,NA,National Rank,American,2005,1141
