Role,Number,Player,Ht,Wt,Yr,G,Min.Pct,ORtg,Poss.Pct,Shots.Pct,eFG.Pct,TS.Pct,OR.Pct,DR.Pct,ARate,TORate,Blk.Pct,Stl.Pct,FCper40,FDper40,FTRate,FTM,FTA,FT.Pct,FGM_2,FGA_2,FG_2.Pct,FGM_3,FGA_3,FG_3.Pct,Min.Pct.Rk,ORtg.Rk,Poss.Pct.Rk,Shots.Pct.Rk,eFG.Pct.Rk,TS.Pct.Rk,OR.Pct.Rk,DR.Pct.Rk,ARate.Rk,TORate.Rk,Blk.Pct.Rk,Stl.Pct.Rk,FCper40.Rk,FDper40.Rk,FTRate.Rk,FT.Pct.Rk,FG_2.Pct.Rk,FG_3.Pct.Rk,NationalRank,Team,Year,PlayerId
Limited Role,23,Eddie Murray,6-8,195,Fr,29,27.8,111.5,13.4,14.3,53.1,57.6,6.5,7.7,7.7,17.4,4.7,2,5.9,3,40.6,20,26,0.769,28,51,0.549,4,13,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida Gulf Coast,2010,9755
Limited Role,33,Charlie Lytle,6-8,190,Jr,27,22.7,63.9,14.2,14,36.3,36.3,4.2,10.9,10.9,38.5,4.4,1.3,5,1.3,0,0,0,0,11,23,0.478,5,28,0.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida Gulf Coast,2010,9877
Nearly Invisible,11,Chad Lutkenhaus,6-5,200,Jr,29,37.6,91.8,9,7.4,56.7,56.5,1.8,10,10.7,32.3,0.3,2.5,3.3,2,42.2,10,19,0.526,15,28,0.536,7,17,0.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida Gulf Coast,2010,7316
Significant Contributor,31,Chris Singleton,6-9,227,So,32,78.2,89.3,21.8,20.9,47.4,48.1,7.8,14.1,14.1,25.7,5.4,4.1,3.8,4,40.5,57,115,0.496,82,166,0.494,35,118,0.297,373,NA,NA,NA,NA,NA,NA,385,NA,NA,16,3,NA,NA,NA,NA,NA,NA,National Rank,Florida St.,2010,7748
Significant Contributor,32,Solomon Alabi,7-1,251,So,32,63.8,110.1,22.4,22.5,53.4,59.6,11.5,4.4,4.4,19.5,10.4,1.4,3.7,5.2,54.6,108,136,0.794,133,249,0.534,0,0,0,NA,423,NA,NA,337,156,173,NA,NA,NA,15,NA,NA,289,187,267,409,NA,National Rank,Florida St.,2010,7911
Significant Contributor,21,Michael Snaer,6-5,200,Fr,32,58.8,89.6,22.6,22.6,48.9,52,3.6,11,11.7,27.5,0.9,1.3,3.1,4,37.8,57,87,0.655,78,164,0.476,23,66,0.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Florida St.,2010,9161
Significant Contributor,1,Xavier Gibson,6-11,240,So,32,32,97.2,23.1,23.1,57.8,57.6,11.3,6.1,6.1,25.3,7.2,1.7,5.8,4.3,40.6,28,52,0.538,65,113,0.575,6,15,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida St.,2010,8807
Role Player,22,Derwin Kitchen,6-4,198,Jr,31,68.9,102.7,18.8,17.1,47.5,51.9,4.6,26.9,26.9,24.3,0.9,3.1,1.9,3.4,40.2,58,82,0.707,67,137,0.489,20,67,0.299,NA,NA,NA,NA,NA,NA,NA,NA,166,NA,NA,213,113,NA,NA,NA,NA,NA,National Rank,Florida St.,2010,8040
Role Player,4,Deividas Dulkys,6-5,196,So,32,54.9,114.8,17.6,23.9,57,57.9,4.4,10,10.1,15.6,1.4,2.7,4.5,2.2,12.8,20,29,0.69,23,48,0.479,71,179,0.397,NA,197,NA,NA,NA,NA,NA,NA,NA,478,NA,396,NA,NA,NA,NA,NA,219,National Rank,Florida St.,2010,8409
Role Player,42,Ryan Reid,6-8,237,Sr,31,54.8,97.1,18.5,17.6,49.1,51.6,9.8,10.1,10.1,22.9,2.6,1.5,2.6,3.8,46.1,46,77,0.597,82,167,0.491,0,0,0,NA,NA,NA,NA,NA,NA,343,NA,NA,NA,495,NA,463,NA,NA,NA,NA,NA,National Rank,Florida St.,2010,5439
Role Player,3,Luke Loucks,6-5,196,So,32,49.2,95.4,16.3,14.4,48,49.8,1.5,26.6,26.6,29,0.4,2.4,3.9,2.6,31.7,23,39,0.59,23,44,0.523,24,79,0.304,NA,NA,NA,NA,NA,NA,NA,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Florida St.,2010,8132
Role Player,2,Jordan DeMercy,6-7,215,Jr,21,23.2,90.4,17.2,15.4,44.4,51.8,6,9,9,29.7,2.3,3.5,2.5,3.4,45.2,23,28,0.821,23,48,0.479,3,14,0.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Florida St.,2010,8015
Go-to Guys,33,Chris Gaston,6-7,210,Fr,28,87.6,89.6,30.9,28.4,45.2,49.5,11.6,11.5,11.5,22.7,4.7,1.4,3,6,43,122,182,0.67,188,401,0.469,2,22,0.091,69,NA,22,164,NA,NA,166,105,NA,NA,222,NA,NA,111,44,NA,NA,NA,National Rank,Fordham,2010,8941
Major Contributor,24,Brenton Butler,6-2,205,Sr,28,85.8,95.1,25.9,29.3,40.3,46.5,1.4,16,16.6,13.6,0,1.4,2.4,5,33.7,117,144,0.812,85,233,0.365,58,194,0.299,109,NA,242,122,NA,NA,NA,NA,NA,22,NA,NA,301,334,NA,187,NA,NA,National Rank,Fordham,2010,4967
Major Contributor,1,Jio Fontan,6-0,170,So,5,15.9,91.5,25.4,21.1,40.4,48.4,0.6,25,25.5,20.5,0,1.5,3.1,7,75.4,29,43,0.674,14,33,0.424,6,24,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fordham,2010,7592
Role Player,5,Lance Brown,6-3,195,Fr,25,49.5,89.6,18,19.4,44.2,45.4,7.9,7.5,7.5,18.1,0.5,1.3,3.1,2.8,21.5,19,35,0.543,57,139,0.41,10,24,0.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Fordham,2010,9290
Limited Role,21,Alberto Estwick,6-5,185,So,28,62.6,92.3,15.9,19.1,47.8,48.1,2.1,9.9,9.9,18.1,0.9,2,3.9,1.9,9.4,10,19,0.526,43,81,0.531,36,122,0.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,437,NA,National Rank,Fordham,2010,7804
Limited Role,15,Fahro Alihodzic,6-10,235,Fr,28,55.8,78.7,13.8,13.6,41.5,43.3,6.2,2,2,24.6,2.1,1.1,5.7,2.3,24.8,18,32,0.562,52,125,0.416,1,4,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Fordham,2010,9197
Limited Role,32,Jacob Green,6-9,220,Jr,28,33.5,79.1,12.8,11.1,42.9,44.2,7.4,3.2,3.2,27.3,6.4,1.3,9.8,2.4,34.9,11,22,0.5,27,63,0.429,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fordham,2010,8126
Limited Role,4,Herb Tanner,6-4,170,Sr,23,30.1,79.4,15.3,13.1,36.6,40.8,1.8,18,18.7,24.3,1.1,2.1,4.6,3.3,47.8,18,32,0.562,20,48,0.417,3,19,0.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fordham,2010,5928
Limited Role,44,Danny Thompson,6-4,200,Fr,24,23.8,69.4,12.3,12.6,32.4,36.5,3.4,5,5,26.7,0.3,0.6,3,1.8,15.7,7,8,0.875,6,25,0.24,7,26,0.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fordham,2010,9853
Limited Role,22,Rayner Moquete,6-1,181,Fr,18,22.1,63,15.4,12.8,35.4,38.6,2,13.2,13.2,38.5,0,1.5,3.7,2,16.7,6,8,0.75,8,32,0.25,6,16,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fordham,2010,9891
Limited Role,3,Brennen Melvin,6-5,195,Fr,18,18.8,71.4,13.9,12.9,28,34.3,2.8,15,15.2,26.1,0.4,2.9,3.6,2.4,29.3,9,12,0.75,4,17,0.235,5,24,0.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fordham,2010,9976
Major Contributor,30,Sylvester Seay,6-9,225,Sr,33,73.6,101.9,26,28.7,50,53.8,7.6,12.5,12.5,16.2,4.3,2.1,3.7,4.6,36.6,98,136,0.721,132,246,0.537,36,126,0.286,NA,NA,241,151,NA,NA,NA,443,NA,NA,264,NA,NA,NA,NA,NA,384,NA,National Rank,Fresno St.,2010,4333
Major Contributor,24,Paul George,6-8,210,So,29,72.9,104.6,27.7,28.3,50.6,57.2,6.6,22.4,22.4,20.9,2.9,3.9,3.5,4.6,36.4,120,132,0.909,95,196,0.485,59,167,0.353,NA,NA,134,174,NA,315,NA,234,331,NA,436,43,NA,NA,NA,6,NA,NA,National Rank,Fresno St.,2010,7597
Significant Contributor,22,Greg Smith,6-10,250,Fr,33,69.2,103.4,22.5,21.1,57.6,58.5,9.6,10.8,10.8,19.9,5,1.8,4.3,4.9,56.4,85,145,0.586,148,257,0.576,0,0,0,NA,NA,NA,NA,101,219,373,NA,NA,NA,194,NA,NA,379,167,NA,146,NA,National Rank,Fresno St.,2010,9049
Role Player,1,Mychal Ladd,6-5,190,So,32,74.8,105.2,17.4,21.6,51.6,53.7,5,10,10.5,14.5,0.9,1.7,1.8,2.2,16.5,36,47,0.766,48,116,0.414,66,169,0.391,NA,NA,NA,NA,464,NA,NA,NA,NA,316,NA,NA,84,NA,NA,NA,NA,264,National Rank,Fresno St.,2010,7758
Role Player,20,Garrett Johnson,6-5,190,Fr,25,13.6,67.9,16.4,20.8,30,30.8,3.9,4.5,4.5,12.1,0.6,1.6,4.7,2.5,22,4,11,0.364,9,31,0.29,4,19,0.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fresno St.,2010,10118
Limited Role,12,Steven Shepp,6-2,170,So,32,74.2,93.8,14.4,11.1,49,50.7,0.7,29,29.1,29.9,0.9,3.3,2.6,2.4,40,33,58,0.569,20,42,0.476,34,103,0.33,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,134,438,NA,NA,NA,NA,NA,National Rank,Fresno St.,2010,9010
Limited Role,32,Brandon Sperling,6-4,180,So,33,52.1,75.4,15.8,11.4,35.2,41.6,2.5,18.2,18.2,32.7,0.5,1.7,2.4,3.1,59,38,62,0.613,28,72,0.389,6,33,0.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311,NA,NA,NA,NA,NA,National Rank,Fresno St.,2010,8233
Limited Role,15,Nedeljko Golubovic,6-8,245,Jr,32,37.2,77.1,15.5,16,32.9,37.7,3.8,6.8,6.8,17.9,1.6,1.4,4.4,3.2,44.8,27,47,0.574,21,58,0.362,9,47,0.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fresno St.,2010,6712
Limited Role,11,Jerry Brown,6-7,195,Fr,31,27.3,91.9,15.7,13.1,50.8,51.3,5.8,5.2,5.2,19.9,3.8,2.5,5.3,4.5,85.7,27,54,0.5,32,63,0.508,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fresno St.,2010,9771
Major Contributor,31,Amu Saaka,6-6,210,Jr,30,80.9,105.4,25.5,27.8,50.3,54.1,8.2,13,13,15.4,1.4,1.2,3.9,5.1,42.3,107,154,0.695,123,254,0.484,40,110,0.364,279,NA,289,208,NA,NA,NA,42,NA,425,NA,NA,NA,312,459,NA,NA,488,National Rank,Furman,2010,5424
Major Contributor,32,Bryson Barnes,6-6,205,So,30,46.5,97.6,24.1,24.8,47.1,52.3,10.1,11,11,21.4,5.8,1,5.5,4.1,34.8,52,65,0.8,55,129,0.426,22,58,0.379,NA,NA,431,492,NA,NA,312,228,NA,NA,146,NA,NA,NA,NA,237,NA,345,National Rank,Furman,2010,8036
Significant Contributor,11,Jordan Miller,6-2,175,Jr,28,73.2,101.9,23.2,26.1,47.6,53.4,2.6,13.4,13.4,16.9,1.3,1.6,3.6,4.5,38.5,96,119,0.807,69,160,0.431,52,149,0.349,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,NA,NA,National Rank,Furman,2010,6667
Significant Contributor,34,Colin Reddick,6-9,240,Fr,29,34.6,84.9,23.5,19.1,42.1,48.6,11.8,3.7,3.7,26.5,8.9,1.9,6.2,5.6,71,49,76,0.645,45,107,0.421,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Furman,2010,9581
Role Player,1,Justin Dehm,6-1,182,Jr,30,71.5,108.4,16.1,19.2,48.9,52.9,0.8,19,19.3,14.6,0.1,2.1,2,2.6,23.4,44,52,0.846,35,80,0.438,49,142,0.345,NA,NA,NA,NA,NA,NA,NA,NA,499,335,NA,NA,169,NA,NA,NA,NA,NA,National Rank,Furman,2010,6332
Role Player,24,Brandon Sebirumbi,6-9,230,So,30,47.2,96.3,16.5,12.2,51.6,58,6.5,4.1,4.1,25.9,2.1,0.9,6.8,4.9,100,63,93,0.677,48,92,0.522,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381,NA,NA,NA,NA,National Rank,Furman,2010,7923
Role Player,4,Noah States,6-8,210,Jr,29,26.2,89.3,17,17.2,42.5,46,4.7,12.6,12.6,21.5,5.6,0.7,4,3.2,37,17,27,0.63,19,51,0.373,8,22,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Furman,2010,6474
Role Player,2,Neil Duval,6-8,238,So,25,15.6,92.3,17.3,15.8,38.8,49.5,7.3,5.5,5.5,23.1,3.1,0.9,4.7,3.9,55,19,22,0.864,14,35,0.4,1,5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Furman,2010,8485
Limited Role,5,Darryl Evans,6-1,185,Sr,30,71.8,98,15,12.8,52,53.5,1.9,22,22.7,25.3,0.3,1.6,3.2,3.1,49.7,42,74,0.568,43,88,0.489,23,61,0.377,NA,NA,NA,NA,436,NA,NA,NA,317,NA,NA,NA,NA,NA,287,NA,NA,363,National Rank,Furman,2010,6802
Limited Role,50,Chris Toler,6-9,235,Fr,29,30.3,80.4,15.1,13.5,43.9,47.8,7.2,3.4,3.4,30.4,4.6,1.1,5.3,2.7,36.4,16,24,0.667,29,66,0.439,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Furman,2010,8624
Major Contributor,5,C.J. Hailey,6-0,190,Sr,29,62.1,96.2,24,25.8,48.9,53.8,3.9,10,10.7,21.2,0.4,1.1,4.9,4.3,32.1,73,90,0.811,98,214,0.458,26,66,0.394,NA,NA,449,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194,NA,236,National Rank,Gardner Webb,2010,8413
Major Contributor,12,Anton Silver,6-3,175,Sr,29,50.2,95.4,27.4,30.2,50.4,52.4,4.3,15.6,15.6,20,0.5,1.6,4.3,4.7,29.8,50,79,0.633,60,126,0.476,49,139,0.353,NA,NA,155,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,463,NA,NA,NA,NA,National Rank,Gardner Webb,2010,8643
Significant Contributor,35,Jonathan Moore,6-4,190,Jr,29,57.7,100.6,20.5,21.7,51.6,55.3,5.9,5.2,5.2,18.6,0.4,1.5,4.2,4.4,41.6,64,91,0.703,71,146,0.486,28,73,0.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308,National Rank,Gardner Webb,2010,7772
Significant Contributor,42,Auryn MacMillan,6-8,235,Sr,27,45.2,93.7,20.6,21.3,51.2,51.5,11.6,4.8,4.8,20.7,6.1,1,4.2,3.7,32.7,28,55,0.509,86,168,0.512,0,0,0,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,134,NA,NA,NA,NA,NA,NA,NA,National Rank,Gardner Webb,2010,5552
Significant Contributor,14,Thomas Staton,6-6,210,Fr,23,20.1,72.9,22.3,19.4,36,40.5,3.6,22.3,22.3,32.7,0.4,3.4,4.4,3.2,26.5,13,18,0.722,20,55,0.364,3,13,0.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gardner Webb,2010,9937
Significant Contributor,3,David Brown,6-2,180,So,14,10,90,23.5,29.6,46.2,46.8,4.5,14,14.2,19.4,0,2.7,0.3,2.1,5.8,2,3,0.667,6,11,0.545,12,41,0.293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gardner Webb,2010,10249
Role Player,4,Grayson Flittner,6-0,200,Sr,27,55,103,18.6,21.7,51,53,1.6,17,17.6,17.5,0.1,2.8,1.8,2.7,19.6,29,41,0.707,18,52,0.346,59,157,0.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,77,NA,NA,NA,NA,382,National Rank,Gardner Webb,2010,5513
Role Player,24,Brian McNair,6-0,165,Fr,27,43.6,79.3,16.2,15.6,35.3,36.8,2.3,24,24.5,26,1.5,2.8,3.7,2.1,17.6,11,21,0.524,24,67,0.358,12,52,0.231,NA,NA,NA,NA,NA,NA,NA,NA,251,NA,NA,319,NA,NA,NA,NA,NA,NA,National Rank,Gardner Webb,2010,9392
Role Player,11,Brandon Jackson,6-0,205,Sr,20,28.7,78.3,19.3,9,42.2,48.9,1.9,42,42.5,45.5,0,2.9,5.8,3.2,62.2,19,28,0.679,19,43,0.442,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gardner Webb,2010,7357
Role Player,44,Luke Engelken,6-7,215,Jr,13,14.9,71,16.2,17.3,37.8,39.2,3,10.3,10.3,30.5,2.2,2.2,4.8,1.5,4.4,2,2,0.999,5,11,0.455,8,34,0.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gardner Webb,2010,10083
Limited Role,2,Joshua Henley,6-3,215,So,29,57.4,86.3,14.7,13.7,46.4,45.2,10.2,9.4,9.4,25.6,0,0.9,3.7,2.2,22.5,10,31,0.323,64,137,0.467,0,1,0,NA,NA,NA,NA,NA,NA,299,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Gardner Webb,2010,7683
Limited Role,15,Stefon Johnson,6-6,215,Fr,27,39.9,90.9,15.5,14,53.6,54.9,7,5.4,5.4,27.4,2.7,1.8,3.8,3,39.8,23,39,0.59,51,92,0.554,1,6,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gardner Webb,2010,9472
Major Contributor,24,Ryan Pearson,6-6,230,So,30,66,99.8,24.1,24.5,48.2,52,7.7,9.7,9.7,17.2,1.8,2.4,4,4.9,47.5,87,133,0.654,114,231,0.494,14,49,0.286,NA,NA,429,NA,NA,NA,NA,322,NA,NA,NA,NA,NA,378,336,NA,NA,NA,National Rank,George Mason,2010,8145
Significant Contributor,20,Cam Long,6-4,187,Jr,31,79,97.1,23.3,22.8,43.6,49.7,3.1,20.2,20.2,19.6,0.4,2.3,1.4,4.5,46.2,106,144,0.736,85,205,0.415,34,107,0.318,347,NA,NA,NA,NA,NA,NA,NA,456,NA,NA,NA,17,NA,359,NA,NA,NA,National Rank,George Mason,2010,6728
Significant Contributor,14,Luke Hancock,6-5,189,Fr,32,57.1,101.1,21.9,18.1,53.4,56.7,6.1,28,28,26.6,1.1,2.1,3.7,3.7,43.6,54,78,0.692,79,145,0.545,11,34,0.324,NA,NA,NA,NA,NA,NA,NA,NA,137,NA,NA,NA,NA,NA,NA,NA,318,NA,National Rank,George Mason,2010,9182
Significant Contributor,3,Kevin Foster,6-7,211,Fr,26,26.7,94.1,20.7,21.4,48,50.4,10.7,0.6,0.6,19.3,4.5,1.4,4.9,3.8,38.4,23,38,0.605,43,90,0.478,3,9,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,George Mason,2010,9786
Significant Contributor,32,Johnny Williams,6-8,249,Fr,30,22.2,80.1,21.1,20.5,41.8,41.1,10.4,3.7,3.7,19.8,3.6,1.7,3.8,4.1,45.6,13,36,0.361,33,79,0.418,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,George Mason,2010,9888
Role Player,45,Andre Cornelius,5-10,172,So,31,67.1,105.7,17.6,19.4,54.4,57.2,2.4,11,11.8,19.6,0,1.7,3.2,2.8,28.4,47,64,0.734,40,98,0.408,55,127,0.433,NA,NA,NA,NA,254,317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,National Rank,George Mason,2010,8054
Role Player,22,Mike Morrison,6-9,222,So,30,57.4,104.5,19.8,18.6,55.7,54.7,10.7,10.2,10.2,17.1,6.8,1.9,5.1,4.2,53.5,48,99,0.485,103,185,0.557,0,0,0,NA,NA,NA,NA,NA,NA,243,46,NA,NA,105,NA,NA,NA,NA,NA,243,NA,National Rank,George Mason,2010,9178
Role Player,15,Sherrod Wright,6-4,193,Fr,31,38.7,95.6,19.6,19.1,47.3,52.9,3.9,5.9,5.9,20.7,1.2,1.8,2.7,4.3,53.9,49,69,0.71,44,86,0.512,11,42,0.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,George Mason,2010,9501
Limited Role,13,Isaiah Tate,6-4,214,Jr,30,44,96.5,14.3,16.3,46.4,47.6,4.3,8,8,16.2,0.4,1.9,2.2,2.4,26.6,18,33,0.545,23,55,0.418,23,69,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,NA,NA,NA,NA,NA,National Rank,George Mason,2010,8660
Limited Role,33,Louis Birdsong,6-6,230,Sr,30,29.9,95.7,12.9,14.7,46.7,48.4,3.6,9.2,9.2,19.2,5,1.7,4.8,1.7,15.8,8,12,0.667,22,51,0.431,9,25,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,George Mason,2010,5636
Go-to Guys,22,Damian Hollis,6-8,215,Sr,31,57.2,103,30.4,33.7,47.7,53.3,7.1,12,12,18,4.4,2,5.2,5.5,34,99,118,0.839,110,243,0.453,37,104,0.356,NA,NA,38,16,NA,NA,NA,413,NA,NA,25,NA,NA,223,NA,105,NA,NA,National Rank,George Washington,2010,5454
Major Contributor,20,Lasan Kromah,6-5,190,Fr,31,60.9,102.6,24.7,27.6,53.6,53.7,4.8,17.4,17.4,18.3,1.6,4.7,3.1,4,27.2,42,82,0.512,90,167,0.539,48,135,0.356,NA,NA,369,223,321,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,372,NA,National Rank,George Washington,2010,9129
Significant Contributor,42,Joseph Katuka,6-11,222,Jr,30,36.2,100.5,21,20.1,52.7,54.9,11.8,2.8,2.8,20.5,4.3,1.4,8,4.5,47.3,38,62,0.613,69,131,0.527,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,George Washington,2010,7490
Significant Contributor,0,Dwayne Smith,6-6,215,Fr,31,31.8,91.7,23.7,25.2,45.8,47.9,10.1,5.8,5.8,20.7,0.9,2.2,4.5,4,30.6,26,44,0.591,48,103,0.466,12,41,0.293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,George Washington,2010,9646
Significant Contributor,32,Tim Johnson,6-3,180,Fr,27,22.2,90,21.7,25.3,40.1,43.9,4.3,15,15.4,20,0.9,1.4,3.2,2.7,14.9,14,15,0.933,30,67,0.448,7,34,0.206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,George Washington,2010,9890
Role Player,3,Tony Taylor,6-1,191,So,31,75.1,105.8,18.4,17.2,46.8,50.4,2.3,26,26.4,16.9,0,1.7,2.3,4.2,51.3,74,119,0.622,80,181,0.442,19,51,0.373,NA,NA,NA,NA,NA,NA,NA,NA,184,NA,NA,NA,266,NA,252,NA,NA,NA,National Rank,George Washington,2010,7730
Role Player,15,Aaron Ware,6-5,201,So,31,47.4,101.2,19.4,17.8,43.1,50.3,8,10.4,10.4,18,0.2,1.3,2.4,4.8,60.5,66,92,0.717,61,141,0.433,3,11,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334,406,NA,NA,NA,NA,National Rank,George Washington,2010,8120
Role Player,5,Bryan Bynes,6-3,160,Fr,29,42.2,90.3,17.1,17.3,38.2,43.4,3.1,14,14.3,19.8,0.2,2.6,3.5,3.5,39.7,35,52,0.673,29,86,0.337,14,45,0.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434,NA,NA,NA,NA,NA,NA,National Rank,George Washington,2010,9415
Role Player,1,Travis King,6-2,215,Jr,30,27.2,87.5,17,16.1,46.8,47.8,2.6,16.5,16.5,27.7,2.2,3.4,3.9,2.7,26.6,11,21,0.524,19,44,0.432,12,35,0.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,George Washington,2010,5179
Limited Role,44,Hermann Opoku,6-10,236,Sr,30,38.7,109.6,13.5,9.9,55.1,60.1,11.4,1.5,1.5,21.1,2.8,1.2,6.7,4.1,94.2,44,65,0.677,38,69,0.551,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,George Washington,2010,7445
Limited Role,12,David Pellom,6-8,212,Fr,30,35.9,85.9,13.9,11,54.9,51.9,6.5,9.9,9.9,32.1,1.9,2.7,3.7,2.5,38,9,27,0.333,36,61,0.59,2,10,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,George Washington,2010,9564
Nearly Invisible,13,Jabari Edwards,6-10,222,So,29,24.6,82.4,9.7,8.6,44.7,43.1,8.5,2.9,2.9,28.7,9.9,1.5,5.2,1.6,21.1,2,8,0.25,17,38,0.447,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,George Washington,2010,9830
Major Contributor,10,Greg Monroe,6-11,250,So,34,85.6,106.2,27.8,24.8,53.4,56.7,8.7,22.4,22.4,20.5,4.9,2.1,3,5.8,54.3,138,209,0.66,195,358,0.545,7,27,0.259,112,NA,127,498,338,355,NA,26,338,NA,206,NA,NA,142,193,NA,322,NA,National Rank,Georgetown,2010,7652
