Role,Number,Player,Ht,Wt,Yr,G,S,Min.Pct,ORtg,Poss.Pct,Shots.Pct,eFG.Pct,TS.Pct,OR.Pct,DR.Pct,ARate,TORate,Blk.Pct,Stl.Pct,FCper40,FDper40,FTRate,FTM,FTA,FT.Pct,FGM_2,FGA_2,FG_2.Pct,FGM_3,FGA_3,FG_3.Pct,Min.Pct.Rk,ORtg.Rk,Poss.Pct.Rk,Shots.Pct.Rk,eFG.Pct.Rk,TS.Pct.Rk,OR.Pct.Rk,DR.Pct.Rk,ARate.Rk,TORate.Rk,Blk.Pct.Rk,Stl.Pct.Rk,FCper40.Rk,FDper40.Rk,FTRate.Rk,FT.Pct.Rk,FG_2.Pct.Rk,FG_3.Pct.Rk,NationalRank,Team,Year,PlayerId
Significant Contributor,1,Dane Norman,6-9,190,So,19,1,16.8,101,20.2,18.3,50.9,55.2,13.4,7.8,7.8,23.1,1.3,0.6,6.8,3.6,33.3,14,18,0.778,14,37,0.378,9,17,0.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air Force,2017,30009
Role Player,15,Jacob Van,6-2,185,Jr,31,27,72.2,107.6,19.7,18.9,50.8,57.6,0.9,19,19.9,18.2,0.1,1.1,1.6,4.5,47.7,95,114,0.833,75,159,0.472,31,80,0.388,NA,NA,NA,NA,NA,364,NA,NA,417,NA,NA,NA,3,NA,224,136,NA,369,National Rank,Air Force,2017,27400
Role Player,20,Trevor Lyons,6-3,190,Jr,31,16,64.3,96.5,17.5,17.2,43,48,2,16.4,16.4,16,0.2,3.2,2.7,4,45.9,60,89,0.674,55,136,0.404,19,58,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,NA,NA,272,NA,NA,NA,National Rank,Air Force,2017,27401
Role Player,5,Zach Kocur,6-3,200,Sr,31,31,64.1,106.6,19.4,21.1,56.8,57.8,4.2,16.8,16.8,18.2,0,1.8,3.7,3.1,21.5,33,51,0.647,46,80,0.575,59,157,0.376,NA,NA,NA,NA,177,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237,492,National Rank,Air Force,2017,18643
Limited Role,2,CJ Siples,6-3,180,Jr,28,8,32.4,82.5,15.9,14.6,38,40.6,2.2,15.7,15.7,20.7,2,2.9,3.8,3.4,42.2,18,35,0.514,15,47,0.319,11,36,0.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air Force,2017,27397
Limited Role,3,Sid Tomes,6-4,204,Fr,15,4,12.3,98.8,14.2,17.5,48.7,51.4,0,11.4,11.4,15.8,0,1.9,3.4,2,10.5,4,4,0.999,5,10,0.5,9,28,0.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air Force,2017,39645
Benchwarmer,25,Kyle Broekhuis,6-7,210,Sr,12,NA,6.2,49.6,15.8,13.8,13.3,18.8,7.3,8.9,8.9,32.9,5.1,0.7,4.6,2.1,13.3,2,2,0.999,2,12,0.167,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air Force,2017,27403
Benchwarmer,0,Caleb Morris,6-3,190,Fr,11,NA,6.2,81.8,22.6,21.1,19.6,36,2.9,16.4,16.4,13.2,1.7,1.5,2,6.4,69.6,13,16,0.812,3,10,0.3,1,13,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air Force,2017,38239
Benchwarmer,43,Ryan Swan-Ford,6-6,227,Fr,9,NA,4,91.9,21.8,21.4,50,53.3,13.6,4.4,4.4,26.6,0,1.2,5.6,2.7,13.3,2,2,0.999,6,11,0.545,1,4,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air Force,2017,39590
Benchwarmer,13,LeSean Brown,6-2,185,Fr,11,NA,2.8,81.5,11.7,8.2,50,39.2,0,15.8,15.8,14.2,0,1.7,1.1,4.5,125,1,5,0.2,2,4,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Air Force,2017,39198
Go-to Guys,23,Isaiah Johnson,6-10,290,Sr,35,35,75.7,117.8,28.5,23.7,62.1,62,11.5,21.7,21.7,16.3,3.3,0.9,3.5,7.2,73.2,152,259,0.587,220,352,0.625,0,2,0,NA,189,94,NA,42,96,123,NA,326,NA,343,NA,NA,21,16,NA,73,NA,National Rank,Akron,2017,18570
Significant Contributor,2,Kwan Cheatham,6-10,235,Sr,35,34,72.1,109,20.2,23,52.4,54.8,5.9,11.4,11.4,15.8,3.3,1.1,3.8,2.7,17.4,45,57,0.789,55,126,0.437,78,202,0.386,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,328,NA,NA,NA,NA,NA,NA,384,National Rank,Akron,2017,18566
Significant Contributor,55,Antino Jackson,5-11,160,Jr,35,35,69.4,106.8,20.9,21.3,53.2,56.3,1.5,18,18.1,19.4,0.3,2.3,3.4,3.4,29.4,64,86,0.744,58,122,0.475,65,170,0.382,NA,NA,NA,NA,446,479,NA,NA,NA,NA,NA,484,NA,NA,NA,NA,NA,418,National Rank,Akron,2017,27414
Significant Contributor,11,Tavian Dunn-Martin,5-8,155,Fr,35,1,26.3,103.3,20.4,22.9,51.3,53.3,0.7,18,18.1,18.8,0,1.9,3.9,2.5,15.1,14,18,0.778,16,36,0.444,30,83,0.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Akron,2017,39688
Significant Contributor,3,Daniel Utomi,6-6,215,Fr,29,1,19.9,107.4,22.5,24.2,57.4,59.9,2.1,5.8,5.8,16.9,0.4,1.9,4,4.6,41,27,39,0.692,17,36,0.472,25,59,0.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Akron,2017,30020
Role Player,0,Jimond Ivey,6-4,195,So,35,29,74,121,17.2,16.6,59.1,62.7,5.8,12.9,12.9,16.4,1,2.3,3.4,3.5,42.6,79,103,0.767,92,142,0.648,34,100,0.34,NA,103,NA,NA,99,77,NA,412,NA,NA,NA,467,NA,NA,358,454,44,NA,National Rank,Akron,2017,30017
Role Player,1,Josh Williams,6-2,195,So,34,8,52.7,101.5,17.6,21.2,53.4,54.2,2.9,6.3,6.3,17.6,0.1,1.4,2.9,2.2,12.7,18,28,0.643,19,37,0.514,66,184,0.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Akron,2017,30021
Limited Role,14,Noah Robotham,6-1,165,Jr,32,32,68.6,114,15.7,15,49.5,55.5,1.2,17,17.4,15.9,0,1.5,2.5,3.4,45.3,73,92,0.793,33,85,0.388,45,118,0.381,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354,NA,282,307,NA,433,National Rank,Akron,2017,27412
Limited Role,10,Aaron Jackson,6-7,215,Jr,30,NA,17.3,97.8,14.1,14.9,43.1,44.5,9.4,1.4,1.4,12,0.9,1.5,4.8,2.8,35.3,9,18,0.5,10,14,0.714,8,37,0.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Akron,2017,25021
Limited Role,22,Emmanuel Olojakpoke,6-8,190,Fr,32,NA,13.1,121.5,15.3,17.4,68.9,65.8,9.8,0,0,12.6,10.9,0.6,10.9,2.9,31.1,6,14,0.429,31,45,0.689,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Akron,2017,38582
Benchwarmer,21,Michael Hughes,6-9,265,Fr,19,NA,9.4,92.6,16.1,11.4,38.1,47.5,6.4,7.8,7.8,22.3,7.2,2.7,7.3,4.6,95.2,13,20,0.65,8,21,0.381,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Akron,2017,39345
Major Contributor,25,Braxton Key,6-8,225,Fr,34,30,73.3,94.8,25.4,22.9,48.3,51.7,6,18.9,18.9,24.4,2.4,1.2,3.4,5,47.7,97,153,0.634,107,224,0.478,32,97,0.33,NA,NA,301,NA,NA,NA,NA,NA,474,NA,NA,NA,NA,343,226,NA,NA,NA,National Rank,Alabama,2017,38189
Significant Contributor,12,Dazon Ingram,6-5,205,Fr,34,34,67.7,107.1,22.3,17.6,56.6,59.8,4.2,26.3,26.3,24.2,1,1.9,3.8,5.2,68.7,103,156,0.66,97,178,0.545,21,49,0.429,NA,NA,NA,NA,186,188,NA,NA,155,NA,NA,NA,NA,265,23,NA,419,NA,National Rank,Alabama,2017,30025
Significant Contributor,5,Avery Johnson,5-11,186,So,34,6,47.6,92.1,22.2,27.9,39.6,42.5,1.9,16,16.3,14.7,0.2,2.3,3.5,3,16.5,32,42,0.762,51,148,0.345,33,106,0.311,NA,NA,NA,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Alabama,2017,26956
Significant Contributor,22,Ar'mond Davis,6-6,193,Jr,32,NA,31.9,92.4,23.8,33.2,41.1,44.3,1.8,2.1,2.1,11.3,0.5,1.8,2,3.3,16.3,27,33,0.818,35,82,0.427,32,120,0.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama,2017,38087
Significant Contributor,11,Shannon Hale,6-8,235,Sr,21,1,17.8,83,23.4,22.3,36.8,44.9,2.8,5,5,22.7,2.8,1.2,4.7,5.5,57.9,31,44,0.705,16,35,0.457,8,41,0.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama,2017,18658
Role Player,1,Riley Norris,6-7,205,Jr,34,27,67.2,106.9,16.8,20.1,49.8,52.8,5,5.7,5.7,14.5,0.5,1.5,3.3,2.9,25.2,48,65,0.738,58,117,0.496,47,141,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,491,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Alabama,2017,27415
Role Player,3,Corban Collins,6-2,195,Sr,32,14,50.6,103,17.7,20.6,46.5,49.2,1.4,13,13.9,14.4,0,1.5,3.3,3.2,30.1,39,60,0.65,25,70,0.357,45,129,0.349,NA,NA,NA,NA,NA,NA,NA,NA,NA,486,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Alabama,2017,15332
Role Player,10,Jimmie Taylor,6-10,250,Sr,34,14,44.9,100.2,16.1,14.4,57.7,56.6,7.5,6.8,6.8,22.6,8.6,1.4,5.5,3.5,51.2,31,63,0.492,71,123,0.577,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,223,NA,National Rank,Alabama,2017,18657
Limited Role,35,Donta Hall,6-9,223,So,34,20,48.5,119,14.9,12.9,65.8,65.2,11.1,5.7,5.7,18.4,8.1,1.6,5.1,3.7,62.5,45,75,0.6,79,120,0.658,0,0,0,NA,15,NA,NA,NA,NA,142,226,NA,NA,5,NA,NA,NA,NA,NA,34,NA,National Rank,Alabama,2017,30024
Limited Role,21,Bola Olaniyan,6-7,235,Sr,33,22,38.5,96.3,15.5,10.3,51.3,53.7,18.9,4.8,4.8,31,0.2,2.6,5.2,2.9,52.6,24,40,0.6,39,76,0.513,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama,2017,20716
Benchwarmer,0,Nick King,6-7,228,Jr,7,2,6.5,78.5,18.9,20.3,38,41.3,3.8,6.8,6.8,24.6,2.5,3.3,1.4,2.9,24,4,6,0.667,5,12,0.417,3,13,0.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama,2017,19886
Benchwarmer,23,Brandon Austin,6-5,204,So,6,NA,3.2,31.4,21.9,31.2,5.3,9.4,5.1,4,4,6.2,2.6,1.4,2.7,4,26.3,2,5,0.4,1,13,0.077,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama,2017,30022
Benchwarmer,2,Lawson Schaffer,5-11,161,So,17,NA,2,149.1,23.9,25.8,60,67.2,4,40.3,40.3,8.9,0,6.4,1.4,4.8,40,4,4,0.999,0,2,0,4,8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama,2017,30026
Major Contributor,3,De'Ederick Petty,5-10,165,Fr,29,25,72.5,96,26.2,26.9,42,49.9,2.2,10.5,10.5,15.5,0.7,0.7,2.7,6.1,57.4,131,175,0.749,56,133,0.421,48,172,0.279,NA,NA,242,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,97,NA,NA,NA,National Rank,Alabama A&M,2017,38450
Significant Contributor,10,Rakiya Battle,5-11,170,Sr,29,29,77.4,76.7,20.3,17.4,32.1,37.3,1.9,33.3,33.3,28,0.2,2,2.3,3,32.9,46,69,0.667,42,140,0.3,17,70,0.243,455,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,261,NA,NA,NA,NA,NA,National Rank,Alabama A&M,2017,21305
Significant Contributor,42,Quinterian McConico,6-8,235,Sr,28,28,72.9,108.2,22.3,25.5,58.4,58.8,8.1,6.6,6.6,14.9,1.4,0.7,3,3.6,29.9,51,87,0.586,170,289,0.588,0,2,0,NA,NA,NA,405,113,257,426,2,NA,NA,NA,NA,NA,NA,NA,NA,172,NA,National Rank,Alabama A&M,2017,30028
Significant Contributor,12,Marcus Merriweather,6-0,185,Sr,26,10,38.8,84.2,21.3,25.1,39.8,43.3,2.3,11,11.4,18.2,0,0.8,3.3,2.8,19.7,23,30,0.767,29,76,0.382,21,76,0.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2017,27391
Significant Contributor,44,Mohamed Sherif,6-8,225,So,20,1,26.6,95.7,20.2,15.4,57.8,53.5,12.2,3.1,3.1,18.3,2.3,0.4,6.8,6,103.1,28,66,0.424,37,64,0.578,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2017,30033
Role Player,4,Ariston Johnson,6-1,175,Fr,29,4,37.6,69.8,16.5,15.3,31.1,37,1.1,16,16.1,28.4,0,1.2,4.2,2.5,30,20,27,0.741,19,71,0.268,6,19,0.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2017,38090
Role Player,30,Adrian Edwards,6-4,195,Sr,17,11,32.2,109,18.1,17.5,50,54.6,8.9,10.8,10.8,13.4,3.2,1,4.7,4.2,56.8,34,50,0.68,44,86,0.512,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2017,27395
Role Player,22,Eugene Jones,6-6,220,So,23,3,26.3,77.7,18.5,20.2,33.1,37.5,5.6,9.4,9.4,18.1,1,0.8,4.9,2.8,26.5,15,22,0.682,26,69,0.377,1,14,0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2017,38598
Role Player,35,Tracy Burnett,6-5,230,Jr,10,8,19.9,80.4,17.7,15.4,47.9,50.1,4,3.9,3.9,27.9,0.4,1,3.2,3.6,52.1,14,25,0.56,23,48,0.479,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2017,39726
Role Player,2,Christopher Thomas,6-7,180,Sr,9,1,13.9,76.5,17,16.6,40.3,43.2,6.4,6.8,6.8,28.5,3.1,0.8,3.9,2.2,19.4,5,7,0.714,10,22,0.455,3,14,0.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2017,30030
Limited Role,11,Matthew Cotton,5-10,185,Sr,29,3,47.9,94.1,14.1,15.1,42.5,47.4,2.9,9.1,9.1,16.9,0,1.2,4,2.7,35.4,29,40,0.725,15,44,0.341,22,69,0.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Alabama A&M,2017,21304
Limited Role,24,Evan Wiley,6-6,190,Fr,27,22,30,99.6,14.8,17.1,51.2,53.7,6.6,4,4,18.7,1.2,1,4,1.9,15,10,12,0.833,32,62,0.516,6,18,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2017,38607
Benchwarmer,20,LaQuan Wiltshire,5-10,175,Jr,7,NA,4.1,103.7,9.8,4.7,50,55.8,7.2,12.2,12.2,25.9,0,3.8,5,3.2,166.7,3,5,0.6,0,2,0,1,1,0.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama A&M,2017,39186
Major Contributor,1,Rodney Simeon,6-5,215,Jr,29,25,60.6,98.2,25.5,29.3,47.5,50.3,4.8,8.9,8.9,18.6,1.3,1.5,3.8,3.9,24.4,55,77,0.714,45,104,0.433,70,212,0.33,NA,NA,295,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Alabama St.,2017,26935
Significant Contributor,14,Tony Armstrong,6-6,205,Sr,30,20,67,99.8,22.7,22.1,45.5,50.2,8.8,7,7,16.1,2.9,1.1,4.2,5.4,54.2,93,143,0.65,120,264,0.455,0,0,0,NA,NA,NA,NA,NA,NA,358,414,NA,NA,405,NA,NA,222,131,NA,NA,NA,National Rank,Alabama St.,2017,18665
Significant Contributor,30,Terrance LeFlore,6-1,170,Jr,30,10,56.4,81.9,21.6,19.6,40.6,42.9,3.1,23,23.3,27.5,0.9,2.5,4.1,3.4,31,34,61,0.557,59,129,0.457,14,68,0.206,NA,NA,NA,NA,NA,NA,NA,NA,264,NA,NA,352,NA,NA,NA,NA,NA,NA,National Rank,Alabama St.,2017,18672
Significant Contributor,12,Reginald Gee,6-3,175,Fr,30,17,56.1,95.7,20.6,22.5,45.6,49,4.1,5.5,5.5,17.9,0.5,1.2,2.7,4,35.1,52,79,0.658,44,114,0.386,39,111,0.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,National Rank,Alabama St.,2017,39534
Significant Contributor,4,Demetruis Houston,6-7,190,Jr,6,5,12.7,68.9,23.7,21.7,34.7,38,5.9,9.8,9.8,29.8,1.3,2.6,4.9,3.8,32.6,9,16,0.562,17,45,0.378,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2017,26164
Role Player,3,Torloft Thomas,6-4,190,Sr,30,29,75.5,90.5,17.9,17.7,41.4,46.2,1.8,17,17,24.1,0.3,0.9,2.6,3,30.7,55,73,0.753,28,97,0.289,47,141,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495,NA,NA,NA,NA,NA,National Rank,Alabama St.,2017,30036
Significant Contributor,0,Amir Warnock,6-9,245,Jr,30,18,35.5,90.7,20,19.3,50,49.2,12.6,3.2,3.2,23.3,3.4,0.8,6.6,3.2,29.5,15,36,0.417,61,122,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2017,38056
Role Player,25,Mikel Tyson,6-6,215,So,29,10,33.4,100.5,18,15.8,56.4,55.2,10.7,5.6,5.6,21.2,4.3,1,5.6,4,53.2,24,50,0.48,53,92,0.576,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2017,30041
Role Player,2,Corvon Butler,6-5,225,Sr,20,4,28,105.7,18.9,20,47,52.7,8.9,5.4,5.4,16,1.2,2.2,4.1,3.6,35,29,35,0.829,47,85,0.553,0,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alabama St.,2017,30035
